Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.8410     0.0493     2.0000     3.0000     5.0000    19.0000
 1.900 0.200     4.1100     0.0570     2.0000     4.0000     5.0000    22.0000
 1.800 0.200     4.3800     0.0606     2.0000     4.0000     6.0000    22.0000
 1.700 0.200     4.7260     0.0644     3.0000     4.0000     6.0000    34.0000
 1.600 0.200     4.9795     0.0669     3.0000     4.0000     6.0000    23.0000
 1.500 0.200     5.2780     0.0727     3.0000     5.0000     7.0000    29.0000
 1.400 0.200     5.7545     0.0814     3.0000     5.0000     7.0000    38.0000
 1.300 0.200     6.5155     0.0939     4.0000     6.0000     8.0000    33.0000
 1.200 0.200     7.2020     0.1080     4.0000     6.0000     9.0000    48.0000
 1.100 0.200     8.1325     0.1202     4.0000     7.0000    11.0000    39.0000
 1.000 0.200     9.3480     0.1456     5.0000     8.0000    12.0000    55.0000
 0.900 0.200    11.1520     0.1756     6.0000     9.0000    15.0000    64.0000
 0.800 0.200    13.4520     0.2301     6.0000    11.0000    18.0000   109.0000
 0.700 0.200    17.0450     0.2898     8.0000    13.0000    23.0000   118.0000
 0.600 0.200    22.2935     0.4105    10.0000    18.0000    28.0000   243.0000
 0.500 0.200    32.9455     0.6202    14.0000    25.0000    44.0000   205.0000
 0.400 0.200    50.3085     1.0615    18.0000    37.0000    67.0000   549.0000
 0.300 0.200    86.2430     1.8693    27.0000    61.0000   118.0000   738.0000
 0.200 0.200   145.9935     3.2296    44.0000   101.0000   198.0000   992.0000
 0.100 0.200   184.9840     4.1304    54.0000   132.0000   248.0000  1501.0000
