Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     5.0500     0.0663     3.0000     4.0000     6.0000    28.0000
 1.900 0.150     5.4270     0.0697     3.0000     5.0000     7.0000    24.0000
 1.800 0.150     5.8205     0.0794     3.0000     5.0000     7.0000    31.0000
 1.700 0.150     6.3130     0.0895     4.0000     6.0000     8.0000    62.0000
 1.600 0.150     6.7950     0.0940     4.0000     6.0000     9.0000    39.0000
 1.500 0.150     7.1550     0.0984     4.0000     6.0000     9.0000    35.0000
 1.400 0.150     7.9585     0.1084     4.0000     7.0000    10.0000    50.0000
 1.300 0.150     8.9805     0.1285     5.0000     8.0000    12.0000    56.0000
 1.200 0.150    10.1375     0.1482     5.0000     9.0000    13.0000    51.0000
 1.100 0.150    11.4405     0.1757     6.0000    10.0000    15.0000    66.0000
 1.000 0.150    13.4540     0.2084     7.0000    11.0000    18.0000    73.0000
 0.900 0.150    15.9365     0.2584     8.0000    13.0000    21.0000   104.0000
 0.800 0.150    19.9935     0.3390     9.0000    16.0000    26.0000   151.0000
 0.700 0.150    25.2840     0.4525    11.0000    20.0000    32.0000   180.0000
 0.600 0.150    34.7185     0.6242    15.0000    27.0000    46.0000   226.0000
 0.500 0.150    51.9395     1.0331    20.0000    40.0000    69.0000   315.0000
 0.400 0.150    79.8370     1.7590    27.0000    56.0000   109.0000   923.0000
 0.300 0.150   122.5770     2.7273    38.0000    84.0000   164.0000  1258.0000
 0.200 0.150   162.4035     3.5732    47.0000   114.0000   229.0000  1231.0000
 0.100 0.150   190.8810     4.2693    55.0000   135.0000   262.0000  1387.0000
