Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.050    29.6155     0.6456     9.0000    20.0000    41.0000   241.0000
 1.900 0.050    31.8825     0.7094    10.0000    22.0000    43.0000   301.0000
 1.800 0.050    32.7120     0.7128    11.0000    22.0000    44.0000   273.0000
 1.700 0.050    33.5020     0.7199    12.0000    23.0000    45.0000   339.0000
 1.600 0.050    36.2385     0.7831    12.0000    24.0000    50.0000   296.0000
 1.500 0.050    37.6010     0.8308    13.0000    25.0000    48.0000   256.0000
 1.400 0.050    39.8420     0.8752    14.0000    27.0000    52.0000   302.0000
 1.300 0.050    44.4545     0.9547    16.0000    31.0000    58.0000   417.0000
 1.200 0.050    47.2000     0.9593    17.0000    36.0000    64.0000   493.0000
 1.100 0.050    54.6645     1.0942    21.0000    40.0000    73.0000   462.0000
 1.000 0.050    58.6465     1.1583    23.0000    43.0000    78.0000   422.0000
 0.900 0.050    67.0440     1.2674    26.0000    50.0000    90.0000   322.0000
 0.800 0.050    82.2225     1.6398    30.0000    61.0000   114.0000   564.0000
 0.700 0.050    99.9980     2.0575    35.0000    74.0000   138.0000   766.0000
 0.600 0.050   124.3630     2.6824    41.0000    89.0000   170.0000   992.0000
 0.500 0.050   153.5485     3.4114    48.0000   109.0000   209.0000  1348.0000
 0.400 0.050   170.7560     3.7047    51.0000   123.0000   240.0000  1718.0000
 0.300 0.050   192.4850     4.4134    52.0000   133.0000   266.0000  1812.0000
 0.200 0.050   196.8590     4.3641    53.0000   137.0000   275.0000  1390.0000
 0.100 0.050   201.2305     4.3846    58.0000   142.0000   286.0000  1645.0000
