Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    13.5795     0.2515     5.0000    10.0000    19.0000    90.0000
 1.900 0.080    14.5460     0.2798     5.0000    11.0000    20.0000   106.0000
 1.800 0.080    15.7750     0.3045     6.0000    12.0000    21.0000   112.0000
 1.700 0.080    17.2580     0.3479     6.0000    13.0000    23.0000   154.0000
 1.600 0.080    18.4305     0.3837     7.0000    13.0000    25.0000   135.0000
 1.500 0.080    19.5570     0.4089     7.0000    14.0000    26.0000   162.0000
 1.400 0.080    21.2800     0.4247     8.0000    16.0000    28.0000   213.0000
 1.300 0.080    24.4255     0.4947     9.0000    18.0000    33.0000   179.0000
 1.200 0.080    27.6500     0.5715    10.0000    20.0000    37.0000   254.0000
 1.100 0.080    30.7300     0.6723    11.0000    22.0000    40.0000   279.0000
 1.000 0.080    35.0630     0.7674    12.0000    25.0000    47.0000   310.0000
 0.900 0.080    39.7180     0.8278    14.0000    28.0000    56.0000   258.0000
 0.800 0.080    45.8825     1.0288    15.0000    32.0000    61.0000   514.0000
 0.700 0.080    54.8980     1.2038    18.0000    39.0000    73.0000   547.0000
 0.600 0.080    68.1765     1.4443    22.0000    48.0000    93.0000   531.0000
 0.500 0.080    86.4485     1.8740    29.0000    61.0000   115.0000   622.0000
 0.400 0.080   111.9990     2.3481    34.0000    80.0000   158.0000   742.0000
 0.300 0.080   148.6980     3.1829    46.0000   103.0000   211.0000   972.0000
 0.200 0.080   181.7315     4.0582    55.0000   127.0000   245.0000  1297.0000
 0.100 0.080   198.3455     4.5183    57.0000   131.0000   279.0000  2000.0000
