Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.100     8.2215     0.1294     4.0000     7.0000    11.0000    48.0000
 1.900 0.100     8.7125     0.1411     4.0000     7.0000    11.0000    62.0000
 1.800 0.100     9.3210     0.1477     5.0000     8.0000    12.0000    52.0000
 1.700 0.100     9.8900     0.1708     5.0000     8.0000    13.0000   105.0000
 1.600 0.100    10.6360     0.1801     5.0000     9.0000    14.0000    63.0000
 1.500 0.100    12.3110     0.2163     6.0000    10.0000    16.0000    86.0000
 1.400 0.100    13.0745     0.2286     6.0000    10.0000    17.0000    92.0000
 1.300 0.100    14.7750     0.2630     7.0000    12.0000    19.0000   123.0000
 1.200 0.100    16.6730     0.3046     7.0000    13.0000    22.0000   116.0000
 1.100 0.100    19.1555     0.3472     8.0000    15.0000    25.0000   130.0000
 1.000 0.100    21.5490     0.4010     9.0000    16.0000    30.0000   138.0000
 0.900 0.100    26.2950     0.5005    10.0000    20.0000    35.0000   174.0000
 0.800 0.100    32.6580     0.6597    12.0000    24.0000    44.0000   270.0000
 0.700 0.100    40.7225     0.8220    15.0000    30.0000    55.0000   332.0000
 0.600 0.100    53.5145     1.1179    19.0000    38.0000    71.0000   366.0000
 0.500 0.100    75.4660     1.6202    25.0000    51.0000   103.0000   638.0000
 0.400 0.100   101.6170     2.1519    35.0000    72.0000   139.0000   658.0000
 0.300 0.100   143.8075     3.1223    44.0000   104.0000   201.0000  1001.0000
 0.200 0.100   175.0615     3.8021    49.0000   123.0000   248.0000  1328.0000
 0.100 0.100   200.9360     4.4471    58.0000   138.0000   283.0000  1652.0000
