Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    10.6980     0.1879     5.0000     8.0000    14.0000    99.0000
 1.900 0.080    11.4665     0.1926     5.0000     9.0000    15.0000    79.0000
 1.800 0.080    12.3990     0.2183     6.0000    10.0000    17.0000   144.0000
 1.700 0.080    13.1400     0.2250     6.0000    11.0000    17.0000   105.0000
 1.600 0.080    14.5795     0.2558     6.0000    12.0000    19.0000    97.0000
 1.500 0.080    16.2095     0.2905     7.0000    13.0000    22.0000   135.0000
 1.400 0.080    18.0040     0.3317     8.0000    14.0000    23.0000   113.0000
 1.300 0.080    19.6180     0.3604     8.0000    16.0000    26.0000   124.0000
 1.200 0.080    22.2130     0.4297     9.0000    17.0000    29.0000   182.0000
 1.100 0.080    25.8235     0.5025    10.0000    20.0000    34.0000   213.0000
 1.000 0.080    29.4555     0.5795    11.0000    22.0000    40.0000   180.0000
 0.900 0.080    35.3995     0.6880    14.0000    26.0000    48.0000   278.0000
 0.800 0.080    43.2155     0.8418    16.0000    32.0000    59.0000   230.0000
 0.700 0.080    53.2510     1.0635    19.0000    39.0000    74.0000   395.0000
 0.600 0.080    66.8005     1.3845    23.0000    48.0000    91.0000   488.0000
 0.500 0.080    92.4895     1.9820    29.0000    64.0000   126.0000   712.0000
 0.400 0.080   123.9815     2.7619    38.0000    86.0000   167.0000  1045.0000
 0.300 0.080   155.3535     3.5456    43.0000   108.0000   208.0000  1278.0000
 0.200 0.080   179.8905     3.8217    54.0000   128.0000   257.0000  1226.0000
 0.100 0.080   191.2980     4.1307    57.0000   136.0000   269.0000  1405.0000
