Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080     9.9450     0.1573     5.0000     8.0000    13.0000    70.0000
 1.900 0.080    10.8575     0.1846     5.0000     9.0000    14.0000   103.0000
 1.800 0.080    11.7350     0.1961     6.0000    10.0000    15.0000    74.0000
 1.700 0.080    12.7635     0.2189     6.0000    10.0000    17.0000    91.0000
 1.600 0.080    13.6705     0.2326     7.0000    11.0000    18.0000   101.0000
 1.500 0.080    15.0765     0.2600     7.0000    12.0000    19.0000   107.0000
 1.400 0.080    16.6630     0.2923     8.0000    13.0000    22.0000   148.0000
 1.300 0.080    18.6920     0.3249     9.0000    15.0000    25.0000   172.0000
 1.200 0.080    21.1995     0.3846     9.0000    17.0000    27.0000   152.0000
 1.100 0.080    24.4230     0.4339    11.0000    19.0000    32.0000   191.0000
 1.000 0.080    28.8340     0.5105    13.0000    23.0000    39.0000   209.0000
 0.900 0.080    32.9700     0.6726    13.0000    25.0000    44.0000   453.0000
 0.800 0.080    42.5080     0.8319    17.0000    32.0000    57.0000   280.0000
 0.700 0.080    54.0930     1.1006    21.0000    40.0000    71.0000   520.0000
 0.600 0.080    70.4410     1.4670    23.0000    51.0000    97.0000   497.0000
 0.500 0.080    96.9625     1.9687    33.0000    70.0000   135.0000   564.0000
 0.400 0.080   130.2820     2.9121    39.0000    89.0000   179.0000  1138.0000
 0.300 0.080   165.9915     3.6994    47.0000   117.0000   230.0000  1136.0000
 0.200 0.080   190.7650     4.3457    54.0000   131.0000   268.0000  1902.0000
 0.100 0.080   192.8495     4.1774    57.0000   136.0000   268.0000  1435.0000
