Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     5.1515     0.0725     3.0000     4.0000     7.0000    29.0000
 1.900 0.150     5.5440     0.0781     3.0000     5.0000     7.0000    25.0000
 1.800 0.150     5.8190     0.0836     3.0000     5.0000     7.0000    32.0000
 1.700 0.150     6.1310     0.0893     3.0000     5.0000     8.0000    30.0000
 1.600 0.150     6.7345     0.0996     4.0000     6.0000     9.0000    40.0000
 1.500 0.150     7.1980     0.1072     4.0000     6.0000     9.0000    32.0000
 1.400 0.150     8.0090     0.1254     4.0000     7.0000    10.0000    46.0000
 1.300 0.150     8.9175     0.1389     5.0000     7.0000    12.0000    59.0000
 1.200 0.150    10.0475     0.1570     5.0000     8.0000    13.0000    54.0000
 1.100 0.150    11.3655     0.1912     6.0000     9.0000    15.0000    72.0000
 1.000 0.150    13.2350     0.2264     6.0000    11.0000    17.0000    94.0000
 0.900 0.150    15.7665     0.2753     7.0000    13.0000    21.0000   103.0000
 0.800 0.150    18.5770     0.3208     8.0000    15.0000    24.0000   133.0000
 0.700 0.150    23.9660     0.4206    11.0000    19.0000    32.0000   134.0000
 0.600 0.150    32.0675     0.6166    13.0000    25.0000    42.0000   300.0000
 0.500 0.150    46.6795     0.9943    17.0000    33.0000    61.0000   340.0000
 0.400 0.150    68.7280     1.4762    23.0000    48.0000    93.0000   531.0000
 0.300 0.150   113.0290     2.5418    34.0000    78.0000   156.0000  1323.0000
 0.200 0.150   158.9285     3.5868    46.0000   109.0000   219.0000  1563.0000
 0.100 0.150   195.2305     4.3026    59.0000   135.0000   271.0000  1720.0000
