Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.8615     0.0452     2.0000     3.0000     5.0000    16.0000
 1.900 0.200     4.1700     0.0506     3.0000     4.0000     5.0000    20.0000
 1.800 0.200     4.4080     0.0512     3.0000     4.0000     6.0000    17.0000
 1.700 0.200     4.7880     0.0596     3.0000     4.0000     6.0000    24.0000
 1.600 0.200     5.0945     0.0632     3.0000     4.0000     7.0000    24.0000
 1.500 0.200     5.5435     0.0695     3.0000     5.0000     7.0000    24.0000
 1.400 0.200     6.1550     0.0802     4.0000     5.0000     8.0000    28.0000
 1.300 0.200     6.8950     0.0945     4.0000     6.0000     9.0000    38.0000
 1.200 0.200     7.5545     0.1034     4.0000     7.0000    10.0000    45.0000
 1.100 0.200     8.6195     0.1191     5.0000     7.0000    11.0000    43.0000
 1.000 0.200    10.1070     0.1447     6.0000     9.0000    13.0000    61.0000
 0.900 0.200    11.9680     0.1744     7.0000    10.0000    15.0000    82.0000
 0.800 0.200    14.4225     0.2221     7.0000    13.0000    19.0000    67.0000
 0.700 0.200    17.9645     0.2919     9.0000    15.0000    24.0000   113.0000
 0.600 0.200    24.7645     0.4285    11.0000    20.0000    32.0000   157.0000
 0.500 0.200    38.3215     0.7178    16.0000    30.0000    51.0000   284.0000
 0.400 0.200    59.1965     1.1963    22.0000    44.0000    81.0000   417.0000
 0.300 0.200    97.5890     2.0603    32.0000    70.0000   134.0000   724.0000
 0.200 0.200   156.0815     3.5359    43.0000   107.0000   221.0000  1810.0000
 0.100 0.200   186.1980     4.2944    50.0000   126.0000   260.0000  2000.0000
