Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    14.2805     0.3087     5.0000    10.0000    18.0000    97.0000
 1.900 0.080    15.3565     0.3351     6.0000    10.0000    19.0000   141.0000
 1.800 0.080    15.0530     0.3107     6.0000    11.0000    18.0000   117.0000
 1.700 0.080    16.4890     0.3258     7.0000    12.0000    21.0000   148.0000
 1.600 0.080    17.7630     0.3757     7.0000    13.0000    22.0000   169.0000
 1.500 0.080    19.7125     0.3917     8.0000    14.0000    26.0000   158.0000
 1.400 0.080    21.0250     0.3933     9.0000    16.0000    27.0000   167.0000
 1.300 0.080    23.1140     0.4655    10.0000    17.0000    29.0000   287.0000
 1.200 0.080    25.6145     0.4710    11.0000    20.0000    33.0000   208.0000
 1.100 0.080    29.9265     0.5429    14.0000    23.0000    40.0000   233.0000
 1.000 0.080    33.8000     0.6109    16.0000    26.0000    45.0000   190.0000
 0.900 0.080    41.8300     0.7543    18.0000    33.0000    56.0000   282.0000
 0.800 0.080    49.7225     0.9400    21.0000    39.0000    66.0000   425.0000
 0.700 0.080    61.9675     1.1579    25.0000    48.0000    85.0000   486.0000
 0.600 0.080    87.1105     1.7298    32.0000    67.0000   117.0000   621.0000
 0.500 0.080   115.9035     2.4113    37.0000    86.0000   164.0000   761.0000
 0.400 0.080   147.3635     3.2080    47.0000   104.0000   207.0000  1487.0000
 0.300 0.080   169.5650     3.7183    50.0000   116.0000   235.0000  1070.0000
 0.200 0.080   184.4140     4.2321    50.0000   127.0000   254.0000  1342.0000
 0.100 0.080   198.9330     4.4208    58.0000   138.0000   280.0000  2000.0000
