Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.2635     0.0697     2.0000     3.0000     5.0000    27.0000
 1.900 0.200     4.3890     0.0713     2.0000     3.0000     6.0000    27.0000
 1.800 0.200     4.6310     0.0769     2.0000     4.0000     6.0000    28.0000
 1.700 0.200     4.9345     0.0852     2.0000     4.0000     6.0000    38.0000
 1.600 0.200     5.1795     0.0925     2.0000     4.0000     7.0000    43.0000
 1.500 0.200     5.6550     0.0973     3.0000     4.0000     7.0000    37.0000
 1.400 0.200     6.2280     0.1091     3.0000     5.0000     8.0000    39.0000
 1.300 0.200     6.8270     0.1198     3.0000     5.0000     9.0000    41.0000
 1.200 0.200     7.7305     0.1464     3.0000     6.0000    10.0000    57.0000
 1.100 0.200     8.3805     0.1521     4.0000     6.0000    11.0000    54.0000
 1.000 0.200     9.1845     0.1670     4.0000     7.0000    12.0000    72.0000
 0.900 0.200    10.9760     0.1951     5.0000     8.0000    14.0000    70.0000
 0.800 0.200    13.3800     0.2521     6.0000    10.0000    18.0000    93.0000
 0.700 0.200    16.1260     0.3077     7.0000    12.0000    21.0000   196.0000
 0.600 0.200    20.2690     0.3957     9.0000    15.0000    26.0000   163.0000
 0.500 0.200    27.3820     0.5205    11.0000    21.0000    37.0000   194.0000
 0.400 0.200    42.1925     0.8698    16.0000    31.0000    56.0000   329.0000
 0.300 0.200    69.1920     1.4353    23.0000    51.0000    97.0000   556.0000
 0.200 0.200   126.5870     2.8595    37.0000    87.0000   179.0000  1053.0000
 0.100 0.200   185.0565     4.0689    56.0000   128.0000   256.0000  1524.0000
