Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.020   141.6500     1.9678    41.0000   100.0000   198.0000  1162.0000     0.0000
 0.800 0.200    12.2036     0.1229     6.0000    10.0000    16.0000    99.0000     0.0000
 0.800 0.180    13.6658     0.1427     7.0000    11.0000    18.0000    92.0000     0.0000
 0.800 0.160    15.4110     0.1675     7.0000    13.0000    20.0000   100.0000     0.0000
 0.800 0.140    18.3530     0.2072     8.0000    14.0000    24.0000   151.0000     0.0000
 0.800 0.120    22.0304     0.2642    10.0000    17.0000    29.0000   217.0000     0.0000
 0.800 0.100    28.3324     0.3485    11.0000    21.0000    37.0000   236.0000     0.0000
 0.800 0.080    37.2688     0.4795    14.0000    27.0000    50.0000   466.0000     0.0000
 0.800 0.060    56.6678     0.7487    20.0000    41.0000    77.0000   747.0000     0.0000
 0.800 0.040    95.1806     1.3089    30.0000    67.0000   130.0000   867.0000     0.0000
 0.800 0.020   154.8472     2.1975    46.0000   106.0000   213.0000  1431.0000     0.0000
 0.600 0.200    19.4578     0.2194     9.0000    16.0000    25.0000   251.0000     0.0000
 0.600 0.180    21.5074     0.2398    10.0000    17.0000    28.0000   172.0000     0.0000
 0.600 0.160    24.5066     0.2837    11.0000    19.0000    32.0000   176.0000     0.0000
 0.600 0.140    29.8866     0.3572    13.0000    23.0000    40.0000   280.0000     0.0000
 0.600 0.120    35.3760     0.4373    14.0000    27.0000    47.0000   300.0000     0.0000
 0.600 0.100    45.2334     0.5815    17.0000    33.0000    59.0000   571.0000     0.0000
 0.600 0.080    60.3780     0.7784    22.0000    45.0000    81.0000   505.0000     0.0000
 0.600 0.060    81.5440     1.0954    28.0000    58.0000   110.0000   822.0000     0.0000
 0.600 0.040   122.9326     1.6821    39.0000    86.0000   169.0000   876.0000     0.0000
 0.600 0.020   174.2872     2.5059    50.0000   118.0000   239.0000  1684.0000     0.0000
 0.400 0.200    41.1170     0.5107    16.0000    32.0000    54.0000   375.0000     0.0000
 0.400 0.180    45.3186     0.5542    18.0000    35.0000    61.0000   359.0000     0.0000
 0.400 0.160    52.3186     0.6707    20.0000    39.0000    70.0000   476.0000     0.0000
 0.400 0.140    58.5338     0.7459    22.0000    44.0000    79.0000   511.0000     0.0000
 0.400 0.120    72.1044     0.9235    26.0000    53.0000    98.0000   561.0000     0.0000
 0.400 0.100    87.0328     1.2043    28.0000    61.0000   116.0000   898.0000     0.0000
 0.400 0.080   109.3052     1.4674    36.0000    79.0000   151.0000   973.0000     0.0000
 0.400 0.060   132.3930     1.8018    42.0000    95.0000   180.0000   931.0000     0.0000
 0.400 0.040   162.9884     2.2387    48.0000   116.0000   226.0000  1650.0000     0.0000
 0.400 0.020   193.0840     2.6786    57.0000   135.0000   268.0000  1766.0000     0.0000
 0.200 0.200   131.6102     1.8348    40.0000    91.0000   185.0000  1155.0000     0.0000
 0.200 0.180   141.8022     1.9509    43.0000    99.0000   200.0000  1227.0000     0.0000
 0.200 0.160   151.7246     2.1468    44.0000   104.0000   208.0000  1221.0000     0.0000
 0.200 0.140   157.6796     2.1714    45.0000   111.0000   222.0000  1397.0000     0.0000
 0.200 0.120   164.3326     2.3326    47.0000   117.0000   226.0000  1532.0000     0.0000
 0.200 0.100   171.7920     2.4163    49.0000   119.0000   238.0000  1566.0000     0.0000
 0.200 0.080   184.5756     2.5758    56.0000   131.0000   256.0000  1912.0000     0.0000
 0.200 0.060   189.4492     2.6473    55.0000   134.0000   260.0000  1516.0000     0.0000
 0.200 0.040   198.3206     2.8423    55.0000   138.0000   276.0000  2000.0000     0.0000
 0.200 0.020   200.5040     2.7647    59.0000   143.0000   282.0000  1654.0000     0.0000
