Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.9310     0.0330     2.0000     3.0000     5.0000    25.0000     0.0000
 2.000 0.180     4.3054     0.0371     2.0000     4.0000     5.0000    32.0000     0.0000
 2.000 0.160     4.8520     0.0438     3.0000     4.0000     6.0000    35.0000     0.0000
 2.000 0.140     5.5444     0.0518     3.0000     5.0000     7.0000    36.0000     0.0000
 2.000 0.120     6.6184     0.0664     3.0000     5.0000     9.0000    59.0000     0.0000
 2.000 0.100     8.4818     0.0935     4.0000     7.0000    11.0000    78.0000     0.0000
 2.000 0.080    11.6102     0.1404     5.0000     9.0000    15.0000   105.0000     0.0000
 2.000 0.060    19.0820     0.2610     7.0000    14.0000    25.0000   284.0000     0.0000
 2.000 0.040    43.7208     0.6329    12.0000    29.0000    59.0000   414.0000     0.0000
 2.000 0.020   110.1858     1.5817    29.0000    77.0000   154.0000  1093.0000     0.0000
 1.800 0.200     4.2914     0.0368     2.0000     4.0000     5.0000    27.0000     0.0000
 1.800 0.180     4.7120     0.0404     3.0000     4.0000     6.0000    32.0000     0.0000
 1.800 0.160     5.4236     0.0494     3.0000     5.0000     7.0000    36.0000     0.0000
 1.800 0.140     6.1762     0.0564     3.0000     5.0000     8.0000    34.0000     0.0000
 1.800 0.120     7.3724     0.0729     4.0000     6.0000    10.0000    60.0000     0.0000
 1.800 0.100     9.3212     0.1019     4.0000     8.0000    12.0000   111.0000     0.0000
 1.800 0.080    12.7982     0.1609     6.0000    10.0000    16.0000   163.0000     0.0000
 1.800 0.060    21.1318     0.3006     8.0000    15.0000    27.0000   326.0000     0.0000
 1.800 0.040    46.5760     0.6594    14.0000    31.0000    65.0000   439.0000     0.0000
 1.800 0.020   112.2856     1.6650    30.0000    76.0000   155.0000  1302.0000     0.0000
 1.600 0.200     4.7912     0.0418     3.0000     4.0000     6.0000    27.0000     0.0000
 1.600 0.180     5.4614     0.0484     3.0000     5.0000     7.0000    28.0000     0.0000
 1.600 0.160     6.0200     0.0562     3.0000     5.0000     8.0000    43.0000     0.0000
 1.600 0.140     7.0642     0.0701     4.0000     6.0000     9.0000    45.0000     0.0000
 1.600 0.120     8.4660     0.0887     4.0000     7.0000    11.0000    66.0000     0.0000
 1.600 0.100    10.8388     0.1223     5.0000     9.0000    14.0000   106.0000     0.0000
 1.600 0.080    14.2416     0.1741     6.0000    11.0000    18.0000   129.0000     0.0000
 1.600 0.060    24.1566     0.3309     9.0000    17.0000    31.0000   286.0000     0.0000
 1.600 0.040    51.2130     0.7282    15.0000    34.0000    70.0000   356.0000     0.0000
 1.600 0.020   117.4876     1.6246    35.0000    82.0000   166.0000   945.0000     0.0000
 1.400 0.200     5.6352     0.0495     3.0000     5.0000     7.0000    33.0000     0.0000
 1.400 0.180     6.2958     0.0582     3.0000     5.0000     8.0000    38.0000     0.0000
 1.400 0.160     7.0034     0.0680     4.0000     6.0000     9.0000    46.0000     0.0000
 1.400 0.140     8.2268     0.0857     4.0000     7.0000    11.0000    72.0000     0.0000
 1.400 0.120     9.9514     0.1069     5.0000     8.0000    13.0000    91.0000     0.0000
 1.400 0.100    12.6774     0.1408     6.0000    10.0000    17.0000   109.0000     0.0000
 1.400 0.080    17.5532     0.2164     7.0000    13.0000    23.0000   142.0000     0.0000
 1.400 0.060    27.8596     0.3772    10.0000    20.0000    37.0000   414.0000     0.0000
 1.400 0.040    55.1990     0.7825    17.0000    38.0000    76.0000   608.0000     0.0000
 1.400 0.020   124.7590     1.7447    37.0000    88.0000   170.0000  1028.0000     0.0000
 1.200 0.200     6.8200     0.0632     4.0000     6.0000     9.0000    47.0000     0.0000
 1.200 0.180     7.5492     0.0741     4.0000     6.0000    10.0000    71.0000     0.0000
 1.200 0.160     8.7276     0.0877     4.0000     7.0000    11.0000    65.0000     0.0000
 1.200 0.140    10.1084     0.1048     5.0000     8.0000    13.0000    74.0000     0.0000
 1.200 0.120    12.1334     0.1336     6.0000    10.0000    16.0000    86.0000     0.0000
 1.200 0.100    15.4210     0.1790     7.0000    12.0000    20.0000   211.0000     0.0000
 1.200 0.080    21.0822     0.2554     9.0000    16.0000    28.0000   153.0000     0.0000
 1.200 0.060    33.6576     0.4527    12.0000    24.0000    45.0000   423.0000     0.0000
 1.200 0.040    63.1526     0.8714    20.0000    44.0000    87.0000   578.0000     0.0000
 1.200 0.020   133.0780     1.8650    38.0000    94.0000   187.0000  1192.0000     0.0000
 1.000 0.200     8.6340     0.0830     5.0000     7.0000    11.0000    49.0000     0.0000
 1.000 0.180     9.7586     0.0996     5.0000     8.0000    13.0000    72.0000     0.0000
 1.000 0.160    11.1960     0.1178     5.0000     9.0000    15.0000    66.0000     0.0000
 1.000 0.140    12.9612     0.1424     6.0000    10.0000    17.0000    93.0000     0.0000
 1.000 0.120    15.6164     0.1785     7.0000    12.0000    20.0000   122.0000     0.0000
 1.000 0.100    20.5592     0.2437     9.0000    16.0000    27.0000   227.0000     0.0000
 1.000 0.080    27.2226     0.3459    10.0000    20.0000    36.0000   246.0000     0.0000
 1.000 0.060    41.9912     0.5513    14.0000    30.0000    57.0000   429.0000     0.0000
 1.000 0.040    75.8154     1.0282    25.0000    54.0000   105.0000   692.0000     0.0000
