Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.1470     0.0286     3.0000     4.0000     5.0000    24.0000     0.0000
 2.000 0.180     4.5414     0.0325     3.0000     4.0000     6.0000    21.0000     0.0000
 2.000 0.160     5.0144     0.0370     3.0000     5.0000     6.0000    32.0000     0.0000
 2.000 0.140     5.7234     0.0466     3.0000     5.0000     7.0000    38.0000     0.0000
 2.000 0.120     6.7716     0.0645     4.0000     6.0000     8.0000    62.0000     0.0000
 2.000 0.100     8.4444     0.0952     4.0000     7.0000    10.0000    94.0000     0.0000
 2.000 0.080    12.3872     0.1685     5.0000     9.0000    15.0000   165.0000     0.0000
 2.000 0.060    23.1284     0.3325     7.0000    14.0000    31.0000   225.0000     0.0000
 2.000 0.040    46.8982     0.6800    13.0000    31.0000    65.0000   407.0000     0.0000
 2.000 0.020   107.8642     1.5360    31.0000    75.0000   147.0000   997.0000     0.0000
 1.800 0.200     4.8244     0.0338     3.0000     4.0000     6.0000    25.0000     0.0000
 1.800 0.180     5.2752     0.0373     3.0000     5.0000     7.0000    26.0000     0.0000
 1.800 0.160     5.7794     0.0462     4.0000     5.0000     7.0000    37.0000     0.0000
 1.800 0.140     6.5778     0.0536     4.0000     6.0000     8.0000    56.0000     0.0000
 1.800 0.120     7.8136     0.0742     5.0000     7.0000    10.0000   122.0000     0.0000
 1.800 0.100     9.5866     0.1060     5.0000     8.0000    12.0000   100.0000     0.0000
 1.800 0.080    14.0284     0.1793     6.0000    10.0000    17.0000   130.0000     0.0000
 1.800 0.060    24.7052     0.3513     8.0000    16.0000    33.0000   362.0000     0.0000
 1.800 0.040    49.1850     0.7050    14.0000    33.0000    68.0000   724.0000     0.0000
 1.800 0.020   112.3254     1.5995    32.0000    78.0000   155.0000   980.0000     0.0000
 1.600 0.200     5.7384     0.0402     4.0000     5.0000     7.0000    32.0000     0.0000
 1.600 0.180     6.1666     0.0440     4.0000     6.0000     8.0000    28.0000     0.0000
 1.600 0.160     6.8800     0.0527     4.0000     6.0000     9.0000    47.0000     0.0000
 1.600 0.140     7.8988     0.0658     5.0000     7.0000    10.0000    54.0000     0.0000
 1.600 0.120     9.0522     0.0840     5.0000     8.0000    12.0000    97.0000     0.0000
 1.600 0.100    11.3198     0.1203     6.0000     9.0000    14.0000   121.0000     0.0000
 1.600 0.080    16.2288     0.2017     7.0000    12.0000    20.0000   171.0000     0.0000
 1.600 0.060    28.0128     0.3838    10.0000    19.0000    37.0000   255.0000     0.0000
 1.600 0.040    52.8036     0.7371    16.0000    36.0000    73.0000   469.0000     0.0000
 1.600 0.020   115.0078     1.6064    34.0000    79.0000   162.0000   936.0000     0.0000
 1.400 0.200     7.0260     0.0510     5.0000     7.0000     9.0000    38.0000     0.0000
