Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     5.5102     0.0685     2.0000     4.0000     7.0000    51.0000     0.0000
 2.000 0.180     6.2046     0.0762     2.0000     4.0000     8.0000    54.0000     0.0000
 2.000 0.160     7.3830     0.0945     3.0000     5.0000    10.0000    61.0000     0.0000
 2.000 0.140     8.7740     0.1087     3.0000     6.0000    12.0000    81.0000     0.0000
 2.000 0.120    10.7944     0.1310     4.0000     8.0000    15.0000    85.0000     0.0000
 2.000 0.100    13.1938     0.1617     5.0000    10.0000    19.0000   120.0000     0.0000
 2.000 0.080    18.7362     0.2340     7.0000    14.0000    26.0000   145.0000     0.0000
 2.000 0.060    27.8402     0.3540    10.0000    21.0000    38.0000   264.0000     0.0000
 2.000 0.040    49.7974     0.6538    18.0000    37.0000    68.0000   634.0000     0.0000
 2.000 0.020   111.6684     1.5557    33.0000    78.0000   154.0000   901.0000     0.0000
 1.800 0.200     6.0464     0.0760     2.0000     4.0000     8.0000    55.0000     0.0000
 1.800 0.180     6.9548     0.0851     3.0000     5.0000     9.0000    51.0000     0.0000
 1.800 0.160     7.9518     0.1007     3.0000     6.0000    11.0000    66.0000     0.0000
 1.800 0.140     9.6178     0.1224     3.0000     7.0000    13.0000   106.0000     0.0000
 1.800 0.120    11.7222     0.1453     4.0000     9.0000    16.0000    97.0000     0.0000
 1.800 0.100    15.0892     0.1855     5.0000    11.0000    21.0000   128.0000     0.0000
 1.800 0.080    20.5142     0.2631     7.0000    16.0000    28.0000   180.0000     0.0000
 1.800 0.060    31.5402     0.4151    11.0000    24.0000    43.0000   248.0000     0.0000
 1.800 0.040    54.6496     0.7274    18.0000    41.0000    74.0000   677.0000     0.0000
 1.800 0.020   118.4284     1.6557    35.0000    82.0000   163.0000  1164.0000     0.0000
 1.600 0.200     6.5970     0.0849     3.0000     5.0000     8.0000    61.0000     0.0000
 1.600 0.180     7.6476     0.0956     3.0000     5.0000    10.0000    60.0000     0.0000
 1.600 0.160     8.8958     0.1141     3.0000     6.0000    12.0000    96.0000     0.0000
