Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 0.400 0.160    76.6166     1.0151    27.0000    56.0000   102.0000   694.0000     0.0000
 0.400 0.140    85.7286     1.1328    30.0000    61.0000   116.0000   607.0000     0.0000
 0.400 0.120    98.4680     1.3262    32.0000    70.0000   136.0000   709.0000     0.0000
 0.400 0.100   113.2332     1.5327    36.0000    83.0000   158.0000   963.0000     0.0000
 0.400 0.080   128.6678     1.7242    41.0000    92.0000   182.0000   957.0000     0.0000
 0.400 0.060   154.8050     2.1545    46.0000   111.0000   216.0000  1209.0000     0.0000
 0.400 0.040   169.2224     2.3250    51.0000   121.0000   235.0000  1452.0000     0.0000
 0.400 0.020   190.6330     2.6779    55.0000   132.0000   266.0000  1674.0000     0.0000
 0.200 0.200   154.2140     2.2151    44.0000   105.0000   214.0000  1626.0000     0.0000
 0.200 0.180   154.5132     2.1580    45.0000   107.0000   213.0000  1396.0000     0.0000
 0.200 0.160   165.6108     2.3521    48.0000   114.0000   231.0000  1432.0000     0.0000
 0.200 0.140   172.0802     2.4016    50.0000   120.0000   241.0000  1518.0000     0.0000
 0.200 0.120   178.9282     2.4485    53.0000   128.0000   248.0000  1376.0000     0.0000
 0.200 0.100   184.1596     2.6334    51.0000   128.0000   255.0000  1739.0000     0.0000
 0.200 0.080   184.5488     2.6315    53.0000   126.0000   254.0000  1416.0000     0.0000
 0.200 0.060   190.4162     2.7115    55.0000   134.0000   263.0000  1818.0000     0.0000
 0.200 0.040   191.5432     2.6946    55.0000   137.0000   268.0000  1805.0000     0.0000
 0.200 0.020   191.7232     2.7344    54.0000   129.0000   269.0000  1478.0000     0.0000
