Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.9772     0.0267     3.0000     4.0000     5.0000    19.0000     0.0000
 2.000 0.180     4.3854     0.0325     3.0000     4.0000     5.0000    29.0000     0.0000
 2.000 0.160     4.8522     0.0376     3.0000     4.0000     6.0000    28.0000     0.0000
 2.000 0.140     5.5228     0.0496     3.0000     5.0000     7.0000    58.0000     0.0000
 2.000 0.120     6.5364     0.0681     4.0000     5.0000     8.0000    84.0000     0.0000
 2.000 0.100     8.6258     0.1215     4.0000     7.0000    10.0000   181.0000     0.0000
 2.000 0.080    13.5156     0.2066     5.0000     9.0000    16.0000   296.0000     0.0000
 2.000 0.060    25.9734     0.3967     7.0000    16.0000    34.0000   282.0000     0.0000
 2.000 0.040    51.7584     0.7837    13.0000    34.0000    72.0000   583.0000     0.0000
 2.000 0.020   117.8194     1.7198    32.0000    80.0000   163.0000  1083.0000     0.0000
 1.800 0.200     4.5278     0.0316     3.0000     4.0000     6.0000    30.0000     0.0000
 1.800 0.180     4.9060     0.0373     3.0000     4.0000     6.0000    54.0000     0.0000
 1.800 0.160     5.4884     0.0423     3.0000     5.0000     7.0000    28.0000     0.0000
 1.800 0.140     6.3262     0.0573     4.0000     6.0000     8.0000    58.0000     0.0000
 1.800 0.120     7.5412     0.0858     4.0000     6.0000     9.0000   202.0000     0.0000
 1.800 0.100     9.4950     0.1140     5.0000     7.0000    12.0000   111.0000     0.0000
 1.800 0.080    14.6720     0.2079     6.0000    10.0000    18.0000   186.0000     0.0000
 1.800 0.060    27.4588     0.4094     8.0000    17.0000    36.0000   235.0000     0.0000
 1.800 0.040    53.2550     0.7655    14.0000    36.0000    74.0000   495.0000     0.0000
 1.800 0.020   118.6172     1.6993    33.0000    81.0000   163.0000   906.0000     0.0000
 1.600 0.200     5.2960     0.0384     3.0000     5.0000     7.0000    33.0000     0.0000
 1.600 0.180     5.7376     0.0437     4.0000     5.0000     7.0000    54.0000     0.0000
 1.600 0.160     6.3658     0.0520     4.0000     6.0000     8.0000    52.0000     0.0000
 1.600 0.140     7.1932     0.0621     4.0000     6.0000     9.0000    57.0000     0.0000
 1.600 0.120     8.8064     0.0920     5.0000     7.0000    11.0000   123.0000     0.0000
 1.600 0.100    11.0180     0.1286     6.0000     9.0000    13.0000   135.0000     0.0000
 1.600 0.080    16.6514     0.2282     7.0000    12.0000    21.0000   245.0000     0.0000
 1.600 0.060    29.4944     0.4284     9.0000    19.0000    39.0000   268.0000     0.0000
 1.600 0.040    58.0064     0.8458    16.0000    39.0000    80.0000   637.0000     0.0000
 1.600 0.020   119.8126     1.7392    34.0000    80.0000   163.0000  1105.0000     0.0000
 1.400 0.200     6.1704     0.0467     4.0000     6.0000     8.0000    35.0000     0.0000
 1.400 0.180     6.8780     0.0549     4.0000     6.0000     9.0000    68.0000     0.0000
 1.400 0.160     7.6794     0.0623     5.0000     7.0000    10.0000    57.0000     0.0000
 1.400 0.140     8.6544     0.0755     5.0000     8.0000    11.0000    57.0000     0.0000
 1.400 0.120    10.3070     0.0991     6.0000     9.0000    13.0000    96.0000     0.0000
 1.400 0.100    13.3192     0.1554     7.0000    11.0000    16.0000   157.0000     0.0000
 1.400 0.080    18.8236     0.2421     8.0000    14.0000    24.0000   186.0000     0.0000
 1.400 0.060    32.5518     0.4548    11.0000    21.0000    44.0000   265.0000     0.0000
 1.400 0.040    62.1118     0.8859    18.0000    42.0000    86.0000   669.0000     0.0000
 1.400 0.020   124.8008     1.8152    34.0000    83.0000   171.0000  1118.0000     0.0000
 1.200 0.200     7.7354     0.0601     5.0000     7.0000    10.0000    42.0000     0.0000
 1.200 0.180     8.4762     0.0693     5.0000     8.0000    11.0000    60.0000     0.0000
 1.200 0.160     9.6216     0.0810     6.0000     9.0000    12.0000    54.0000     0.0000
 1.200 0.140    10.8998     0.0996     6.0000     9.0000    14.0000   102.0000     0.0000
 1.200 0.120    12.9616     0.1301     7.0000    11.0000    16.0000   153.0000     0.0000
 1.200 0.100    16.1626     0.1820     8.0000    13.0000    20.0000   175.0000     0.0000
 1.200 0.080    22.6810     0.2855    10.0000    17.0000    29.0000   219.0000     0.0000
 1.200 0.060    37.9410     0.5161    13.0000    27.0000    50.0000   304.0000     0.0000
 1.200 0.040    68.1240     0.9498    20.0000    48.0000    92.0000   868.0000     0.0000
 1.200 0.020   129.3962     1.8017    38.0000    90.0000   181.0000  1244.0000     0.0000
 1.000 0.200    10.2332     0.0863     6.0000     9.0000    13.0000    64.0000     0.0000
 1.000 0.180    11.3074     0.0969     6.0000    10.0000    15.0000    88.0000     0.0000
 1.000 0.160    12.5566     0.1112     7.0000    11.0000    16.0000    69.0000     0.0000
 1.000 0.140    14.5062     0.1383     8.0000    12.0000    19.0000    87.0000     0.0000
 1.000 0.120    16.9416     0.1668     9.0000    14.0000    22.0000   114.0000     0.0000
 1.000 0.100    21.3004     0.2393    10.0000    17.0000    27.0000   160.0000     0.0000
 1.000 0.080    29.1592     0.3664    13.0000    22.0000    37.0000   348.0000     0.0000
 1.000 0.060    46.0464     0.6013    17.0000    33.0000    62.0000   435.0000     0.0000
 1.000 0.040    78.8788     1.0783    25.0000    55.0000   108.0000   645.0000     0.0000
 1.000 0.020   143.7944     2.0379    42.0000    99.0000   197.0000  1424.0000     0.0000
 0.800 0.200    14.9824     0.1364     8.0000    13.0000    20.0000    89.0000     0.0000
 0.800 0.180    16.6112     0.1528     9.0000    14.0000    22.0000    99.0000     0.0000
 0.800 0.160    18.4624     0.1758    10.0000    16.0000    24.0000    96.0000     0.0000
 0.800 0.140    21.4496     0.2216    11.0000    18.0000    28.0000   282.0000     0.0000
 0.800 0.120    25.4408     0.2625    13.0000    21.0000    34.0000   196.0000     0.0000
 0.800 0.100    30.7808     0.3574    14.0000    24.0000    40.0000   301.0000     0.0000
 0.800 0.080    42.5806     0.5131    18.0000    32.0000    56.0000   342.0000     0.0000
 0.800 0.060    60.1322     0.7692    22.0000    44.0000    81.0000   442.0000     0.0000
 0.800 0.040    97.8916     1.3454    31.0000    69.0000   132.0000   792.0000     0.0000
 0.800 0.020   156.0846     2.1498    47.0000   110.0000   215.0000  1247.0000     0.0000
 0.600 0.200    25.2956     0.2575    12.0000    21.0000    33.0000   204.0000     0.0000
 0.600 0.180    28.4990     0.3219    13.0000    23.0000    37.0000   247.0000     0.0000
 0.600 0.160    33.0098     0.3578    15.0000    27.0000    44.0000   264.0000     0.0000
 0.600 0.140    37.6158     0.4205    17.0000    30.0000    50.0000   288.0000     0.0000
 0.600 0.120    45.0374     0.5373    19.0000    34.0000    61.0000   383.0000     0.0000
 0.600 0.100    54.1820     0.6391    22.0000    42.0000    73.0000   378.0000     0.0000
 0.600 0.080    67.7340     0.8501    26.0000    51.0000    92.0000   669.0000     0.0000
 0.600 0.060    94.8692     1.2406    33.0000    71.0000   130.0000   972.0000     0.0000
 0.600 0.040   130.4600     1.8196    40.0000    91.0000   179.0000  1075.0000     0.0000
 0.600 0.020   174.1590     2.4338    52.0000   121.0000   239.0000  1517.0000     0.0000
 0.400 0.200    60.0964     0.7618    23.0000    45.0000    81.0000   456.0000     0.0000
 0.400 0.180    66.8478     0.8436    25.0000    50.0000    90.0000   674.0000     0.0000
