Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.3468     0.0339     3.0000     4.0000     5.0000    35.0000     0.0000
 2.000 0.180     4.7610     0.0446     3.0000     4.0000     6.0000    53.0000     0.0000
 2.000 0.160     5.4138     0.0546     3.0000     5.0000     6.0000    68.0000     0.0000
 2.000 0.140     6.3584     0.0750     4.0000     5.0000     7.0000    73.0000     0.0000
 2.000 0.120     7.9882     0.1088     4.0000     6.0000     9.0000   132.0000     0.0000
 2.000 0.100    12.1348     0.1970     5.0000     8.0000    14.0000   251.0000     0.0000
 2.000 0.080    18.8558     0.2956     6.0000    11.0000    24.0000   214.0000     0.0000
 2.000 0.060    32.1964     0.4895     8.0000    20.0000    46.0000   275.0000     0.0000
 2.000 0.040    58.8834     0.8508    15.0000    40.0000    83.0000   439.0000     0.0000
 2.000 0.020   118.6636     1.7282    34.0000    80.0000   163.0000  1244.0000     0.0000
 1.800 0.200     5.0942     0.0414     3.0000     5.0000     6.0000    60.0000     0.0000
 1.800 0.180     5.4852     0.0467     3.0000     5.0000     7.0000    39.0000     0.0000
 1.800 0.160     6.2770     0.0622     4.0000     5.0000     8.0000    94.0000     0.0000
 1.800 0.140     7.4028     0.0861     4.0000     6.0000     9.0000    98.0000     0.0000
 1.800 0.120     9.4530     0.1247     5.0000     7.0000    11.0000   120.0000     0.0000
 1.800 0.100    13.0978     0.1869     5.0000     9.0000    16.0000   146.0000     0.0000
 1.800 0.080    20.4294     0.3010     7.0000    12.0000    27.0000   220.0000     0.0000
 1.800 0.060    33.7182     0.4961     9.0000    22.0000    46.0000   351.0000     0.0000
 1.800 0.040    60.7772     0.8781    17.0000    42.0000    83.0000   573.0000     0.0000
 1.800 0.020   124.7160     1.7651    35.0000    85.0000   175.0000  1022.0000     0.0000
 1.600 0.200     5.9210     0.0451     4.0000     5.0000     7.0000    36.0000     0.0000
 1.600 0.180     6.5562     0.0549     4.0000     6.0000     8.0000    44.0000     0.0000
 1.600 0.160     7.4028     0.0705     4.0000     6.0000     9.0000    91.0000     0.0000
 1.600 0.140     8.4500     0.0864     5.0000     7.0000    10.0000    85.0000     0.0000
 1.600 0.120    11.0764     0.1446     5.0000     8.0000    13.0000   155.0000     0.0000
 1.600 0.100    14.9080     0.2046     6.0000    10.0000    18.0000   165.0000     0.0000
 1.600 0.080    22.9778     0.3468     8.0000    14.0000    30.0000   269.0000     0.0000
 1.600 0.060    36.6890     0.5313    11.0000    24.0000    50.0000   331.0000     0.0000
 1.600 0.040    64.6122     0.9341    18.0000    44.0000    89.0000   743.0000     0.0000
 1.600 0.020   123.2818     1.7380    34.0000    85.0000   172.0000   893.0000     0.0000
 1.400 0.200     7.3532     0.0586     5.0000     7.0000     9.0000    41.0000     0.0000
 1.400 0.180     8.0388     0.0681     5.0000     7.0000    10.0000    81.0000     0.0000
 1.400 0.160     9.0132     0.0853     5.0000     8.0000    11.0000    72.0000     0.0000
 1.400 0.140    10.5290     0.1097     6.0000     9.0000    13.0000   118.0000     0.0000
 1.400 0.120    12.8972     0.1500     7.0000    10.0000    15.0000   124.0000     0.0000
 1.400 0.100    17.5498     0.2334     8.0000    12.0000    21.0000   158.0000     0.0000
 1.400 0.080    25.5204     0.3575    10.0000    17.0000    33.0000   373.0000     0.0000
 1.400 0.060    40.2442     0.5727    13.0000    27.0000    55.0000   439.0000     0.0000
 1.400 0.040    68.1874     0.9633    19.0000    47.0000    94.0000   554.0000     0.0000
 1.400 0.020   131.9424     1.8451    38.0000    93.0000   186.0000  1058.0000     0.0000
 1.200 0.200     9.3724     0.0761     6.0000     8.0000    12.0000    58.0000     0.0000
 1.200 0.180    10.2498     0.0904     6.0000     9.0000    13.0000    96.0000     0.0000
 1.200 0.160    11.7324     0.1096     7.0000    10.0000    15.0000   112.0000     0.0000
 1.200 0.140    13.3696     0.1342     7.0000    11.0000    17.0000   126.0000     0.0000
 1.200 0.120    15.7624     0.1715     8.0000    13.0000    20.0000   165.0000     0.0000
 1.200 0.100    20.7582     0.2562     9.0000    15.0000    26.0000   233.0000     0.0000
 1.200 0.080    30.3452     0.3988    12.0000    21.0000    39.0000   303.0000     0.0000
 1.200 0.060    46.5384     0.6160    16.0000    33.0000    63.0000   369.0000     0.0000
 1.200 0.040    74.6248     1.0577    22.0000    52.0000   103.0000   721.0000     0.0000
 1.200 0.020   135.9880     1.8830    41.0000    95.0000   188.0000  1078.0000     0.0000
 1.000 0.200    12.7096     0.1075     7.0000    11.0000    16.0000    68.0000     0.0000
 1.000 0.180    13.8680     0.1204     8.0000    12.0000    18.0000    95.0000     0.0000
 1.000 0.160    15.7632     0.1505     8.0000    14.0000    20.0000   125.0000     0.0000
 1.000 0.140    17.8600     0.1747    10.0000    15.0000    23.0000   155.0000     0.0000
 1.000 0.120    20.7912     0.2114    11.0000    17.0000    27.0000   170.0000     0.0000
 1.000 0.100    26.6528     0.3027    12.0000    21.0000    34.0000   266.0000     0.0000
 1.000 0.080    38.3398     0.4965    15.0000    28.0000    51.0000   612.0000     0.0000
 1.000 0.060    53.6984     0.7024    19.0000    39.0000    72.0000   406.0000     0.0000
 1.000 0.040    87.7084     1.1781    28.0000    62.0000   122.0000   669.0000     0.0000
 1.000 0.020   146.8850     2.0705    43.0000   101.0000   203.0000  1395.0000     0.0000
 0.800 0.200    18.8808     0.1763    10.0000    16.0000    25.0000   119.0000     0.0000
 0.800 0.180    20.9776     0.2031    11.0000    18.0000    27.0000   133.0000     0.0000
 0.800 0.160    23.4088     0.2297    12.0000    20.0000    31.0000   174.0000     0.0000
 0.800 0.140    26.6554     0.2704    13.0000    22.0000    35.0000   180.0000     0.0000
 0.800 0.120    30.8294     0.3259    15.0000    25.0000    41.0000   230.0000     0.0000
 0.800 0.100    37.6030     0.4184    17.0000    30.0000    50.0000   277.0000     0.0000
 0.800 0.080    49.6310     0.6070    20.0000    38.0000    66.0000   416.0000     0.0000
 0.800 0.060    69.6228     0.8661    26.0000    52.0000    94.0000   490.0000     0.0000
 0.800 0.040   103.5954     1.4102    34.0000    72.0000   142.0000   797.0000     0.0000
 0.800 0.020   160.9478     2.2523    48.0000   112.0000   222.0000  1549.0000     0.0000
 0.600 0.200    34.1336     0.3711    16.0000    28.0000    45.0000   271.0000     0.0000
 0.600 0.180    36.8966     0.4036    17.0000    30.0000    49.0000   271.0000     0.0000
 0.600 0.160    42.7244     0.4840    19.0000    34.0000    57.0000   313.0000     0.0000
 0.600 0.140    48.0368     0.5545    20.0000    37.0000    64.0000   382.0000     0.0000
 0.600 0.120    54.9330     0.6410    23.0000    43.0000    74.0000   379.0000     0.0000
 0.600 0.100    65.1174     0.7854    26.0000    50.0000    88.0000   648.0000     0.0000
