Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.1224     0.0390     2.0000     3.0000     5.0000    45.0000     0.0000
 2.000 0.180     4.5222     0.0428     2.0000     4.0000     6.0000    32.0000     0.0000
 2.000 0.160     5.1456     0.0502     3.0000     4.0000     7.0000    45.0000     0.0000
 2.000 0.140     6.0406     0.0630     3.0000     5.0000     8.0000    92.0000     0.0000
 2.000 0.120     7.2770     0.0786     3.0000     6.0000    10.0000    73.0000     0.0000
 2.000 0.100     9.6914     0.1176     4.0000     7.0000    13.0000   103.0000     0.0000
 2.000 0.080    13.2816     0.1700     5.0000    10.0000    17.0000   147.0000     0.0000
 2.000 0.060    22.7424     0.3422     7.0000    15.0000    29.0000   235.0000     0.0000
 2.000 0.040    51.3756     0.7551    14.0000    34.0000    71.0000   534.0000     0.0000
 2.000 0.020   116.6392     1.7250    30.0000    79.0000   160.0000  1116.0000     0.0000
 1.800 0.200     4.6282     0.0438     3.0000     4.0000     6.0000    29.0000     0.0000
 1.800 0.180     5.0544     0.0504     3.0000     4.0000     6.0000    43.0000     0.0000
 1.800 0.160     5.7050     0.0567     3.0000     5.0000     7.0000    41.0000     0.0000
 1.800 0.140     6.7622     0.0735     3.0000     5.0000     9.0000    60.0000     0.0000
 1.800 0.120     8.1890     0.0900     4.0000     6.0000    11.0000    64.0000     0.0000
 1.800 0.100    10.1768     0.1233     4.0000     8.0000    13.0000   151.0000     0.0000
 1.800 0.080    14.7494     0.1936     6.0000    11.0000    19.0000   169.0000     0.0000
 1.800 0.060    24.7354     0.3423     8.0000    17.0000    33.0000   312.0000     0.0000
 1.800 0.040    53.8158     0.7664    16.0000    36.0000    73.0000   511.0000     0.0000
 1.800 0.020   119.5298     1.6897    33.0000    84.0000   167.0000  1096.0000     0.0000
 1.600 0.200     5.0660     0.0479     3.0000     4.0000     6.0000    30.0000     0.0000
 1.600 0.180     5.6892     0.0568     3.0000     5.0000     7.0000    40.0000     0.0000
 1.600 0.160     6.3706     0.0638     3.0000     5.0000     8.0000    48.0000     0.0000
 1.600 0.140     7.4068     0.0794     4.0000     6.0000    10.0000    72.0000     0.0000
 1.600 0.120     9.2072     0.1055     4.0000     7.0000    12.0000   112.0000     0.0000
 1.600 0.100    11.6816     0.1433     5.0000     9.0000    15.0000   103.0000     0.0000
 1.600 0.080    16.7736     0.2160     6.0000    12.0000    22.0000   161.0000     0.0000
 1.600 0.060    27.7078     0.3901     9.0000    19.0000    37.0000   272.0000     0.0000
 1.600 0.040    57.4450     0.8098    17.0000    39.0000    80.0000   605.0000     0.0000
 1.600 0.020   122.5484     1.8028    33.0000    83.0000   167.0000  1161.0000     0.0000
 1.400 0.200     5.8058     0.0569     3.0000     5.0000     7.0000    47.0000     0.0000
 1.400 0.180     6.4002     0.0644     3.0000     5.0000     8.0000    44.0000     0.0000
 1.400 0.160     7.3196     0.0764     4.0000     6.0000    10.0000    57.0000     0.0000
 1.400 0.140     8.7176     0.1003     4.0000     7.0000    11.0000   106.0000     0.0000
 1.400 0.120    10.6472     0.1241     5.0000     8.0000    14.0000   149.0000     0.0000
 1.400 0.100    13.9176     0.1687     6.0000    11.0000    18.0000   125.0000     0.0000
 1.400 0.080    19.3126     0.2435     8.0000    14.0000    26.0000   208.0000     0.0000
 1.400 0.060    31.9020     0.4497    11.0000    23.0000    43.0000   502.0000     0.0000
 1.400 0.040    64.4640     0.9118    18.0000    44.0000    89.0000   554.0000     0.0000
 1.400 0.020   128.7232     1.8541    36.0000    87.0000   177.0000  1157.0000     0.0000
 1.200 0.200     7.0262     0.0718     4.0000     6.0000     9.0000    49.0000     0.0000
 1.200 0.180     7.7356     0.0809     4.0000     6.0000    10.0000    78.0000     0.0000
 1.200 0.160     8.8158     0.0932     4.0000     7.0000    12.0000    61.0000     0.0000
 1.200 0.140    10.5096     0.1179     5.0000     8.0000    14.0000   120.0000     0.0000
 1.200 0.120    12.7152     0.1501     5.0000    10.0000    17.0000    99.0000     0.0000
 1.200 0.100    16.7214     0.2116     7.0000    12.0000    22.0000   159.0000     0.0000
 1.200 0.080    22.8726     0.3074     8.0000    17.0000    30.0000   385.0000     0.0000
 1.200 0.060    36.3194     0.4911    12.0000    26.0000    49.0000   332.0000     0.0000
 1.200 0.040    70.8224     1.0036    21.0000    48.0000    98.0000   838.0000     0.0000
 1.200 0.020   137.2196     1.9808    39.0000    93.0000   191.0000  1134.0000     0.0000
 1.000 0.200     8.7052     0.0918     4.0000     7.0000    11.0000    71.0000     0.0000
 1.000 0.180     9.7650     0.1037     5.0000     8.0000    13.0000    72.0000     0.0000
 1.000 0.160    11.1780     0.1224     5.0000     9.0000    15.0000   103.0000     0.0000
 1.000 0.140    13.1226     0.1488     6.0000    10.0000    17.0000    96.0000     0.0000
 1.000 0.120    16.4166     0.1988     7.0000    12.0000    21.0000   152.0000     0.0000
 1.000 0.100    21.5034     0.2734     8.0000    16.0000    28.0000   205.0000     0.0000
 1.000 0.080    29.9762     0.3977    11.0000    22.0000    41.0000   329.0000     0.0000
 1.000 0.060    45.9728     0.6363    15.0000    32.0000    62.0000   519.0000     0.0000
 1.000 0.040    80.5722     1.1262    24.0000    56.0000   112.0000   936.0000     0.0000
 1.000 0.020   144.1420     2.0768    41.0000    98.0000   200.0000  1440.0000     0.0000
 0.800 0.200    11.6342     0.1277     6.0000     9.0000    15.0000   105.0000     0.0000
 0.800 0.180    13.4102     0.1496     6.0000    11.0000    17.0000   133.0000     0.0000
 0.800 0.160    15.5744     0.1824     7.0000    12.0000    20.0000   146.0000     0.0000
 0.800 0.140    17.9516     0.2144     8.0000    14.0000    23.0000   209.0000     0.0000
 0.800 0.120    22.2590     0.2741     9.0000    17.0000    29.0000   177.0000     0.0000
 0.800 0.100    29.2670     0.3797    11.0000    21.0000    39.0000   329.0000     0.0000
 0.800 0.080    38.8692     0.5269    14.0000    28.0000    51.0000   595.0000     0.0000
 0.800 0.060    58.5794     0.7788    20.0000    42.0000    80.0000   562.0000     0.0000
 0.800 0.040    97.4860     1.3673    29.0000    67.0000   133.0000   888.0000     0.0000
 0.800 0.020   158.6058     2.2623    47.0000   111.0000   215.0000  1419.0000     0.0000
 0.600 0.200    18.1014     0.2080     8.0000    14.0000    23.0000   183.0000     0.0000
 0.600 0.180    20.3856     0.2303     9.0000    16.0000    27.0000   138.0000     0.0000
 0.600 0.160    23.5532     0.2818    10.0000    18.0000    30.0000   220.0000     0.0000
 0.600 0.140    27.3346     0.3347    11.0000    21.0000    36.0000   229.0000     0.0000
 0.600 0.120    34.5040     0.4302    14.0000    26.0000    46.0000   243.0000     0.0000
 0.600 0.100    43.3776     0.5554    16.0000    32.0000    59.0000   339.0000     0.0000
 0.600 0.080    57.4314     0.7564    20.0000    42.0000    77.0000   616.0000     0.0000
 0.600 0.060    81.4694     1.1143    26.0000    56.0000   110.0000   914.0000     0.0000
 0.600 0.040   121.8320     1.6735    37.0000    86.0000   169.0000  1001.0000     0.0000
 0.600 0.020   170.8412     2.4111    49.0000   120.0000   236.0000  1619.0000     0.0000
 0.400 0.200    36.5096     0.4335    15.0000    28.0000    49.0000   336.0000     0.0000
 0.400 0.180    40.2114     0.4959    16.0000    31.0000    53.0000   288.0000     0.0000
 0.400 0.160    46.5268     0.5792    18.0000    35.0000    62.0000   417.0000     0.0000
 0.400 0.140    55.1336     0.7142    21.0000    40.0000    73.0000   388.0000     0.0000
 0.400 0.120    65.1018     0.8578    23.0000    48.0000    87.0000   547.0000     0.0000
 0.400 0.100    79.3120     1.0933    26.0000    56.0000   106.0000   693.0000     0.0000
 0.400 0.080   100.5426     1.3557    33.0000    72.0000   136.0000   845.0000     0.0000
 0.400 0.060   123.9580     1.7310    37.0000    85.0000   174.0000  1027.0000     0.0000
 0.400 0.040   159.5626     2.2727    47.0000   109.0000   216.0000  2000.0000     0.0000
 0.400 0.020   193.3178     2.7151    55.0000   135.0000   269.0000  2000.0000     0.0000
 0.200 0.200   119.8600     1.7026    37.0000    82.0000   164.0000  1394.0000     0.0000
 0.200 0.180   124.4338     1.7416    37.0000    88.0000   174.0000  1461.0000     0.0000
 0.200 0.160   136.5744     1.8792    43.0000    99.0000   189.0000  1600.0000     0.0000
 0.200 0.140   146.2738     2.0987    43.0000    99.0000   198.0000  1309.0000     0.0000
 0.200 0.120   156.5904     2.2090    47.0000   111.0000   213.0000  1428.0000     0.0000
 0.200 0.100   167.7632     2.3124    48.0000   122.0000   234.0000  1311.0000     0.0000
 0.200 0.080   181.0998     2.5613    52.0000   126.0000   253.0000  1605.0000     0.0000
 0.200 0.060   190.2946     2.6654    54.0000   133.0000   267.0000  1617.0000     0.0000
 0.200 0.040   197.3972     2.8237    54.0000   134.0000   271.0000  1480.0000     0.0000
 0.200 0.020   200.4272     2.8496    55.0000   137.0000   279.0000  1683.0000     0.0000
