Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.8416     0.0293     2.0000     3.0000     5.0000    20.0000     0.0000
 2.000 0.180     4.2060     0.0327     3.0000     4.0000     5.0000    31.0000     0.0000
 2.000 0.160     4.7320     0.0391     3.0000     4.0000     6.0000    34.0000     0.0000
 2.000 0.140     5.3514     0.0461     3.0000     5.0000     7.0000    38.0000     0.0000
 2.000 0.120     6.3192     0.0578     3.0000     5.0000     8.0000    35.0000     0.0000
 2.000 0.100     7.9284     0.0792     4.0000     7.0000    10.0000    88.0000     0.0000
 2.000 0.080    10.6194     0.1199     5.0000     8.0000    14.0000   105.0000     0.0000
 2.000 0.060    16.4966     0.2065     7.0000    12.0000    21.0000   136.0000     0.0000
 2.000 0.040    38.9562     0.5595    12.0000    27.0000    52.0000   334.0000     0.0000
 2.000 0.020   100.7986     1.4514    28.0000    68.0000   140.0000  1175.0000     0.0000
 1.800 0.200     4.3914     0.0343     3.0000     4.0000     6.0000    31.0000     0.0000
 1.800 0.180     4.7320     0.0378     3.0000     4.0000     6.0000    25.0000     0.0000
 1.800 0.160     5.3744     0.0450     3.0000     5.0000     7.0000    34.0000     0.0000
 1.800 0.140     6.1558     0.0544     3.0000     5.0000     8.0000    36.0000     0.0000
 1.800 0.120     7.2422     0.0673     4.0000     6.0000     9.0000    50.0000     0.0000
 1.800 0.100     8.9838     0.0919     5.0000     7.0000    11.0000    74.0000     0.0000
 1.800 0.080    11.8262     0.1315     5.0000     9.0000    15.0000    93.0000     0.0000
 1.800 0.060    18.7548     0.2370     8.0000    14.0000    24.0000   212.0000     0.0000
 1.800 0.040    40.6166     0.5736    13.0000    27.0000    55.0000   322.0000     0.0000
 1.800 0.020   106.2958     1.4914    31.0000    75.0000   146.0000   986.0000     0.0000
 1.600 0.200     4.9530     0.0396     3.0000     4.0000     6.0000    26.0000     0.0000
 1.600 0.180     5.4606     0.0439     3.0000     5.0000     7.0000    25.0000     0.0000
 1.600 0.160     6.1108     0.0516     3.0000     5.0000     8.0000    31.0000     0.0000
 1.600 0.140     6.9840     0.0641     4.0000     6.0000     9.0000    61.0000     0.0000
 1.600 0.120     8.3482     0.0786     4.0000     7.0000    11.0000    50.0000     0.0000
 1.600 0.100    10.3602     0.1099     5.0000     9.0000    13.0000    84.0000     0.0000
 1.600 0.080    13.8352     0.1510     6.0000    11.0000    18.0000   103.0000     0.0000
 1.600 0.060    21.7986     0.2746     9.0000    16.0000    28.0000   215.0000     0.0000
 1.600 0.040    45.5350     0.6484    13.0000    31.0000    62.0000   409.0000     0.0000
 1.600 0.020   109.7266     1.5344    31.0000    77.0000   155.0000  1060.0000     0.0000
 1.400 0.200     5.7802     0.0481     3.0000     5.0000     7.0000    30.0000     0.0000
 1.400 0.180     6.4426     0.0554     4.0000     6.0000     8.0000    42.0000     0.0000
 1.400 0.160     7.2048     0.0645     4.0000     6.0000     9.0000    52.0000     0.0000
 1.400 0.140     8.3930     0.0788     4.0000     7.0000    11.0000    57.0000     0.0000
 1.400 0.120     9.9458     0.0998     5.0000     8.0000    13.0000    87.0000     0.0000
 1.400 0.100    12.3798     0.1335     6.0000    10.0000    16.0000    99.0000     0.0000
 1.400 0.080    16.5226     0.1882     7.0000    13.0000    22.0000   131.0000     0.0000
 1.400 0.060    25.3500     0.3252    10.0000    19.0000    34.0000   265.0000     0.0000
 1.400 0.040    50.1878     0.6907    16.0000    36.0000    68.0000   375.0000     0.0000
 1.400 0.020   114.6758     1.6222    33.0000    80.0000   158.0000  1088.0000     0.0000
 1.200 0.200     7.1098     0.0615     4.0000     6.0000     9.0000    51.0000     0.0000
 1.200 0.180     7.8940     0.0711     4.0000     7.0000    10.0000    52.0000     0.0000
 1.200 0.160     8.9352     0.0824     5.0000     8.0000    12.0000    63.0000     0.0000
 1.200 0.140    10.4816     0.1041     5.0000     9.0000    13.0000    65.0000     0.0000
 1.200 0.120    12.3524     0.1238     6.0000    10.0000    16.0000   103.0000     0.0000
 1.200 0.100    15.5790     0.1702     7.0000    13.0000    20.0000   153.0000     0.0000
 1.200 0.080    20.5292     0.2454     9.0000    16.0000    27.0000   181.0000     0.0000
 1.200 0.060    31.2058     0.3993    12.0000    23.0000    41.0000   313.0000     0.0000
 1.200 0.040    60.2122     0.8124    20.0000    43.0000    82.0000   491.0000     0.0000
 1.200 0.020   125.6580     1.8220    35.0000    85.0000   170.0000  1020.0000     0.0000
 1.000 0.200     9.2656     0.0895     5.0000     8.0000    12.0000    99.0000     0.0000
 1.000 0.180    10.1910     0.0951     5.0000     9.0000    13.0000    68.0000     0.0000
 1.000 0.160    11.6208     0.1145     6.0000    10.0000    15.0000    73.0000     0.0000
 1.000 0.140    13.6240     0.1424     7.0000    11.0000    18.0000   103.0000     0.0000
 1.000 0.120    16.4036     0.1740     8.0000    13.0000    22.0000   107.0000     0.0000
 1.000 0.100    20.0610     0.2284     9.0000    16.0000    26.0000   144.0000     0.0000
 1.000 0.080    27.6258     0.3260    12.0000    21.0000    37.0000   204.0000     0.0000
 1.000 0.060    40.2014     0.5145    15.0000    29.0000    54.0000   340.0000     0.0000
 1.000 0.040    72.4396     1.0033    24.0000    51.0000    97.0000   649.0000     0.0000
 1.000 0.020   137.3366     1.9233    41.0000    95.0000   189.0000  1168.0000     0.0000
 0.800 0.200    13.2074     0.1278     7.0000    11.0000    17.0000    90.0000     0.0000
 0.800 0.180    14.8866     0.1584     7.0000    12.0000    20.0000   137.0000     0.0000
 0.800 0.160    16.9778     0.1832     8.0000    14.0000    22.0000   149.0000     0.0000
 0.800 0.140    19.4142     0.2162     9.0000    16.0000    25.0000   236.0000     0.0000
 0.800 0.120    23.6080     0.2576    11.0000    19.0000    31.0000   205.0000     0.0000
 0.800 0.100    29.6268     0.3432    13.0000    23.0000    40.0000   227.0000     0.0000
 0.800 0.080    39.9576     0.4952    16.0000    30.0000    53.0000   369.0000     0.0000
 0.800 0.060    57.9020     0.7444    20.0000    43.0000    79.0000   500.0000     0.0000
 0.800 0.040    93.8284     1.2637    30.0000    68.0000   131.0000   855.0000     0.0000
 0.800 0.020   153.6692     2.1508    47.0000   106.0000   217.0000  1542.0000     0.0000
 0.600 0.200    21.7048     0.2367    10.0000    18.0000    29.0000   142.0000     0.0000
 0.600 0.180    24.7924     0.2692    12.0000    20.0000    33.0000   174.0000     0.0000
 0.600 0.160    28.7430     0.3397    13.0000    23.0000    38.0000   366.0000     0.0000
 0.600 0.140    33.3586     0.3955    14.0000    26.0000    44.0000   285.0000     0.0000
 0.600 0.120    40.3602     0.4836    17.0000    31.0000    54.0000   344.0000     0.0000
 0.600 0.100    48.9326     0.6068    19.0000    37.0000    66.0000   450.0000     0.0000
 0.600 0.080    64.3726     0.8226    24.0000    47.0000    87.0000   466.0000     0.0000
 0.600 0.060    88.6768     1.1877    30.0000    64.0000   121.0000   809.0000     0.0000
 0.600 0.040   127.9314     1.7107    41.0000    93.0000   176.0000   928.0000     0.0000
 0.600 0.020   170.4774     2.3360    51.0000   118.0000   240.0000  1400.0000     0.0000
 0.400 0.200    50.2260     0.6173    19.0000    38.0000    67.0000   367.0000     0.0000
 0.400 0.180    57.3026     0.7425    21.0000    42.0000    77.0000   533.0000     0.0000
 0.400 0.160    64.1518     0.8372    23.0000    47.0000    86.0000   614.0000     0.0000
 0.400 0.140    73.5032     0.9692    26.0000    54.0000    99.0000   660.0000     0.0000
 0.400 0.120    86.1552     1.1545    29.0000    61.0000   118.0000   719.0000     0.0000
 0.400 0.100   103.0036     1.4252    33.0000    73.0000   141.0000  1145.0000     0.0000
 0.400 0.080   121.6144     1.6822    38.0000    86.0000   165.0000   892.0000     0.0000
 0.400 0.060   142.8358     1.9873    41.0000   101.0000   199.0000  1439.0000     0.0000
 0.400 0.040   167.4538     2.2970    52.0000   120.0000   231.0000  1225.0000     0.0000
 0.400 0.020   188.1646     2.6709    54.0000   132.0000   262.0000  2000.0000     0.0000
 0.200 0.200   141.7826     1.9809    43.0000    98.0000   193.0000  1147.0000     0.0000
 0.200 0.180   150.9108     2.1364    44.0000   105.0000   209.0000  1203.0000     0.0000
 0.200 0.160   153.6266     2.1606    44.0000   106.0000   214.0000  1445.0000     0.0000
 0.200 0.140   165.7448     2.3279    48.0000   115.0000   232.0000  1395.0000     0.0000
 0.200 0.120   171.0460     2.4286    51.0000   119.0000   235.0000  1802.0000     0.0000
 0.200 0.100   179.4120     2.4806    52.0000   126.0000   252.0000  1532.0000     0.0000
 0.200 0.080   183.5436     2.5471    54.0000   128.0000   260.0000  1396.0000     0.0000
 0.200 0.060   188.9544     2.6677    53.0000   132.0000   263.0000  1524.0000     0.0000
 0.200 0.040   195.7996     2.7520    56.0000   138.0000   269.0000  1611.0000     0.0000
 0.200 0.020   194.6396     2.7851    55.0000   133.0000   270.0000  1860.0000     0.0000
