Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.3105     0.0660     2.0000     3.0000     5.0000    25.0000     0.0000
 2.000 0.180     4.8215     0.0779     2.0000     4.0000     6.0000    36.0000     0.0000
 2.000 0.160     5.4610     0.0893     3.0000     4.0000     7.0000    45.0000     0.0000
 2.000 0.140     6.5640     0.1146     3.0000     5.0000     9.0000    52.0000     0.0000
 2.000 0.120     7.9760     0.1421     3.0000     6.0000    10.0000    48.0000     0.0000
 2.000 0.100    10.0315     0.1893     4.0000     8.0000    14.0000    85.0000     0.0000
 2.000 0.080    14.5305     0.2827     6.0000    11.0000    19.0000   130.0000     0.0000
 2.000 0.060    24.3065     0.5511     8.0000    17.0000    32.0000   271.0000     0.0000
 2.000 0.040    50.2455     1.1050    15.0000    36.0000    70.0000   438.0000     0.0000
 2.000 0.020   120.5900     2.6436    35.0000    84.0000   170.0000   762.0000     0.0000
 1.800 0.200     4.6140     0.0708     2.0000     4.0000     6.0000    26.0000     0.0000
 1.800 0.180     5.2500     0.0835     3.0000     4.0000     7.0000    27.0000     0.0000
 1.800 0.160     6.0740     0.1009     3.0000     5.0000     8.0000    44.0000     0.0000
 1.800 0.140     7.2970     0.1253     3.0000     6.0000    10.0000    53.0000     0.0000
 1.800 0.120     8.7105     0.1690     4.0000     6.0000    12.0000    91.0000     0.0000
 1.800 0.100    11.2675     0.2194     4.0000     8.0000    15.0000    78.0000     0.0000
 1.800 0.080    15.8115     0.3231     6.0000    12.0000    21.0000   140.0000     0.0000
 1.800 0.060    26.6095     0.5969     9.0000    19.0000    35.0000   347.0000     0.0000
 1.800 0.040    52.5260     1.1994    14.0000    36.0000    72.0000   479.0000     0.0000
 1.800 0.020   126.0110     2.7790    36.0000    87.0000   174.0000   811.0000     0.0000
 1.600 0.200     5.3005     0.0895     3.0000     4.0000     7.0000    41.0000     0.0000
 1.600 0.180     5.9085     0.0993     3.0000     5.0000     8.0000    53.0000     0.0000
 1.600 0.160     6.5765     0.1122     3.0000     5.0000     9.0000    48.0000     0.0000
 1.600 0.140     8.0310     0.1462     4.0000     6.0000    11.0000    73.0000     0.0000
 1.600 0.120     9.7840     0.1812     4.0000     7.0000    13.0000    91.0000     0.0000
 1.600 0.100    12.4525     0.2449     5.0000    10.0000    16.0000   103.0000     0.0000
 1.600 0.080    18.0820     0.3654     7.0000    13.0000    24.0000   168.0000     0.0000
 1.600 0.060    29.5860     0.6637     9.0000    20.0000    40.0000   310.0000     0.0000
 1.600 0.040    58.5030     1.3667    16.0000    41.0000    79.0000   639.0000     0.0000
 1.600 0.020   125.7895     2.8298    35.0000    86.0000   176.0000  1108.0000     0.0000
 1.400 0.200     5.9280     0.0969     3.0000     5.0000     8.0000    43.0000     0.0000
 1.400 0.180     6.8985     0.1184     3.0000     5.0000     9.0000    42.0000     0.0000
 1.400 0.160     7.9965     0.1408     4.0000     6.0000    10.0000    57.0000     0.0000
 1.400 0.140     9.5075     0.1792     4.0000     7.0000    13.0000   101.0000     0.0000
 1.400 0.120    11.1840     0.2053     5.0000     9.0000    15.0000    76.0000     0.0000
 1.400 0.100    14.6085     0.2985     6.0000    11.0000    19.0000   124.0000     0.0000
 1.400 0.080    20.7470     0.4294     7.0000    15.0000    28.0000   160.0000     0.0000
 1.400 0.060    33.0485     0.7550    11.0000    23.0000    43.0000   389.0000     0.0000
 1.400 0.040    64.3025     1.4137    19.0000    44.0000    92.0000   497.0000     0.0000
 1.400 0.020   136.5190     3.1464    40.0000    93.0000   184.0000   983.0000     0.0000
 1.200 0.200     7.2385     0.1265     3.0000     6.0000     9.0000    51.0000     0.0000
 1.200 0.180     8.2170     0.1385     4.0000     7.0000    11.0000    53.0000     0.0000
 1.200 0.160     9.4950     0.1658     4.0000     8.0000    13.0000    64.0000     0.0000
 1.200 0.140    11.1275     0.2094     5.0000     8.0000    15.0000    98.0000     0.0000
 1.200 0.120    14.0700     0.2775     6.0000    10.0000    19.0000   134.0000     0.0000
 1.200 0.100    17.3835     0.3575     7.0000    12.0000    22.0000   141.0000     0.0000
 1.200 0.080    24.7470     0.5625     8.0000    17.0000    32.0000   386.0000     0.0000
 1.200 0.060    40.6825     0.9133    13.0000    28.0000    54.0000   439.0000     0.0000
 1.200 0.040    72.1665     1.6082    21.0000    50.0000   100.0000   744.0000     0.0000
 1.200 0.020   136.7645     3.0558    40.0000    95.0000   188.0000  1009.0000     0.0000
 1.000 0.200     9.0730     0.1583     4.0000     7.0000    12.0000    75.0000     0.0000
 1.000 0.180    10.1170     0.1807     4.0000     8.0000    13.0000    79.0000     0.0000
 1.000 0.160    11.6855     0.2165     5.0000     9.0000    15.0000   103.0000     0.0000
 1.000 0.140    14.4180     0.2820     6.0000    11.0000    18.0000   103.0000     0.0000
 1.000 0.120    17.4835     0.3527     7.0000    13.0000    23.0000   139.0000     0.0000
 1.000 0.100    21.6150     0.4315     8.0000    16.0000    29.0000   159.0000     0.0000
 1.000 0.080    32.8060     0.6999    11.0000    23.0000    44.0000   313.0000     0.0000
 1.000 0.060    49.1240     1.0168    17.0000    35.0000    68.0000   312.0000     0.0000
 1.000 0.040    83.1925     1.7710    27.0000    60.0000   116.0000   606.0000     0.0000
