Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.2340     0.0485     3.0000     4.0000     5.0000    19.0000     0.0000
 2.000 0.180     4.6115     0.0515     3.0000     4.0000     6.0000    18.0000     0.0000
 2.000 0.160     4.9615     0.0570     3.0000     5.0000     6.0000    19.0000     0.0000
 2.000 0.140     5.6820     0.0671     4.0000     5.0000     7.0000    22.0000     0.0000
 2.000 0.120     6.5255     0.0845     4.0000     6.0000     8.0000    34.0000     0.0000
 2.000 0.100     8.4615     0.1344     5.0000     7.0000    11.0000    88.0000     0.0000
 2.000 0.080    11.0415     0.1906     6.0000     9.0000    14.0000   103.0000     0.0000
 2.000 0.060    18.3445     0.4074     7.0000    12.0000    23.0000   168.0000     0.0000
 2.000 0.040    39.3440     0.8399    12.0000    28.0000    55.0000   274.0000     0.0000
 2.000 0.020   101.8615     2.2129    30.0000    73.0000   139.0000   756.0000     0.0000
 1.800 0.200     4.8555     0.0534     3.0000     4.0000     6.0000    21.0000     0.0000
 1.800 0.180     5.2725     0.0619     3.0000     5.0000     7.0000    21.0000     0.0000
 1.800 0.160     5.8690     0.0661     4.0000     5.0000     8.0000    21.0000     0.0000
 1.800 0.140     6.6380     0.0837     4.0000     6.0000     9.0000    42.0000     0.0000
 1.800 0.120     7.5825     0.0992     5.0000     7.0000    10.0000    48.0000     0.0000
 1.800 0.100     9.2890     0.1345     5.0000     8.0000    12.0000    63.0000     0.0000
 1.800 0.080    12.3485     0.2080     6.0000    10.0000    15.0000    85.0000     0.0000
 1.800 0.060    20.2885     0.4155     8.0000    15.0000    26.0000   150.0000     0.0000
 1.800 0.040    41.7155     0.9215    13.0000    28.0000    57.0000   346.0000     0.0000
 1.800 0.020    99.6750     2.1574    31.0000    71.0000   139.0000   687.0000     0.0000
 1.600 0.200     5.8640     0.0690     4.0000     5.0000     7.0000    34.0000     0.0000
 1.600 0.180     6.3745     0.0751     4.0000     6.0000     8.0000    29.0000     0.0000
 1.600 0.160     6.8625     0.0815     4.0000     6.0000     9.0000    34.0000     0.0000
 1.600 0.140     7.7615     0.1009     5.0000     7.0000    10.0000    58.0000     0.0000
 1.600 0.120     8.9300     0.1156     5.0000     8.0000    12.0000    41.0000     0.0000
 1.600 0.100    10.7760     0.1612     6.0000     9.0000    14.0000    84.0000     0.0000
