Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.2895     0.0461     3.0000     4.0000     5.0000    16.0000     0.0000
 2.000 0.180     4.6160     0.0527     3.0000     4.0000     6.0000    29.0000     0.0000
 2.000 0.160     5.0075     0.0592     3.0000     5.0000     6.0000    27.0000     0.0000
 2.000 0.140     6.0260     0.0976     4.0000     5.0000     7.0000    63.0000     0.0000
 2.000 0.120     7.0925     0.1127     4.0000     6.0000     9.0000    67.0000     0.0000
 2.000 0.100     9.0545     0.1780     5.0000     7.0000    11.0000    99.0000     0.0000
 2.000 0.080    13.6310     0.2908     6.0000     9.0000    17.0000   112.0000     0.0000
 2.000 0.060    23.5705     0.5555     7.0000    15.0000    31.0000   223.0000     0.0000
 2.000 0.040    46.3560     1.0637    13.0000    31.0000    63.0000   417.0000     0.0000
 2.000 0.020   105.9635     2.3546    31.0000    75.0000   143.0000   823.0000     0.0000
 1.800 0.200     4.8375     0.0547     3.0000     4.0000     6.0000    25.0000     0.0000
 1.800 0.180     5.4450     0.0672     3.0000     5.0000     7.0000    45.0000     0.0000
 1.800 0.160     5.9700     0.0747     4.0000     5.0000     8.0000    43.0000     0.0000
 1.800 0.140     6.7305     0.0938     4.0000     6.0000     9.0000    79.0000     0.0000
 1.800 0.120     7.9860     0.1259     5.0000     7.0000    10.0000    73.0000     0.0000
 1.800 0.100    10.3275     0.1819     5.0000     8.0000    13.0000   100.0000     0.0000
 1.800 0.080    14.7525     0.3154     6.0000    10.0000    18.0000   137.0000     0.0000
 1.800 0.060    25.8025     0.5669     9.0000    18.0000    35.0000   230.0000     0.0000
 1.800 0.040    49.3450     1.1256    15.0000    34.0000    65.0000   448.0000     0.0000
 1.800 0.020   109.5885     2.4341    31.0000    74.0000   152.0000   852.0000     0.0000
 1.600 0.200     5.9780     0.0693     4.0000     6.0000     8.0000    28.0000     0.0000
 1.600 0.180     6.4945     0.0826     4.0000     6.0000     8.0000    39.0000     0.0000
 1.600 0.160     7.3350     0.0953     4.0000     7.0000     9.0000    60.0000     0.0000
 1.600 0.140     8.0955     0.1105     5.0000     7.0000    10.0000    40.0000     0.0000
