Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.8325     0.0477     2.0000     3.0000     5.0000    21.0000     0.0000
 2.000 0.180     4.2725     0.0592     2.0000     4.0000     5.0000    26.0000     0.0000
 2.000 0.160     4.8475     0.0780     3.0000     4.0000     6.0000    64.0000     0.0000
 2.000 0.140     5.5895     0.0914     3.0000     5.0000     7.0000    48.0000     0.0000
 2.000 0.120     7.0805     0.1472     3.0000     5.0000     9.0000   106.0000     0.0000
 2.000 0.100     9.3360     0.2327     4.0000     7.0000    11.0000   156.0000     0.0000
 2.000 0.080    15.1275     0.3881     5.0000     9.0000    18.0000   212.0000     0.0000
 2.000 0.060    27.1225     0.6854     7.0000    16.0000    36.0000   417.0000     0.0000
 2.000 0.040    58.7185     1.3950    14.0000    38.0000    81.0000   524.0000     0.0000
 2.000 0.020   123.6105     2.7195    33.0000    88.0000   176.0000  1043.0000     0.0000
 1.800 0.200     4.3045     0.0565     3.0000     4.0000     5.0000    22.0000     0.0000
 1.800 0.180     4.7695     0.0663     3.0000     4.0000     6.0000    35.0000     0.0000
 1.800 0.160     5.2880     0.0767     3.0000     4.0000     7.0000    30.0000     0.0000
 1.800 0.140     6.1190     0.0935     3.0000     5.0000     8.0000    42.0000     0.0000
 1.800 0.120     7.6440     0.1436     4.0000     6.0000     9.0000   113.0000     0.0000
 1.800 0.100     9.7940     0.1932     4.0000     7.0000    12.0000    74.0000     0.0000
 1.800 0.080    15.6165     0.3611     6.0000    10.0000    19.0000   185.0000     0.0000
 1.800 0.060    29.3340     0.6802     8.0000    18.0000    40.0000   237.0000     0.0000
 1.800 0.040    59.3395     1.3639    15.0000    40.0000    83.0000   637.0000     0.0000
 1.800 0.020   128.7715     2.8900    36.0000    90.0000   181.0000  1060.0000     0.0000
 1.600 0.200     4.8155     0.0645     3.0000     4.0000     6.0000    24.0000     0.0000
 1.600 0.180     5.2010     0.0727     3.0000     5.0000     7.0000    33.0000     0.0000
 1.600 0.160     5.9685     0.0961     3.0000     5.0000     7.0000    53.0000     0.0000
 1.600 0.140     7.1660     0.1234     4.0000     6.0000     9.0000    65.0000     0.0000
 1.600 0.120     8.8145     0.1711     4.0000     7.0000    11.0000    99.0000     0.0000
 1.600 0.100    11.2660     0.2209     5.0000     9.0000    14.0000   136.0000     0.0000
 1.600 0.080    17.4085     0.3902     6.0000    12.0000    22.0000   148.0000     0.0000
 1.600 0.060    31.3350     0.7398     9.0000    20.0000    41.0000   252.0000     0.0000
 1.600 0.040    64.9770     1.4974    19.0000    44.0000    89.0000   636.0000     0.0000
 1.600 0.020   130.2290     2.9211    37.0000    90.0000   186.0000   922.0000     0.0000
 1.400 0.200     5.5405     0.0810     3.0000     5.0000     7.0000    37.0000     0.0000
 1.400 0.180     6.0785     0.0881     3.0000     5.0000     8.0000    39.0000     0.0000
 1.400 0.160     7.1285     0.1092     4.0000     6.0000     9.0000    55.0000     0.0000
