Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.2400     0.0488     3.0000     4.0000     5.0000    24.0000     0.0000
 2.000 0.180     4.5820     0.0569     3.0000     4.0000     6.0000    30.0000     0.0000
 2.000 0.160     5.2125     0.0720     3.0000     5.0000     6.0000    52.0000     0.0000
 2.000 0.140     5.9425     0.0954     4.0000     5.0000     7.0000    62.0000     0.0000
 2.000 0.120     6.9150     0.1199     4.0000     6.0000     8.0000    88.0000     0.0000
 2.000 0.100     9.6795     0.2108     4.0000     7.0000    11.0000   132.0000     0.0000
 2.000 0.080    15.4675     0.3441     6.0000    10.0000    20.0000   121.0000     0.0000
 2.000 0.060    26.3095     0.6129     8.0000    17.0000    36.0000   215.0000     0.0000
 2.000 0.040    49.7305     1.0923    14.0000    35.0000    69.0000   384.0000     0.0000
 2.000 0.020   112.5780     2.4055    35.0000    82.0000   153.0000   839.0000     0.0000
 1.800 0.200     4.8455     0.0578     3.0000     4.0000     6.0000    43.0000     0.0000
 1.800 0.180     5.2830     0.0650     3.0000     5.0000     7.0000    26.0000     0.0000
 1.800 0.160     6.1500     0.0860     4.0000     5.0000     7.0000    34.0000     0.0000
 1.800 0.140     6.7635     0.1060     4.0000     6.0000     8.0000    83.0000     0.0000
 1.800 0.120     7.9940     0.1389     4.0000     7.0000    10.0000    83.0000     0.0000
 1.800 0.100    11.1765     0.2298     5.0000     8.0000    13.0000   106.0000     0.0000
 1.800 0.080    16.3790     0.3554     6.0000    11.0000    21.0000   149.0000     0.0000
 1.800 0.060    28.2540     0.6293     9.0000    19.0000    38.0000   262.0000     0.0000
 1.800 0.040    55.1795     1.2905    15.0000    36.0000    75.0000   518.0000     0.0000
 1.800 0.020   113.1130     2.5698    33.0000    77.0000   155.0000  1081.0000     0.0000
 1.600 0.200     5.9765     0.0743     4.0000     5.0000     7.0000    34.0000     0.0000
 1.600 0.180     6.3680     0.0781     4.0000     6.0000     8.0000    34.0000     0.0000
 1.600 0.160     7.0670     0.0965     4.0000     6.0000     9.0000    55.0000     0.0000
 1.600 0.140     8.1770     0.1158     5.0000     7.0000    10.0000    51.0000     0.0000
 1.600 0.120    10.1010     0.1752     6.0000     8.0000    12.0000   116.0000     0.0000
 1.600 0.100    12.9925     0.2552     6.0000    10.0000    15.0000    91.0000     0.0000
 1.600 0.080    18.9130     0.4024     7.0000    13.0000    24.0000   150.0000     0.0000
 1.600 0.060    32.8620     0.7611    10.0000    21.0000    43.0000   320.0000     0.0000
 1.600 0.040    57.5210     1.3043    17.0000    39.0000    79.0000   537.0000     0.0000
 1.600 0.020   121.2990     2.6573    33.0000    86.0000   170.0000   919.0000     0.0000
 1.400 0.200     7.2105     0.0854     5.0000     7.0000     9.0000    32.0000     0.0000
 1.400 0.180     7.7370     0.0951     5.0000     7.0000    10.0000    44.0000     0.0000
 1.400 0.160     8.8555     0.1163     5.0000     8.0000    11.0000    46.0000     0.0000
 1.400 0.140     9.9205     0.1435     6.0000     9.0000    13.0000    60.0000     0.0000
 1.400 0.120    12.0060     0.2064     6.0000    10.0000    15.0000   119.0000     0.0000
 1.400 0.100    15.1245     0.2820     7.0000    11.0000    19.0000   135.0000     0.0000
