Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     7.3205     0.1610     2.0000     5.0000    10.0000    53.0000     0.0000
 2.000 0.180     8.2585     0.1731     3.0000     6.0000    11.0000    53.0000     0.0000
 2.000 0.160     9.5450     0.2000     3.0000     7.0000    13.0000    72.0000     0.0000
 2.000 0.140    11.6700     0.2463     4.0000     8.0000    16.0000   111.0000     0.0000
 2.000 0.120    14.5520     0.2937     5.0000    11.0000    21.0000   116.0000     0.0000
 2.000 0.100    18.3380     0.3739     6.0000    14.0000    26.0000   153.0000     0.0000
 2.000 0.080    25.4230     0.5075     9.0000    20.0000    35.0000   204.0000     0.0000
 2.000 0.060    39.4470     0.8392    13.0000    30.0000    54.0000   382.0000     0.0000
 2.000 0.040    70.4735     1.5548    22.0000    49.0000    98.0000   714.0000     0.0000
 2.000 0.020   130.7975     2.9313    37.0000    91.0000   181.0000   966.0000     0.0000
 1.800 0.200     7.7785     0.1687     3.0000     5.0000    10.0000    52.0000     0.0000
 1.800 0.180     8.6325     0.1768     3.0000     6.0000    12.0000    57.0000     0.0000
 1.800 0.160    10.7405     0.2183     4.0000     8.0000    15.0000    76.0000     0.0000
 1.800 0.140    12.7285     0.2608     4.0000     9.0000    17.0000   100.0000     0.0000
 1.800 0.120    16.3245     0.3435     5.0000    12.0000    23.0000   164.0000     0.0000
 1.800 0.100    19.9100     0.4124     6.0000    15.0000    28.0000   149.0000     0.0000
 1.800 0.080    27.2345     0.5924     9.0000    20.0000    37.0000   257.0000     0.0000
 1.800 0.060    41.1660     0.8833    13.0000    30.0000    56.0000   354.0000     0.0000
 1.800 0.040    73.1685     1.5780    23.0000    53.0000   101.0000   548.0000     0.0000
 1.800 0.020   135.7040     3.1638    37.0000    93.0000   183.0000  1091.0000     0.0000
 1.600 0.200     8.5115     0.1834     3.0000     6.0000    11.0000    67.0000     0.0000
 1.600 0.180     9.8580     0.2027     3.0000     7.0000    14.0000    78.0000     0.0000
 1.600 0.160    11.3455     0.2436     4.0000     8.0000    15.0000    99.0000     0.0000
 1.600 0.140    13.2880     0.2793     4.0000     9.0000    19.0000    96.0000     0.0000
 1.600 0.120    16.8870     0.3684     5.0000    12.0000    24.0000   146.0000     0.0000
 1.600 0.100    22.1105     0.4654     7.0000    16.0000    30.0000   205.0000     0.0000
 1.600 0.080    29.8050     0.6538    10.0000    22.0000    40.0000   452.0000     0.0000
 1.600 0.060    45.3655     0.9647    14.0000    34.0000    61.0000   391.0000     0.0000
 1.600 0.040    78.4760     1.7480    24.0000    56.0000   105.0000   667.0000     0.0000
 1.600 0.020   137.2330     3.2073    37.0000    92.0000   192.0000  1920.0000     0.0000
 1.400 0.200     9.0725     0.1932     3.0000     6.0000    12.0000    65.0000     0.0000
 1.400 0.180    11.3610     0.2472     4.0000     8.0000    15.0000    95.0000     0.0000
 1.400 0.160    13.6865     0.2954     4.0000    10.0000    19.0000   152.0000     0.0000
 1.400 0.140    15.9740     0.3448     5.0000    11.0000    23.0000   139.0000     0.0000
 1.400 0.120    19.0305     0.4106     6.0000    13.0000    26.0000   196.0000     0.0000
 1.400 0.100    25.6445     0.5306     8.0000    19.0000    36.0000   235.0000     0.0000
 1.400 0.080    34.3465     0.7532    11.0000    24.0000    46.0000   304.0000     0.0000
 1.400 0.060    51.8945     1.1327    16.0000    38.0000    70.0000   472.0000     0.0000
 1.400 0.040    85.9440     1.9120    26.0000    60.0000   120.0000   830.0000     0.0000
 1.400 0.020   148.3810     3.3283    45.0000   102.0000   203.0000  1214.0000     0.0000
 1.200 0.200    10.8740     0.2346     4.0000     7.0000    14.0000   116.0000     0.0000
 1.200 0.180    12.1105     0.2556     4.0000     8.0000    17.0000    85.0000     0.0000
 1.200 0.160    14.9650     0.3270     5.0000    10.0000    20.0000   144.0000     0.0000
 1.200 0.140    17.5425     0.3786     6.0000    12.0000    25.0000   256.0000     0.0000
 1.200 0.120    22.2160     0.4849     6.0000    16.0000    31.0000   170.0000     0.0000
 1.200 0.100    30.5125     0.6702    10.0000    21.0000    41.0000   251.0000     0.0000
 1.200 0.080    39.6330     0.8578    12.0000    29.0000    54.0000   311.0000     0.0000
 1.200 0.060    57.5930     1.2523    18.0000    41.0000    79.0000   408.0000     0.0000
 1.200 0.040    88.0685     1.9855    25.0000    60.0000   121.0000   671.0000     0.0000
 1.200 0.020   154.1690     3.3762    42.0000   109.0000   217.0000  1151.0000     0.0000
 1.000 0.200    12.8785     0.2807     4.0000     9.0000    17.0000   106.0000     0.0000
 1.000 0.180    15.1875     0.3444     5.0000    10.0000    20.0000   229.0000     0.0000
 1.000 0.160    17.7935     0.4028     5.0000    12.0000    24.0000   184.0000     0.0000
 1.000 0.140    21.7525     0.4726     7.0000    15.0000    31.0000   183.0000     0.0000
 1.000 0.120    27.4840     0.5851     9.0000    20.0000    38.0000   195.0000     0.0000
 1.000 0.100    36.1740     0.8182    11.0000    25.0000    49.0000   313.0000     0.0000
 1.000 0.080    47.5385     1.0546    14.0000    33.0000    65.0000   302.0000     0.0000
 1.000 0.060    65.1245     1.4663    20.0000    46.0000    89.0000   638.0000     0.0000
 1.000 0.040   103.3395     2.2652    31.0000    75.0000   142.0000  1105.0000     0.0000
 1.000 0.020   158.4510     3.4139    48.0000   111.0000   222.0000  1370.0000     0.0000
 0.800 0.200    16.2260     0.3345     6.0000    11.0000    22.0000   114.0000     0.0000
 0.800 0.180    18.7800     0.4026     6.0000    13.0000    25.0000   178.0000     0.0000
 0.800 0.160    23.2600     0.5014     8.0000    16.0000    32.0000   281.0000     0.0000
 0.800 0.140    26.8825     0.5866     8.0000    19.0000    36.0000   230.0000     0.0000
 0.800 0.120    34.1590     0.7781    10.0000    24.0000    46.0000   302.0000     0.0000
 0.800 0.100    44.8650     0.9991    15.0000    32.0000    60.0000   384.0000     0.0000
 0.800 0.080    59.1060     1.2859    19.0000    41.0000    80.0000   397.0000     0.0000
 0.800 0.060    80.7500     1.7679    25.0000    57.0000   111.0000   574.0000     0.0000
 0.800 0.040   116.4880     2.6051    33.0000    79.0000   159.0000   964.0000     0.0000
 0.800 0.020   169.7595     3.8956    47.0000   114.0000   238.0000  1417.0000     0.0000
 0.600 0.200    21.4795     0.4462     8.0000    15.0000    29.0000   158.0000     0.0000
 0.600 0.180    24.9020     0.5258     9.0000    18.0000    34.0000   204.0000     0.0000
 0.600 0.160    30.2745     0.6373    10.0000    22.0000    41.0000   281.0000     0.0000
 0.600 0.140    38.0090     0.8330    12.0000    26.0000    51.0000   455.0000     0.0000
 0.600 0.120    45.4315     1.0355    14.0000    31.0000    60.0000   375.0000     0.0000
 0.600 0.100    55.5890     1.2076    17.0000    40.0000    75.0000   511.0000     0.0000
 0.600 0.080    74.6150     1.7432    22.0000    49.0000   102.0000   739.0000     0.0000
 0.600 0.060    99.4035     2.3638    29.0000    65.0000   135.0000  1356.0000     0.0000
 0.600 0.040   138.5475     3.1189    41.0000    95.0000   192.0000  1243.0000     0.0000
 0.600 0.020   176.2300     3.8736    49.0000   124.0000   247.0000  1183.0000     0.0000
