Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 0.400 0.200    35.1775     0.7283    14.0000    25.0000    47.0000   271.0000     0.0000
 0.400 0.180    42.7900     0.8932    16.0000    31.0000    58.0000   396.0000     0.0000
 0.400 0.160    47.6025     1.0114    16.0000    34.0000    64.0000   416.0000     0.0000
 0.400 0.140    56.0370     1.1695    19.0000    40.0000    77.0000   371.0000     0.0000
 0.400 0.120    67.7690     1.4661    23.0000    47.0000    91.0000   693.0000     0.0000
 0.400 0.100    79.9750     1.7834    26.0000    56.0000   109.0000   770.0000     0.0000
 0.400 0.080   104.8870     2.3520    31.0000    74.0000   141.0000   770.0000     0.0000
 0.400 0.060   128.3040     2.7810    39.0000    93.0000   178.0000   973.0000     0.0000
 0.400 0.040   159.7725     3.5924    44.0000   109.0000   222.0000  1139.0000     0.0000
 0.400 0.020   189.8020     4.1481    56.0000   134.0000   265.0000  1258.0000     0.0000
 0.200 0.200    95.3945     2.0645    31.0000    68.0000   130.0000   805.0000     0.0000
 0.200 0.180   105.8510     2.2210    35.0000    78.0000   142.0000   786.0000     0.0000
 0.200 0.160   113.4090     2.3930    38.0000    82.0000   152.0000   751.0000     0.0000
 0.200 0.140   129.6435     2.9386    40.0000    90.0000   173.0000  1127.0000     0.0000
 0.200 0.120   133.6200     3.0328    40.0000    95.0000   178.0000  1714.0000     0.0000
 0.200 0.100   155.1380     3.4394    47.0000   107.0000   212.0000  1176.0000     0.0000
 0.200 0.080   168.3180     3.8771    49.0000   117.0000   230.0000  1678.0000     0.0000
 0.200 0.060   185.2710     4.1588    55.0000   133.0000   254.0000  1560.0000     0.0000
 0.200 0.040   191.7320     4.3294    56.0000   132.0000   265.0000  1682.0000     0.0000
 0.200 0.020   208.0800     4.4970    63.0000   150.0000   286.0000  1584.0000     0.0000
