Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.8160     0.0867     2.0000     4.0000     6.0000    31.0000     0.0000
 2.000 0.180     5.3895     0.0998     2.0000     4.0000     7.0000    37.0000     0.0000
 2.000 0.160     6.1430     0.1068     3.0000     5.0000     8.0000    45.0000     0.0000
 2.000 0.140     7.3665     0.1333     3.0000     6.0000    10.0000    48.0000     0.0000
 2.000 0.120     8.8730     0.1708     3.0000     7.0000    12.0000    70.0000     0.0000
 2.000 0.100    11.7065     0.2232     5.0000     9.0000    16.0000   111.0000     0.0000
 2.000 0.080    15.9920     0.3313     6.0000    12.0000    22.0000   236.0000     0.0000
 2.000 0.060    24.3110     0.4959     9.0000    19.0000    32.0000   203.0000     0.0000
 2.000 0.040    49.5930     1.0999    16.0000    35.0000    66.0000   508.0000     0.0000
 2.000 0.020   120.3000     2.6513    36.0000    86.0000   164.0000   979.0000     0.0000
 1.800 0.200     5.1970     0.0944     2.0000     4.0000     7.0000    55.0000     0.0000
 1.800 0.180     6.0145     0.1063     3.0000     5.0000     8.0000    41.0000     0.0000
 1.800 0.160     6.8440     0.1256     3.0000     5.0000     9.0000    44.0000     0.0000
 1.800 0.140     8.1195     0.1517     3.0000     6.0000    11.0000    54.0000     0.0000
 1.800 0.120    10.1080     0.2010     4.0000     7.0000    13.0000    85.0000     0.0000
 1.800 0.100    12.7435     0.2494     5.0000    10.0000    17.0000    85.0000     0.0000
 1.800 0.080    18.4940     0.3554     7.0000    14.0000    25.0000   137.0000     0.0000
 1.800 0.060    27.4475     0.5541    10.0000    20.0000    37.0000   258.0000     0.0000
 1.800 0.040    53.2550     1.1893    17.0000    37.0000    72.0000   396.0000     0.0000
 1.800 0.020   119.1215     2.7205    31.0000    79.0000   166.0000   885.0000     0.0000
 1.600 0.200     5.7485     0.0989     3.0000     4.0000     7.0000    49.0000     0.0000
 1.600 0.180     6.6940     0.1225     3.0000     5.0000     9.0000    43.0000     0.0000
 1.600 0.160     7.8365     0.1387     3.0000     6.0000    10.0000    52.0000     0.0000
 1.600 0.140     9.2960     0.1752     4.0000     7.0000    13.0000    87.0000     0.0000
 1.600 0.120    11.4795     0.2321     4.0000     9.0000    15.0000   114.0000     0.0000
 1.600 0.100    14.0150     0.2850     6.0000    11.0000    18.0000   118.0000     0.0000
 1.600 0.080    20.1170     0.4165     7.0000    15.0000    26.0000   195.0000     0.0000
 1.600 0.060    31.3915     0.6601    11.0000    23.0000    43.0000   246.0000     0.0000
 1.600 0.040    58.9020     1.2919    18.0000    41.0000    80.0000   453.0000     0.0000
 1.600 0.020   126.9040     2.7638    38.0000    88.0000   181.0000   813.0000     0.0000
 1.400 0.200     6.6805     0.1233     3.0000     5.0000     8.0000    46.0000     0.0000
 1.400 0.180     7.5210     0.1400     3.0000     6.0000    10.0000    65.0000     0.0000
 1.400 0.160     8.9020     0.1598     4.0000     7.0000    12.0000    56.0000     0.0000
 1.400 0.140    10.4545     0.1996     4.0000     8.0000    14.0000    83.0000     0.0000
 1.400 0.120    12.6490     0.2437     5.0000     9.0000    17.0000    79.0000     0.0000
 1.400 0.100    17.3345     0.3574     6.0000    13.0000    23.0000   177.0000     0.0000
 1.400 0.080    24.3170     0.5405     8.0000    17.0000    32.0000   192.0000     0.0000
 1.400 0.060    36.9235     0.7904    12.0000    27.0000    51.0000   287.0000     0.0000
 1.400 0.040    66.2665     1.4524    21.0000    47.0000    91.0000   477.0000     0.0000
 1.400 0.020   132.1565     2.9261    37.0000    94.0000   184.0000  1091.0000     0.0000
 1.200 0.200     7.8910     0.1501     3.0000     6.0000    10.0000    76.0000     0.0000
 1.200 0.180     9.1775     0.1770     4.0000     7.0000    12.0000    60.0000     0.0000
 1.200 0.160    10.1270     0.1985     4.0000     7.0000    13.0000    77.0000     0.0000
 1.200 0.140    12.3955     0.2570     5.0000     9.0000    16.0000   123.0000     0.0000
 1.200 0.120    15.8435     0.3201     6.0000    12.0000    21.0000   140.0000     0.0000
 1.200 0.100    20.4655     0.4335     7.0000    15.0000    28.0000   285.0000     0.0000
 1.200 0.080    28.2060     0.6142     9.0000    19.0000    38.0000   221.0000     0.0000
 1.200 0.060    43.6800     0.9264    14.0000    31.0000    60.0000   298.0000     0.0000
 1.200 0.040    75.1145     1.7283    22.0000    51.0000   104.0000   681.0000     0.0000
 1.200 0.020   145.4960     3.2524    41.0000   102.0000   205.0000  1202.0000     0.0000
 1.000 0.200     9.5535     0.1705     4.0000     7.0000    13.0000    60.0000     0.0000
 1.000 0.180    10.9650     0.2168     5.0000     8.0000    14.0000    91.0000     0.0000
 1.000 0.160    13.1230     0.2546     5.0000    10.0000    18.0000   109.0000     0.0000
 1.000 0.140    16.1575     0.3438     6.0000    11.0000    21.0000   181.0000     0.0000
 1.000 0.120    19.8955     0.4249     7.0000    14.0000    26.0000   158.0000     0.0000
 1.000 0.100    26.4420     0.5553     9.0000    19.0000    35.0000   206.0000     0.0000
 1.000 0.080    35.4000     0.7799    11.0000    24.0000    47.0000   300.0000     0.0000
 1.000 0.060    53.0165     1.1559    17.0000    37.0000    72.0000   451.0000     0.0000
 1.000 0.040    89.7515     1.9936    27.0000    61.0000   125.0000   868.0000     0.0000
 1.000 0.020   157.8575     3.6442    45.0000   107.0000   214.0000  1579.0000     0.0000
 0.800 0.200    12.7700     0.2293     6.0000    10.0000    17.0000    74.0000     0.0000
 0.800 0.180    14.7040     0.2848     6.0000    11.0000    19.0000   140.0000     0.0000
 0.800 0.160    17.9335     0.3870     7.0000    13.0000    23.0000   162.0000     0.0000
 0.800 0.140    20.7035     0.4106     8.0000    15.0000    27.0000   147.0000     0.0000
 0.800 0.120    26.4975     0.5701     9.0000    19.0000    35.0000   209.0000     0.0000
 0.800 0.100    34.5550     0.7721    11.0000    24.0000    46.0000   388.0000     0.0000
 0.800 0.080    45.9515     0.9929    15.0000    33.0000    62.0000   385.0000     0.0000
 0.800 0.060    67.3700     1.4949    20.0000    47.0000    93.0000   627.0000     0.0000
 0.800 0.040   104.6090     2.2608    31.0000    74.0000   147.0000   872.0000     0.0000
 0.800 0.020   160.0070     3.5876    46.0000   110.0000   223.0000  1296.0000     0.0000
 0.600 0.200    18.8305     0.3616     8.0000    14.0000    24.0000   146.0000     0.0000
 0.600 0.180    21.9680     0.4543     9.0000    17.0000    28.0000   258.0000     0.0000
 0.600 0.160    24.6400     0.5044     9.0000    18.0000    33.0000   203.0000     0.0000
 0.600 0.140    30.5775     0.6239    11.0000    22.0000    41.0000   213.0000     0.0000
 0.600 0.120    37.6265     0.8184    13.0000    26.0000    50.0000   352.0000     0.0000
 0.600 0.100    48.8160     1.0207    17.0000    35.0000    67.0000   430.0000     0.0000
 0.600 0.080    64.2960     1.3279    20.0000    46.0000    90.0000   393.0000     0.0000
 0.600 0.060    89.7485     1.9272    28.0000    64.0000   123.0000   541.0000     0.0000
 0.600 0.040   131.6565     2.9940    43.0000    92.0000   175.0000  1418.0000     0.0000
 0.600 0.020   180.7790     4.0324    52.0000   126.0000   250.0000  1247.0000     0.0000
 0.400 0.200    34.0665     0.6782    14.0000    26.0000    44.0000   436.0000     0.0000
 0.400 0.180    39.7015     0.7486    16.0000    30.0000    54.0000   265.0000     0.0000
 0.400 0.160    44.9825     0.9341    17.0000    33.0000    59.0000   400.0000     0.0000
 0.400 0.140    52.3385     1.0482    20.0000    38.0000    71.0000   320.0000     0.0000
 0.400 0.120    64.2580     1.3790    22.0000    47.0000    86.0000   591.0000     0.0000
 0.400 0.100    77.7455     1.7081    25.0000    56.0000   105.0000   822.0000     0.0000
 0.400 0.080    96.6475     2.1574    31.0000    67.0000   129.0000  1025.0000     0.0000
 0.400 0.060   123.4265     2.6148    40.0000    89.0000   167.0000  1041.0000     0.0000
 0.400 0.040   155.9610     3.5229    46.0000   109.0000   213.0000  1530.0000     0.0000
 0.400 0.020   200.6825     4.5700    58.0000   137.0000   281.0000  1816.0000     0.0000
 0.200 0.200   105.8495     2.2486    34.0000    77.0000   145.0000   816.0000     0.0000
 0.200 0.180   118.6500     2.6836    36.0000    83.0000   160.0000   988.0000     0.0000
 0.200 0.160   125.7680     2.7248    37.0000    89.0000   176.0000   985.0000     0.0000
 0.200 0.140   139.9740     2.9792    41.0000    97.0000   201.0000   964.0000     0.0000
 0.200 0.120   151.2630     3.4790    43.0000   101.0000   207.0000  1041.0000     0.0000
 0.200 0.100   162.2600     3.6166    48.0000   113.0000   227.0000  1604.0000     0.0000
 0.200 0.080   174.6890     3.8154    52.0000   124.0000   245.0000  1427.0000     0.0000
 0.200 0.060   186.6665     4.1569    53.0000   133.0000   249.0000  1244.0000     0.0000
 0.200 0.040   201.6615     4.6032    56.0000   139.0000   274.0000  1668.0000     0.0000
 0.200 0.020   204.3810     4.5397    59.0000   142.0000   285.0000  1417.0000     0.0000
