Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.9420     0.0476     2.0000     3.0000     5.0000    25.0000     0.0000
 2.000 0.180     4.2965     0.0538     3.0000     4.0000     5.0000    17.0000     0.0000
 2.000 0.160     4.8355     0.0659     3.0000     4.0000     6.0000    26.0000     0.0000
 2.000 0.140     5.6620     0.0747     3.0000     5.0000     7.0000    25.0000     0.0000
 2.000 0.120     6.3110     0.0883     4.0000     5.0000     8.0000    40.0000     0.0000
 2.000 0.100     8.0380     0.1159     4.0000     7.0000    10.0000    42.0000     0.0000
 2.000 0.080    10.5385     0.1715     5.0000     9.0000    14.0000    80.0000     0.0000
 2.000 0.060    15.3620     0.2901     7.0000    12.0000    20.0000   107.0000     0.0000
 2.000 0.040    32.2465     0.6586    12.0000    23.0000    44.0000   287.0000     0.0000
 2.000 0.020    90.4780     2.0589    26.0000    65.0000   121.0000   865.0000     0.0000
 1.800 0.200     4.5405     0.0585     3.0000     4.0000     6.0000    25.0000     0.0000
 1.800 0.180     5.0060     0.0621     3.0000     4.0000     6.0000    27.0000     0.0000
 1.800 0.160     5.5425     0.0734     3.0000     5.0000     7.0000    29.0000     0.0000
 1.800 0.140     6.3080     0.0867     4.0000     5.0000     8.0000    30.0000     0.0000
 1.800 0.120     7.3135     0.1053     4.0000     6.0000     9.0000    40.0000     0.0000
 1.800 0.100     8.9135     0.1323     5.0000     8.0000    12.0000    52.0000     0.0000
 1.800 0.080    11.6350     0.1872     6.0000    10.0000    15.0000    91.0000     0.0000
 1.800 0.060    17.7510     0.3179     8.0000    14.0000    23.0000   165.0000     0.0000
 1.800 0.040    34.6305     0.7124    13.0000    26.0000    46.0000   310.0000     0.0000
 1.800 0.020    99.1145     2.1821    27.0000    68.0000   142.0000   758.0000     0.0000
 1.600 0.200     5.2670     0.0642     3.0000     5.0000     7.0000    22.0000     0.0000
 1.600 0.180     5.7790     0.0755     3.0000     5.0000     7.0000    29.0000     0.0000
 1.600 0.160     6.3240     0.0818     4.0000     6.0000     8.0000    27.0000     0.0000
 1.600 0.140     7.3930     0.1058     4.0000     6.0000    10.0000    36.0000     0.0000
 1.600 0.120     8.6125     0.1218     5.0000     7.0000    11.0000    39.0000     0.0000
 1.600 0.100    10.6570     0.1597     5.0000     9.0000    14.0000    58.0000     0.0000
 1.600 0.080    14.1225     0.2291     7.0000    12.0000    19.0000    82.0000     0.0000
 1.600 0.060    20.7350     0.3741     9.0000    16.0000    27.0000   142.0000     0.0000
 1.600 0.040    39.6215     0.8127    14.0000    30.0000    53.0000   341.0000     0.0000
 1.600 0.020   100.9845     2.2011    30.0000    69.0000   141.0000   685.0000     0.0000
 1.400 0.200     6.3330     0.0845     4.0000     6.0000     8.0000    28.0000     0.0000
 1.400 0.180     6.9710     0.0977     4.0000     6.0000     9.0000    58.0000     0.0000
 1.400 0.160     7.6660     0.1136     4.0000     7.0000    10.0000    41.0000     0.0000
 1.400 0.140     8.9325     0.1279     5.0000     8.0000    12.0000    48.0000     0.0000
 1.400 0.120    10.7770     0.1570     6.0000     9.0000    14.0000    59.0000     0.0000
 1.400 0.100    12.9180     0.1983     6.0000    11.0000    17.0000    75.0000     0.0000
 1.400 0.080    17.9180     0.3153     8.0000    14.0000    24.0000   118.0000     0.0000
 1.400 0.060    25.6010     0.4970    11.0000    19.0000    34.0000   174.0000     0.0000
 1.400 0.040    46.2795     0.9877    16.0000    34.0000    62.0000   408.0000     0.0000
 1.400 0.020   113.7130     2.4655    35.0000    80.0000   164.0000  1055.0000     0.0000
 1.200 0.200     7.8375     0.1047     4.0000     7.0000    10.0000    38.0000     0.0000
 1.200 0.180     8.8155     0.1269     5.0000     8.0000    12.0000    69.0000     0.0000
 1.200 0.160     9.8155     0.1420     5.0000     8.0000    13.0000    45.0000     0.0000
 1.200 0.140    11.2210     0.1651     6.0000    10.0000    15.0000    53.0000     0.0000
 1.200 0.120    13.4230     0.2138     7.0000    11.0000    18.0000    72.0000     0.0000
 1.200 0.100    16.7205     0.2828     8.0000    14.0000    22.0000    98.0000     0.0000
 1.200 0.080    22.7345     0.4254    10.0000    18.0000    30.0000   189.0000     0.0000
 1.200 0.060    32.0800     0.6038    13.0000    25.0000    44.0000   234.0000     0.0000
 1.200 0.040    56.9585     1.1239    20.0000    42.0000    79.0000   299.0000     0.0000
 1.200 0.020   124.5930     2.8782    35.0000    86.0000   168.0000  1326.0000     0.0000
 1.000 0.200    10.5945     0.1515     6.0000     9.0000    14.0000    53.0000     0.0000
 1.000 0.180    11.4730     0.1692     6.0000    10.0000    15.0000    76.0000     0.0000
 1.000 0.160    13.5390     0.2076     7.0000    12.0000    18.0000    75.0000     0.0000
 1.000 0.140    15.7335     0.2470     8.0000    13.0000    21.0000    99.0000     0.0000
 1.000 0.120    18.5075     0.3021     9.0000    15.0000    25.0000    95.0000     0.0000
 1.000 0.100    22.7515     0.4051    10.0000    18.0000    30.0000   164.0000     0.0000
 1.000 0.080    30.7430     0.5560    13.0000    24.0000    41.0000   208.0000     0.0000
 1.000 0.060    45.3350     0.8591    18.0000    35.0000    61.0000   392.0000     0.0000
 1.000 0.040    74.7395     1.5548    25.0000    56.0000   104.0000   546.0000     0.0000
 1.000 0.020   141.6535     3.0937    44.0000    94.0000   199.0000  1053.0000     0.0000
 0.800 0.200    15.4380     0.2536     8.0000    13.0000    20.0000   154.0000     0.0000
 0.800 0.180    17.4120     0.2801     8.0000    14.0000    23.0000   101.0000     0.0000
 0.800 0.160    19.7650     0.3506     9.0000    16.0000    26.0000   162.0000     0.0000
 0.800 0.140    22.5540     0.3934    10.0000    18.0000    29.0000   155.0000     0.0000
 0.800 0.120    27.2015     0.4994    12.0000    21.0000    36.0000   199.0000     0.0000
 0.800 0.100    33.8455     0.6066    15.0000    27.0000    45.0000   223.0000     0.0000
 0.800 0.080    44.3530     0.8392    19.0000    34.0000    60.0000   331.0000     0.0000
 0.800 0.060    68.6665     1.4101    24.0000    49.0000    95.0000   527.0000     0.0000
 0.800 0.040    99.6280     2.1009    34.0000    70.0000   136.0000   636.0000     0.0000
 0.800 0.020   160.2810     3.6046    48.0000   111.0000   218.0000  1295.0000     0.0000
 0.600 0.200    26.5580     0.4605    12.0000    22.0000    35.0000   180.0000     0.0000
 0.600 0.180    30.0590     0.5403    14.0000    24.0000    39.0000   207.0000     0.0000
 0.600 0.160    34.6720     0.6511    15.0000    26.0000    46.0000   288.0000     0.0000
 0.600 0.140    40.7195     0.7849    17.0000    32.0000    53.0000   528.0000     0.0000
 0.600 0.120    49.4240     0.9452    20.0000    38.0000    66.0000   394.0000     0.0000
 0.600 0.100    60.7430     1.1922    23.0000    46.0000    80.0000   468.0000     0.0000
 0.600 0.080    79.1420     1.6155    27.0000    57.0000   112.0000   521.0000     0.0000
 0.600 0.060   105.6715     2.3614    34.0000    74.0000   138.0000   831.0000     0.0000
 0.600 0.040   139.8470     2.9342    43.0000   102.0000   194.0000  1315.0000     0.0000
 0.600 0.020   180.4205     4.1695    51.0000   122.0000   244.0000  1782.0000     0.0000
 0.400 0.200    67.5500     1.3392    25.0000    50.0000    91.0000   398.0000     0.0000
 0.400 0.180    72.1995     1.4808    25.0000    52.0000    99.0000   457.0000     0.0000
 0.400 0.160    83.4850     1.7401    28.0000    61.0000   112.0000   572.0000     0.0000
 0.400 0.140    88.4310     1.8922    29.0000    62.0000   120.0000   671.0000     0.0000
 0.400 0.120   103.1335     2.1682    33.0000    75.0000   145.0000   730.0000     0.0000
 0.400 0.100   117.9880     2.5487    37.0000    81.0000   159.0000   832.0000     0.0000
 0.400 0.080   141.4030     3.0811    42.0000   100.0000   197.0000  1126.0000     0.0000
 0.400 0.060   162.1705     3.7712    44.0000   108.0000   221.0000  1683.0000     0.0000
 0.400 0.040   182.4770     4.1022    51.0000   126.0000   251.0000  1311.0000     0.0000
