Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.8825     0.0484     2.0000     3.0000     5.0000    26.0000     0.0000
 2.000 0.180     4.2555     0.0543     3.0000     4.0000     5.0000    24.0000     0.0000
 2.000 0.160     4.6020     0.0582     3.0000     4.0000     6.0000    19.0000     0.0000
 2.000 0.140     5.3175     0.0701     3.0000     5.0000     7.0000    26.0000     0.0000
 2.000 0.120     6.5350     0.1120     3.0000     5.0000     8.0000    70.0000     0.0000
 2.000 0.100     8.1755     0.1572     4.0000     6.0000    10.0000    94.0000     0.0000
 2.000 0.080    12.2905     0.2804     5.0000     9.0000    15.0000   151.0000     0.0000
 2.000 0.060    23.4470     0.5524     7.0000    15.0000    30.0000   199.0000     0.0000
 2.000 0.040    50.8260     1.2091    13.0000    33.0000    69.0000   456.0000     0.0000
 2.000 0.020   118.2550     2.6402    35.0000    83.0000   164.0000   887.0000     0.0000
 1.800 0.200     4.2070     0.0496     3.0000     4.0000     5.0000    18.0000     0.0000
 1.800 0.180     4.5955     0.0604     3.0000     4.0000     6.0000    27.0000     0.0000
 1.800 0.160     5.2550     0.0707     3.0000     5.0000     7.0000    31.0000     0.0000
 1.800 0.140     6.0355     0.0912     3.0000     5.0000     8.0000    65.0000     0.0000
 1.800 0.120     7.1290     0.1138     4.0000     6.0000     9.0000    60.0000     0.0000
 1.800 0.100     9.3230     0.1801     4.0000     7.0000    11.0000    86.0000     0.0000
 1.800 0.080    13.7075     0.3033     5.0000    10.0000    17.0000   150.0000     0.0000
 1.800 0.060    24.8755     0.5827     8.0000    16.0000    32.0000   295.0000     0.0000
 1.800 0.040    52.9100     1.2176    14.0000    35.0000    74.0000   503.0000     0.0000
 1.800 0.020   120.7155     2.7579    34.0000    83.0000   164.0000   877.0000     0.0000
 1.600 0.200     4.8165     0.0608     3.0000     4.0000     6.0000    25.0000     0.0000
 1.600 0.180     5.2585     0.0658     3.0000     5.0000     7.0000    27.0000     0.0000
 1.600 0.160     6.0440     0.0813     4.0000     5.0000     8.0000    30.0000     0.0000
 1.600 0.140     7.0555     0.1097     4.0000     6.0000     9.0000    53.0000     0.0000
 1.600 0.120     8.3205     0.1353     4.0000     7.0000    10.0000    60.0000     0.0000
 1.600 0.100    10.4550     0.1748     5.0000     9.0000    13.0000    80.0000     0.0000
 1.600 0.080    15.2215     0.3336     6.0000    11.0000    19.0000   150.0000     0.0000
 1.600 0.060    26.8870     0.6253     9.0000    18.0000    35.0000   289.0000     0.0000
 1.600 0.040    54.5140     1.2496    16.0000    36.0000    74.0000   561.0000     0.0000
 1.600 0.020   124.9310     2.8745    35.0000    85.0000   167.0000   934.0000     0.0000
 1.400 0.200     5.6885     0.0708     3.0000     5.0000     7.0000    24.0000     0.0000
 1.400 0.180     6.3475     0.0850     4.0000     6.0000     8.0000    31.0000     0.0000
 1.400 0.160     6.9015     0.0975     4.0000     6.0000     9.0000    38.0000     0.0000
 1.400 0.140     8.1210     0.1217     4.0000     7.0000    11.0000    61.0000     0.0000
 1.400 0.120     9.9205     0.1816     5.0000     8.0000    12.0000   127.0000     0.0000
 1.400 0.100    12.4995     0.2326     6.0000    10.0000    16.0000    91.0000     0.0000
 1.400 0.080    17.4405     0.3650     7.0000    13.0000    22.0000   202.0000     0.0000
 1.400 0.060    31.1290     0.7491    10.0000    20.0000    40.0000   383.0000     0.0000
 1.400 0.040    61.9310     1.3774    18.0000    41.0000    86.0000   614.0000     0.0000
 1.400 0.020   125.9780     2.6184    37.0000    89.0000   182.0000   747.0000     0.0000
