Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.1205     0.0649     2.0000     3.0000     5.0000    26.0000     0.0000
 2.000 0.180     4.8515     0.0863     2.0000     4.0000     6.0000    49.0000     0.0000
 2.000 0.160     5.7130     0.0990     3.0000     4.0000     8.0000    37.0000     0.0000
 2.000 0.140     6.6470     0.1156     3.0000     5.0000     9.0000    48.0000     0.0000
 2.000 0.120     8.0615     0.1432     3.0000     6.0000    11.0000    52.0000     0.0000
 2.000 0.100    10.0265     0.1759     4.0000     8.0000    13.0000    55.0000     0.0000
 2.000 0.080    13.6465     0.2556     5.0000    10.0000    18.0000    97.0000     0.0000
 2.000 0.060    20.7775     0.4306     7.0000    15.0000    28.0000   144.0000     0.0000
 2.000 0.040    37.7225     0.8365    13.0000    27.0000    50.0000   420.0000     0.0000
 2.000 0.020    99.1560     2.2132    30.0000    68.0000   137.0000   864.0000     0.0000
 1.800 0.200     4.7100     0.0775     2.0000     4.0000     6.0000    27.0000     0.0000
 1.800 0.180     5.4075     0.0913     3.0000     4.0000     7.0000    33.0000     0.0000
 1.800 0.160     6.3015     0.1136     3.0000     5.0000     8.0000    52.0000     0.0000
 1.800 0.140     7.2990     0.1299     3.0000     6.0000    10.0000    50.0000     0.0000
 1.800 0.120     8.9470     0.1626     4.0000     7.0000    12.0000    81.0000     0.0000
 1.800 0.100    11.2620     0.2179     5.0000     9.0000    15.0000    92.0000     0.0000
 1.800 0.080    15.2010     0.2988     6.0000    12.0000    21.0000   137.0000     0.0000
 1.800 0.060    23.0760     0.4518     9.0000    17.0000    31.0000   157.0000     0.0000
 1.800 0.040    43.5685     0.9532    15.0000    31.0000    58.0000   439.0000     0.0000
 1.800 0.020   106.4795     2.4157    33.0000    72.0000   146.0000  1071.0000     0.0000
 1.600 0.200     5.1650     0.0871     2.0000     4.0000     7.0000    39.0000     0.0000
 1.600 0.180     6.1135     0.1034     3.0000     5.0000     8.0000    41.0000     0.0000
 1.600 0.160     7.0125     0.1227     3.0000     5.0000     9.0000    41.0000     0.0000
 1.600 0.140     8.1575     0.1498     3.0000     6.0000    11.0000    71.0000     0.0000
 1.600 0.120    10.1780     0.1816     4.0000     8.0000    14.0000    73.0000     0.0000
 1.600 0.100    12.7280     0.2501     5.0000     9.0000    17.0000   102.0000     0.0000
 1.600 0.080    18.1935     0.3630     6.0000    14.0000    25.0000   119.0000     0.0000
 1.600 0.060    28.6280     0.5863    10.0000    21.0000    40.0000   265.0000     0.0000
 1.600 0.040    50.0560     1.0927    17.0000    36.0000    66.0000   422.0000     0.0000
 1.600 0.020   120.1455     2.7094    36.0000    80.0000   167.0000  1068.0000     0.0000
 1.400 0.200     6.2185     0.1049     3.0000     5.0000     8.0000    33.0000     0.0000
 1.400 0.180     7.0645     0.1214     3.0000     6.0000     9.0000    54.0000     0.0000
 1.400 0.160     8.2315     0.1446     4.0000     6.0000    11.0000    64.0000     0.0000
 1.400 0.140     9.4825     0.1794     4.0000     7.0000    12.0000    70.0000     0.0000
 1.400 0.120    11.6745     0.2226     5.0000     9.0000    16.0000    89.0000     0.0000
 1.400 0.100    15.2570     0.3095     6.0000    11.0000    21.0000   137.0000     0.0000
 1.400 0.080    21.5475     0.4384     8.0000    16.0000    29.0000   264.0000     0.0000
 1.400 0.060    32.9485     0.6850    12.0000    24.0000    45.0000   344.0000     0.0000
 1.400 0.040    57.4185     1.2546    18.0000    41.0000    80.0000   557.0000     0.0000
 1.400 0.020   128.7440     2.9880    39.0000    91.0000   170.0000  1325.0000     0.0000
 1.200 0.200     7.5390     0.1393     3.0000     6.0000    10.0000    86.0000     0.0000
 1.200 0.180     8.3125     0.1508     4.0000     7.0000    11.0000    58.0000     0.0000
 1.200 0.160     9.8680     0.1902     4.0000     7.0000    13.0000    93.0000     0.0000
 1.200 0.140    12.0545     0.2277     5.0000     9.0000    16.0000    82.0000     0.0000
 1.200 0.120    14.8010     0.2907     6.0000    11.0000    20.0000    99.0000     0.0000
 1.200 0.100    19.0815     0.3889     7.0000    14.0000    25.0000   138.0000     0.0000
 1.200 0.080    26.3450     0.5308    10.0000    19.0000    36.0000   184.0000     0.0000
 1.200 0.060    40.4415     0.8542    14.0000    30.0000    54.0000   320.0000     0.0000
 1.200 0.040    70.5120     1.5254    23.0000    49.0000    96.0000   485.0000     0.0000
 1.200 0.020   140.9265     3.0785    42.0000    99.0000   195.0000   896.0000     0.0000
 1.000 0.200     9.0760     0.1609     4.0000     7.0000    12.0000    64.0000     0.0000
 1.000 0.180    10.8100     0.1971     5.0000     8.0000    14.0000    70.0000     0.0000
 1.000 0.160    12.4895     0.2523     5.0000     9.0000    16.0000   150.0000     0.0000
 1.000 0.140    15.2775     0.3071     6.0000    11.0000    20.0000   123.0000     0.0000
