Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.8670     0.0509     2.0000     3.0000     5.0000    26.0000     0.0000
 2.000 0.180     4.1820     0.0524     2.0000     4.0000     5.0000    17.0000     0.0000
 2.000 0.160     4.7035     0.0650     3.0000     4.0000     6.0000    25.0000     0.0000
 2.000 0.140     5.4565     0.0754     3.0000     5.0000     7.0000    34.0000     0.0000
 2.000 0.120     6.3150     0.0940     3.0000     5.0000     8.0000    41.0000     0.0000
 2.000 0.100     8.0885     0.1252     4.0000     7.0000    10.0000    45.0000     0.0000
 2.000 0.080    10.8865     0.1849     5.0000     9.0000    14.0000    67.0000     0.0000
 2.000 0.060    16.6580     0.3183     7.0000    13.0000    22.0000   114.0000     0.0000
 2.000 0.040    37.1370     0.8228    12.0000    24.0000    52.0000   348.0000     0.0000
 2.000 0.020   105.1015     2.3764    29.0000    70.0000   148.0000   792.0000     0.0000
 1.800 0.200     4.2350     0.0538     3.0000     4.0000     5.0000    20.0000     0.0000
 1.800 0.180     4.6925     0.0628     3.0000     4.0000     6.0000    25.0000     0.0000
 1.800 0.160     5.3805     0.0752     3.0000     5.0000     7.0000    29.0000     0.0000
 1.800 0.140     6.1570     0.0935     3.0000     5.0000     8.0000    53.0000     0.0000
 1.800 0.120     7.1095     0.1089     4.0000     6.0000     9.0000    42.0000     0.0000
 1.800 0.100     9.1490     0.1540     4.0000     7.0000    12.0000    82.0000     0.0000
 1.800 0.080    12.3540     0.2207     6.0000    10.0000    16.0000    87.0000     0.0000
 1.800 0.060    18.7150     0.3693     7.0000    14.0000    24.0000   148.0000     0.0000
 1.800 0.040    39.7250     0.8702    12.0000    27.0000    56.0000   338.0000     0.0000
 1.800 0.020   102.7915     2.2250    30.0000    73.0000   146.0000   698.0000     0.0000
 1.600 0.200     4.9195     0.0668     3.0000     4.0000     6.0000    25.0000     0.0000
 1.600 0.180     5.3630     0.0758     3.0000     5.0000     7.0000    38.0000     0.0000
