Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.6785     0.0793     2.0000     4.0000     6.0000    34.0000     0.0000
 2.000 0.180     5.2630     0.0967     2.0000     4.0000     7.0000    49.0000     0.0000
 2.000 0.160     5.9705     0.1047     3.0000     4.0000     8.0000    43.0000     0.0000
 2.000 0.140     7.0505     0.1288     3.0000     5.0000     9.0000    58.0000     0.0000
 2.000 0.120     8.5810     0.1607     3.0000     7.0000    12.0000    74.0000     0.0000
 2.000 0.100    11.0110     0.1978     4.0000     9.0000    15.0000    73.0000     0.0000
 2.000 0.080    14.8355     0.2858     6.0000    11.0000    20.0000   129.0000     0.0000
 2.000 0.060    23.1070     0.4737     8.0000    17.0000    30.0000   169.0000     0.0000
 2.000 0.040    44.3235     0.9460    15.0000    32.0000    60.0000   350.0000     0.0000
 2.000 0.020   104.2330     2.2263    33.0000    75.0000   146.0000   887.0000     0.0000
 1.800 0.200     5.1115     0.0909     2.0000     4.0000     6.0000    54.0000     0.0000
 1.800 0.180     5.6650     0.1043     2.0000     4.0000     7.0000    40.0000     0.0000
 1.800 0.160     6.5885     0.1187     3.0000     5.0000     9.0000    41.0000     0.0000
 1.800 0.140     7.7825     0.1376     3.0000     6.0000    11.0000    57.0000     0.0000
 1.800 0.120     9.6210     0.1974     4.0000     7.0000    13.0000   129.0000     0.0000
 1.800 0.100    11.8235     0.2164     5.0000     9.0000    16.0000   109.0000     0.0000
 1.800 0.080    16.4360     0.3343     6.0000    12.0000    22.0000   143.0000     0.0000
 1.800 0.060    26.4720     0.5416     9.0000    20.0000    36.0000   172.0000     0.0000
 1.800 0.040    47.3880     1.0205    15.0000    36.0000    64.0000   444.0000     0.0000
 1.800 0.020   111.0245     2.4499    32.0000    76.0000   153.0000   992.0000     0.0000
 1.600 0.200     5.6185     0.0964     3.0000     4.0000     7.0000    37.0000     0.0000
 1.600 0.180     6.3975     0.1097     3.0000     5.0000     8.0000    47.0000     0.0000
 1.600 0.160     7.2050     0.1290     3.0000     6.0000    10.0000    45.0000     0.0000
 1.600 0.140     8.8855     0.1629     4.0000     7.0000    12.0000    53.0000     0.0000
 1.600 0.120    10.9565     0.2066     4.0000     8.0000    15.0000    85.0000     0.0000
 1.600 0.100    13.4960     0.2646     5.0000    11.0000    18.0000   107.0000     0.0000
 1.600 0.080    19.1945     0.3992     7.0000    14.0000    25.0000   161.0000     0.0000
 1.600 0.060    29.9255     0.6254    11.0000    22.0000    40.0000   249.0000     0.0000
 1.600 0.040    55.0965     1.2328    16.0000    37.0000    75.0000   508.0000     0.0000
 1.600 0.020   116.2560     2.6299    33.0000    81.0000   156.0000   964.0000     0.0000
 1.400 0.200     6.6145     0.1166     3.0000     5.0000     8.0000    39.0000     0.0000
 1.400 0.180     7.2745     0.1354     3.0000     5.0000    10.0000    56.0000     0.0000
 1.400 0.160     8.2275     0.1495     4.0000     6.0000    11.0000    70.0000     0.0000
 1.400 0.140    10.1450     0.1929     4.0000     8.0000    13.0000    74.0000     0.0000
 1.400 0.120    12.1910     0.2281     5.0000     9.0000    17.0000    84.0000     0.0000
 1.400 0.100    15.4025     0.3039     6.0000    11.0000    20.0000   111.0000     0.0000
 1.400 0.080    21.9375     0.4433     8.0000    16.0000    30.0000   146.0000     0.0000
 1.400 0.060    34.3120     0.7250    12.0000    24.0000    47.0000   227.0000     0.0000
 1.400 0.040    63.6180     1.3402    21.0000    46.0000    89.0000   544.0000     0.0000
 1.400 0.020   130.9030     2.8637    38.0000    94.0000   180.0000  1007.0000     0.0000
 1.200 0.200     7.7400     0.1370     3.0000     6.0000    10.0000    54.0000     0.0000
 1.200 0.180     9.0280     0.1662     4.0000     7.0000    12.0000    57.0000     0.0000
 1.200 0.160    10.1095     0.1859     4.0000     8.0000    13.0000    67.0000     0.0000
 1.200 0.140    12.0825     0.2312     5.0000     9.0000    16.0000   108.0000     0.0000
 1.200 0.120    15.3625     0.3249     6.0000    11.0000    21.0000   197.0000     0.0000
 1.200 0.100    19.1215     0.3956     7.0000    14.0000    26.0000   152.0000     0.0000
 1.200 0.080    27.9185     0.6153     9.0000    20.0000    37.0000   267.0000     0.0000
 1.200 0.060    42.6945     0.9666    13.0000    29.0000    56.0000   348.0000     0.0000
 1.200 0.040    70.6375     1.5021    21.0000    50.0000    97.0000   455.0000     0.0000
 1.200 0.020   137.4965     2.9708    42.0000    98.0000   191.0000  1121.0000     0.0000
 1.000 0.200     9.4065     0.1696     4.0000     7.0000    12.0000    61.0000     0.0000
 1.000 0.180    10.8555     0.2045     5.0000     8.0000    14.0000   112.0000     0.0000
 1.000 0.160    12.7630     0.2605     5.0000     9.0000    17.0000   215.0000     0.0000
 1.000 0.140    15.1105     0.2939     6.0000    11.0000    21.0000   157.0000     0.0000
 1.000 0.120    18.8145     0.3849     7.0000    13.0000    25.0000   135.0000     0.0000
 1.000 0.100    24.2705     0.5177     9.0000    17.0000    32.0000   196.0000     0.0000
 1.000 0.080    33.5745     0.6999    12.0000    24.0000    46.0000   262.0000     0.0000
 1.000 0.060    49.6350     1.0579    16.0000    35.0000    68.0000   324.0000     0.0000
 1.000 0.040    84.5865     1.8077    27.0000    60.0000   117.0000   703.0000     0.0000
 1.000 0.020   142.3595     3.1591    41.0000    99.0000   196.0000   990.0000     0.0000
 0.800 0.200    12.9975     0.2487     6.0000    10.0000    17.0000    99.0000     0.0000
 0.800 0.180    14.4835     0.2718     6.0000    11.0000    19.0000   128.0000     0.0000
 0.800 0.160    16.7810     0.3375     6.0000    13.0000    22.0000   125.0000     0.0000
 0.800 0.140    20.8525     0.4165     8.0000    16.0000    27.0000   139.0000     0.0000
 0.800 0.120    25.7925     0.5429    10.0000    19.0000    34.0000   197.0000     0.0000
 0.800 0.100    34.3900     0.7208    12.0000    25.0000    47.0000   362.0000     0.0000
 0.800 0.080    45.3970     0.9798    15.0000    31.0000    62.0000   305.0000     0.0000
 0.800 0.060    65.0440     1.4149    21.0000    45.0000    88.0000   423.0000     0.0000
