Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     5.6745     0.1080     2.0000     4.0000     7.0000    36.0000     0.0000
 2.000 0.180     6.2845     0.1169     3.0000     5.0000     8.0000    36.0000     0.0000
 2.000 0.160     7.2760     0.1407     3.0000     5.0000    10.0000    56.0000     0.0000
 2.000 0.140     8.8590     0.1655     3.0000     7.0000    12.0000    48.0000     0.0000
 2.000 0.120    10.3095     0.1954     4.0000     8.0000    14.0000    70.0000     0.0000
 2.000 0.100    13.6790     0.2789     5.0000    10.0000    19.0000   133.0000     0.0000
 2.000 0.080    19.8030     0.4219     7.0000    15.0000    27.0000   217.0000     0.0000
 2.000 0.060    31.5335     0.6697    11.0000    23.0000    43.0000   357.0000     0.0000
 2.000 0.040    62.0795     1.3743    20.0000    45.0000    84.0000   644.0000     0.0000
 2.000 0.020   126.9800     2.9174    35.0000    90.0000   174.0000  1623.0000     0.0000
 1.800 0.200     5.8690     0.1115     2.0000     4.0000     8.0000    43.0000     0.0000
 1.800 0.180     6.9275     0.1307     3.0000     5.0000     9.0000    54.0000     0.0000
 1.800 0.160     7.7535     0.1497     3.0000     6.0000    11.0000    57.0000     0.0000
 1.800 0.140     9.6060     0.1919     3.0000     7.0000    13.0000    96.0000     0.0000
 1.800 0.120    11.8680     0.2402     4.0000     9.0000    16.0000   104.0000     0.0000
 1.800 0.100    15.1740     0.3072     5.0000    11.0000    21.0000   130.0000     0.0000
 1.800 0.080    22.0575     0.4757     7.0000    16.0000    30.0000   192.0000     0.0000
 1.800 0.060    35.1285     0.7507    12.0000    26.0000    47.0000   296.0000     0.0000
 1.800 0.040    63.3620     1.3714    21.0000    45.0000    87.0000   546.0000     0.0000
 1.800 0.020   136.1615     3.0526    37.0000    96.0000   194.0000  1024.0000     0.0000
 1.600 0.200     6.6950     0.1282     3.0000     5.0000     9.0000    39.0000     0.0000
 1.600 0.180     7.7030     0.1532     3.0000     6.0000    10.0000    65.0000     0.0000
 1.600 0.160     8.6740     0.1726     3.0000     6.0000    12.0000    72.0000     0.0000
 1.600 0.140    10.9250     0.2259     4.0000     8.0000    15.0000   111.0000     0.0000
 1.600 0.120    13.3140     0.2724     4.0000     9.0000    18.0000   134.0000     0.0000
 1.600 0.100    17.1825     0.3660     6.0000    12.0000    23.0000   158.0000     0.0000
 1.600 0.080    24.8590     0.5460     8.0000    18.0000    34.0000   376.0000     0.0000
 1.600 0.060    38.0540     0.8054    13.0000    28.0000    51.0000   253.0000     0.0000
 1.600 0.040    68.7840     1.4762    21.0000    49.0000    98.0000   553.0000     0.0000
 1.600 0.020   137.1455     3.0982    40.0000    95.0000   184.0000  1109.0000     0.0000
 1.400 0.200     7.5930     0.1508     3.0000     5.0000    10.0000    53.0000     0.0000
 1.400 0.180     8.4695     0.1640     3.0000     6.0000    11.0000    54.0000     0.0000
 1.400 0.160    10.2365     0.2016     4.0000     8.0000    14.0000    68.0000     0.0000
 1.400 0.140    12.3385     0.2514     5.0000     9.0000    17.0000    88.0000     0.0000
 1.400 0.120    15.2465     0.3144     5.0000    11.0000    21.0000   128.0000     0.0000
 1.400 0.100    19.7095     0.4196     6.0000    14.0000    27.0000   160.0000     0.0000
 1.400 0.080    28.2005     0.6379     9.0000    20.0000    38.0000   301.0000     0.0000
 1.400 0.060    42.4585     0.8981    13.0000    31.0000    58.0000   344.0000     0.0000
 1.400 0.040    74.6110     1.6578    22.0000    53.0000   103.0000   573.0000     0.0000
 1.400 0.020   136.2870     3.1306    36.0000    93.0000   188.0000  1183.0000     0.0000
 1.200 0.200     8.7925     0.1663     3.0000     7.0000    12.0000    63.0000     0.0000
 1.200 0.180    10.1560     0.2110     4.0000     7.0000    13.0000    89.0000     0.0000
 1.200 0.160    11.6590     0.2615     4.0000     8.0000    15.0000   136.0000     0.0000
 1.200 0.140    14.3080     0.2968     5.0000    10.0000    20.0000   107.0000     0.0000
 1.200 0.120    17.9400     0.3738     6.0000    13.0000    24.0000   189.0000     0.0000
 1.200 0.100    24.1640     0.5394     8.0000    17.0000    32.0000   293.0000     0.0000
 1.200 0.080    34.0425     0.7575    11.0000    23.0000    45.0000   271.0000     0.0000
 1.200 0.060    49.9315     1.0837    16.0000    36.0000    68.0000   388.0000     0.0000
 1.200 0.040    84.0595     1.8637    25.0000    59.0000   114.0000   670.0000     0.0000
 1.200 0.020   153.0050     3.5975    42.0000   102.0000   210.0000  1332.0000     0.0000
 1.000 0.200    10.3870     0.2117     4.0000     8.0000    14.0000   118.0000     0.0000
 1.000 0.180    12.6000     0.2569     5.0000     9.0000    17.0000    89.0000     0.0000
 1.000 0.160    15.0290     0.2995     6.0000    11.0000    20.0000    98.0000     0.0000
 1.000 0.140    17.5530     0.3780     6.0000    12.0000    24.0000   160.0000     0.0000
 1.000 0.120    21.9325     0.4799     7.0000    15.0000    29.0000   183.0000     0.0000
 1.000 0.100    29.0990     0.6529     9.0000    20.0000    39.0000   297.0000     0.0000
 1.000 0.080    39.7175     0.9042    13.0000    27.0000    52.0000   422.0000     0.0000
 1.000 0.060    60.3515     1.4340    18.0000    42.0000    80.0000   693.0000     0.0000
