Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     5.2910     0.0970     2.0000     4.0000     7.0000    35.0000     0.0000
 2.000 0.180     5.9265     0.1132     2.0000     4.0000     8.0000    48.0000     0.0000
 2.000 0.160     7.2635     0.1355     3.0000     5.0000    10.0000    43.0000     0.0000
 2.000 0.140     8.3830     0.1564     3.0000     6.0000    11.0000    44.0000     0.0000
 2.000 0.120     9.9880     0.2004     4.0000     7.0000    14.0000   111.0000     0.0000
 2.000 0.100    12.9645     0.2508     5.0000    10.0000    18.0000   111.0000     0.0000
 2.000 0.080    18.1290     0.3636     6.0000    14.0000    25.0000   155.0000     0.0000
 2.000 0.060    26.5895     0.5419    10.0000    20.0000    35.0000   171.0000     0.0000
 2.000 0.040    51.7915     1.1139    17.0000    37.0000    70.0000   447.0000     0.0000
 2.000 0.020   119.9155     2.6672    34.0000    84.0000   165.0000   756.0000     0.0000
 1.800 0.200     5.7840     0.1086     2.0000     4.0000     7.0000    35.0000     0.0000
 1.800 0.180     6.6215     0.1259     3.0000     5.0000     8.0000    47.0000     0.0000
 1.800 0.160     7.5850     0.1582     3.0000     5.0000    10.0000    78.0000     0.0000
 1.800 0.140     9.2265     0.1759     3.0000     7.0000    13.0000    73.0000     0.0000
 1.800 0.120    11.6060     0.2172     4.0000     9.0000    16.0000    78.0000     0.0000
 1.800 0.100    14.2595     0.2870     5.0000    11.0000    20.0000   119.0000     0.0000
 1.800 0.080    19.4095     0.3820     7.0000    15.0000    27.0000   153.0000     0.0000
 1.800 0.060    30.7425     0.6415    10.0000    23.0000    41.0000   250.0000     0.0000
 1.800 0.040    56.1540     1.2175    19.0000    40.0000    76.0000   384.0000     0.0000
 1.800 0.020   127.3235     2.9286    36.0000    86.0000   171.0000  1020.0000     0.0000
 1.600 0.200     6.4515     0.1275     3.0000     5.0000     8.0000    64.0000     0.0000
 1.600 0.180     7.3495     0.1469     3.0000     5.0000     9.0000    85.0000     0.0000
 1.600 0.160     8.8315     0.1763     3.0000     6.0000    12.0000    68.0000     0.0000
 1.600 0.140    10.0200     0.2032     4.0000     7.0000    14.0000   106.0000     0.0000
 1.600 0.120    12.4520     0.2494     5.0000     9.0000    17.0000    99.0000     0.0000
 1.600 0.100    16.6555     0.3586     6.0000    12.0000    22.0000   166.0000     0.0000
 1.600 0.080    23.2615     0.4837     8.0000    17.0000    31.0000   171.0000     0.0000
 1.600 0.060    33.6370     0.7140    11.0000    25.0000    46.0000   254.0000     0.0000
 1.600 0.040    63.5080     1.4099    19.0000    44.0000    86.0000   517.0000     0.0000
 1.600 0.020   127.9020     2.8234    38.0000    90.0000   178.0000   947.0000     0.0000
 1.400 0.200     7.3415     0.1431     3.0000     5.0000     9.0000    59.0000     0.0000
 1.400 0.180     8.4045     0.1569     3.0000     6.0000    11.0000    61.0000     0.0000
 1.400 0.160     9.4530     0.1871     4.0000     7.0000    12.0000    89.0000     0.0000
 1.400 0.140    11.8865     0.2287     5.0000     9.0000    16.0000    78.0000     0.0000
 1.400 0.120    14.5120     0.2942     5.0000    10.0000    20.0000   112.0000     0.0000
 1.400 0.100    18.7275     0.4018     7.0000    13.0000    25.0000   213.0000     0.0000
 1.400 0.080    26.6760     0.5384     9.0000    20.0000    37.0000   189.0000     0.0000
 1.400 0.060    38.6100     0.8437    12.0000    28.0000    53.0000   344.0000     0.0000
 1.400 0.040    70.1830     1.5881    22.0000    48.0000    96.0000   780.0000     0.0000
 1.400 0.020   128.7270     2.8982    38.0000    89.0000   177.0000  1122.0000     0.0000
 1.200 0.200     8.4010     0.1598     3.0000     6.0000    11.0000    56.0000     0.0000
 1.200 0.180     9.6365     0.1918     4.0000     7.0000    13.0000    80.0000     0.0000
 1.200 0.160    11.7015     0.2418     4.0000     8.0000    16.0000   111.0000     0.0000
 1.200 0.140    13.8575     0.2818     5.0000    10.0000    19.0000   107.0000     0.0000
 1.200 0.120    16.9255     0.3586     6.0000    12.0000    22.0000   138.0000     0.0000
 1.200 0.100    22.5455     0.4475     8.0000    17.0000    31.0000   167.0000     0.0000
 1.200 0.080    31.3005     0.6772    11.0000    22.0000    42.0000   225.0000     0.0000
 1.200 0.060    46.7845     1.0275    15.0000    33.0000    65.0000   459.0000     0.0000
 1.200 0.040    76.7490     1.6991    24.0000    54.0000   104.0000   521.0000     0.0000
 1.200 0.020   137.5425     3.1175    41.0000    93.0000   189.0000  1078.0000     0.0000
 1.000 0.200    10.9895     0.2185     4.0000     8.0000    14.0000    94.0000     0.0000
 1.000 0.180    12.0230     0.2440     5.0000     9.0000    16.0000    97.0000     0.0000
 1.000 0.160    14.3720     0.2943     5.0000    10.0000    19.0000   114.0000     0.0000
 1.000 0.140    17.4925     0.3843     6.0000    12.0000    23.0000   213.0000     0.0000
 1.000 0.120    21.7440     0.4626     7.0000    15.0000    29.0000   202.0000     0.0000
 1.000 0.100    26.5685     0.5773     9.0000    19.0000    35.0000   301.0000     0.0000
 1.000 0.080    37.1845     0.7766    12.0000    27.0000    52.0000   271.0000     0.0000
 1.000 0.060    58.5690     1.3177    17.0000    40.0000    79.0000   385.0000     0.0000
 1.000 0.040    88.8260     1.8813    28.0000    63.0000   124.0000   667.0000     0.0000
 1.000 0.020   149.4050     3.3569    42.0000   105.0000   207.0000  1337.0000     0.0000
 0.800 0.200    13.8595     0.2802     6.0000    10.0000    18.0000   125.0000     0.0000
 0.800 0.180    15.7145     0.3049     6.0000    12.0000    20.0000   112.0000     0.0000
 0.800 0.160    18.5090     0.3821     7.0000    14.0000    24.0000   160.0000     0.0000
 0.800 0.140    21.7070     0.4536     8.0000    15.0000    29.0000   171.0000     0.0000
 0.800 0.120    27.8925     0.6414     9.0000    20.0000    36.0000   272.0000     0.0000
 0.800 0.100    35.9045     0.7754    12.0000    24.0000    50.0000   260.0000     0.0000
 0.800 0.080    48.2460     1.0638    14.0000    34.0000    65.0000   490.0000     0.0000
 0.800 0.060    70.2510     1.6320    21.0000    49.0000    93.0000   554.0000     0.0000
 0.800 0.040   108.1155     2.4782    31.0000    73.0000   148.0000  1042.0000     0.0000
 0.800 0.020   162.5885     3.6286    47.0000   111.0000   227.0000  1535.0000     0.0000
 0.600 0.200    19.5025     0.3951     8.0000    14.0000    25.0000   203.0000     0.0000
 0.600 0.180    22.0525     0.4346     9.0000    17.0000    29.0000   176.0000     0.0000
 0.600 0.160    26.4925     0.5179    10.0000    19.0000    36.0000   188.0000     0.0000
 0.600 0.140    33.6905     0.7240    12.0000    24.0000    45.0000   368.0000     0.0000
 0.600 0.120    37.6010     0.8088    13.0000    27.0000    49.0000   303.0000     0.0000
 0.600 0.100    49.3340     1.0083    17.0000    36.0000    68.0000   355.0000     0.0000
 0.600 0.080    63.8975     1.3408    21.0000    46.0000    87.0000   420.0000     0.0000
 0.600 0.060    91.5800     1.9541    29.0000    65.0000   126.0000   641.0000     0.0000
 0.600 0.040   128.5110     2.7949    38.0000    91.0000   184.0000  1350.0000     0.0000
 0.600 0.020   169.2350     3.6789    50.0000   117.0000   232.0000  1005.0000     0.0000
 0.400 0.200    33.4425     0.6481    14.0000    26.0000    44.0000   237.0000     0.0000
 0.400 0.180    36.7540     0.7231    14.0000    27.0000    50.0000   269.0000     0.0000
 0.400 0.160    43.4715     0.8776    17.0000    31.0000    58.0000   294.0000     0.0000
 0.400 0.140    54.0850     1.1215    20.0000    39.0000    72.0000   408.0000     0.0000
 0.400 0.120    63.3265     1.3676    22.0000    45.0000    86.0000   626.0000     0.0000
 0.400 0.100    77.8610     1.7546    25.0000    53.0000   104.0000   666.0000     0.0000
 0.400 0.080    95.4350     2.0519    30.0000    68.0000   131.0000   652.0000     0.0000
 0.400 0.060   124.3140     2.8078    37.0000    86.0000   171.0000  1186.0000     0.0000
 0.400 0.040   156.1255     3.3518    49.0000   108.0000   218.0000  1048.0000     0.0000
 0.400 0.020   190.0425     4.3324    53.0000   129.0000   263.0000  1577.0000     0.0000
 0.200 0.200   104.4915     2.2526    35.0000    74.0000   142.0000   771.0000     0.0000
 0.200 0.180   110.3455     2.3155    38.0000    81.0000   150.0000   866.0000     0.0000
 0.200 0.160   117.1565     2.5764    35.0000    82.0000   160.0000   831.0000     0.0000
 0.200 0.140   129.5945     2.8548    41.0000    89.0000   178.0000   875.0000     0.0000
 0.200 0.120   147.5650     3.1495    46.0000   103.0000   208.0000  1004.0000     0.0000
 0.200 0.100   154.3260     3.4209    49.0000   109.0000   210.0000  1524.0000     0.0000
 0.200 0.080   165.7650     3.6236    51.0000   114.0000   227.0000   977.0000     0.0000
 0.200 0.060   176.8540     3.8089    51.0000   126.0000   249.0000  1171.0000     0.0000
 0.200 0.040   195.1875     4.3526    57.0000   132.0000   269.0000  1418.0000     0.0000
 0.200 0.020   196.9495     4.5106    53.0000   134.0000   273.0000  1713.0000     0.0000
