Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.8385     0.0819     2.0000     4.0000     6.0000    32.0000     0.0000
 2.000 0.180     5.4490     0.0983     2.0000     4.0000     7.0000    35.0000     0.0000
 2.000 0.160     5.9250     0.1101     3.0000     4.0000     8.0000    48.0000     0.0000
 2.000 0.140     7.3325     0.1348     3.0000     6.0000    10.0000    80.0000     0.0000
 2.000 0.120     8.8550     0.1791     4.0000     6.0000    12.0000    88.0000     0.0000
 2.000 0.100    11.6670     0.2437     4.0000     8.0000    15.0000   110.0000     0.0000
 2.000 0.080    16.6505     0.3539     6.0000    12.0000    22.0000   151.0000     0.0000
 2.000 0.060    29.5185     0.6640     9.0000    21.0000    39.0000   277.0000     0.0000
 2.000 0.040    61.4130     1.4006    18.0000    42.0000    85.0000   571.0000     0.0000
 2.000 0.020   124.1825     2.8008    35.0000    83.0000   169.0000   857.0000     0.0000
 1.800 0.200     5.1300     0.0887     2.0000     4.0000     7.0000    35.0000     0.0000
 1.800 0.180     5.9060     0.1019     3.0000     4.0000     8.0000    33.0000     0.0000
 1.800 0.160     6.7550     0.1237     3.0000     5.0000     9.0000    49.0000     0.0000
 1.800 0.140     8.3730     0.1550     4.0000     6.0000    11.0000    62.0000     0.0000
 1.800 0.120     9.9455     0.1995     4.0000     7.0000    13.0000   152.0000     0.0000
 1.800 0.100    13.2400     0.2666     5.0000    10.0000    17.0000    94.0000     0.0000
 1.800 0.080    18.8315     0.4014     6.0000    14.0000    25.0000   232.0000     0.0000
 1.800 0.060    32.8670     0.7341    10.0000    24.0000    43.0000   336.0000     0.0000
 1.800 0.040    63.2640     1.4440    18.0000    43.0000    86.0000   556.0000     0.0000
 1.800 0.020   127.3900     2.8236    35.0000    89.0000   183.0000   914.0000     0.0000
 1.600 0.200     5.8695     0.1071     3.0000     4.0000     8.0000    47.0000     0.0000
 1.600 0.180     6.4665     0.1162     3.0000     5.0000     9.0000    50.0000     0.0000
 1.600 0.160     7.6790     0.1449     3.0000     6.0000    10.0000    76.0000     0.0000
 1.600 0.140     8.8610     0.1744     3.0000     7.0000    12.0000    68.0000     0.0000
 1.600 0.120    11.1420     0.2305     4.0000     8.0000    14.0000   111.0000     0.0000
 1.600 0.100    14.6360     0.2779     6.0000    11.0000    20.0000   105.0000     0.0000
 1.600 0.080    21.7610     0.4743     7.0000    16.0000    29.0000   227.0000     0.0000
 1.600 0.060    33.9515     0.7241    11.0000    25.0000    46.0000   271.0000     0.0000
 1.600 0.040    69.4435     1.5069    22.0000    50.0000    97.0000   639.0000     0.0000
 1.600 0.020   134.8020     2.9589    41.0000    95.0000   186.0000   915.0000     0.0000
 1.400 0.200     6.4510     0.1155     3.0000     5.0000     8.0000    42.0000     0.0000
 1.400 0.180     7.3165     0.1317     3.0000     6.0000    10.0000    60.0000     0.0000
 1.400 0.160     8.6855     0.1636     4.0000     6.0000    11.0000    67.0000     0.0000
 1.400 0.140    10.2250     0.1980     4.0000     8.0000    13.0000    79.0000     0.0000
 1.400 0.120    13.4015     0.2738     5.0000    10.0000    18.0000   131.0000     0.0000
 1.400 0.100    16.7805     0.3702     6.0000    12.0000    22.0000   277.0000     0.0000
 1.400 0.080    24.7030     0.5274     9.0000    17.0000    34.0000   215.0000     0.0000
 1.400 0.060    37.1620     0.8483    11.0000    26.0000    49.0000   350.0000     0.0000
 1.400 0.040    75.0225     1.6427    22.0000    52.0000   104.0000   624.0000     0.0000
 1.400 0.020   138.1900     3.1542    37.0000    96.0000   188.0000  1062.0000     0.0000
 1.200 0.200     8.1315     0.1492     4.0000     6.0000    11.0000    69.0000     0.0000
 1.200 0.180     8.8300     0.1612     4.0000     7.0000    12.0000    68.0000     0.0000
 1.200 0.160     9.9140     0.1826     4.0000     7.0000    13.0000    62.0000     0.0000
 1.200 0.140    12.3215     0.2338     5.0000     9.0000    17.0000    83.0000     0.0000
 1.200 0.120    15.3630     0.2941     6.0000    11.0000    21.0000   131.0000     0.0000
 1.200 0.100    20.2580     0.4222     8.0000    14.0000    27.0000   154.0000     0.0000
 1.200 0.080    29.1280     0.6384    10.0000    20.0000    40.0000   255.0000     0.0000
 1.200 0.060    46.3815     1.0857    14.0000    32.0000    64.0000   701.0000     0.0000
 1.200 0.040    82.1885     1.8051    26.0000    57.0000   112.0000   658.0000     0.0000
 1.200 0.020   140.4825     3.1304    41.0000    98.0000   194.0000  1098.0000     0.0000
 1.000 0.200     9.6340     0.1753     4.0000     7.0000    12.0000    54.0000     0.0000
 1.000 0.180    10.9045     0.2149     5.0000     8.0000    14.0000   131.0000     0.0000
 1.000 0.160    13.1160     0.2593     5.0000     9.0000    17.0000   104.0000     0.0000
 1.000 0.140    14.9985     0.2886     6.0000    11.0000    20.0000   102.0000     0.0000
 1.000 0.120    19.1735     0.3914     7.0000    14.0000    25.0000   136.0000     0.0000
 1.000 0.100    24.9890     0.5380     8.0000    17.0000    34.0000   220.0000     0.0000
 1.000 0.080    36.3570     0.7926    12.0000    26.0000    48.0000   377.0000     0.0000
 1.000 0.060    54.1500     1.1702    17.0000    37.0000    75.0000   427.0000     0.0000
 1.000 0.040    93.1180     2.0261    29.0000    67.0000   125.0000   888.0000     0.0000
 1.000 0.020   151.9800     3.5458    39.0000   105.0000   204.0000  1719.0000     0.0000
 0.800 0.200    12.9100     0.2607     5.0000    10.0000    16.0000   120.0000     0.0000
 0.800 0.180    14.4670     0.2905     6.0000    11.0000    18.0000   130.0000     0.0000
 0.800 0.160    16.7760     0.3415     7.0000    12.0000    22.0000   187.0000     0.0000
 0.800 0.140    19.8935     0.3957     7.0000    14.0000    27.0000   148.0000     0.0000
 0.800 0.120    26.3240     0.5653     9.0000    19.0000    36.0000   259.0000     0.0000
 0.800 0.100    32.1910     0.6516    11.0000    23.0000    45.0000   225.0000     0.0000
 0.800 0.080    45.5145     0.9659    15.0000    32.0000    62.0000   447.0000     0.0000
 0.800 0.060    68.2820     1.4975    21.0000    48.0000    95.0000   637.0000     0.0000
 0.800 0.040   105.3975     2.3340    29.0000    74.0000   149.0000   861.0000     0.0000
 0.800 0.020   162.5305     3.6364    49.0000   110.0000   229.0000  1209.0000     0.0000
 0.600 0.200    18.4955     0.3694     8.0000    14.0000    24.0000   179.0000     0.0000
 0.600 0.180    21.2320     0.4188     9.0000    16.0000    27.0000   167.0000     0.0000
 0.600 0.160    25.0195     0.5060    10.0000    19.0000    32.0000   191.0000     0.0000
 0.600 0.140    28.4230     0.5742    10.0000    21.0000    38.0000   238.0000     0.0000
 0.600 0.120    36.8690     0.7853    14.0000    27.0000    49.0000   347.0000     0.0000
 0.600 0.100    47.1605     1.0041    17.0000    33.0000    64.0000   458.0000     0.0000
 0.600 0.080    63.2220     1.3549    20.0000    44.0000    88.0000   533.0000     0.0000
 0.600 0.060    90.0980     1.9908    27.0000    63.0000   123.0000   805.0000     0.0000
 0.600 0.040   124.8280     2.7295    38.0000    87.0000   174.0000   827.0000     0.0000
 0.600 0.020   177.7980     4.0207    50.0000   123.0000   251.0000  1706.0000     0.0000
 0.400 0.200    32.9350     0.6404    14.0000    25.0000    43.0000   272.0000     0.0000
 0.400 0.180    37.9410     0.7295    16.0000    29.0000    50.0000   340.0000     0.0000
 0.400 0.160    43.3180     0.8433    17.0000    32.0000    59.0000   318.0000     0.0000
 0.400 0.140    53.1330     1.0979    20.0000    38.0000    73.0000   532.0000     0.0000
 0.400 0.120    60.6485     1.2845    21.0000    44.0000    82.0000   531.0000     0.0000
 0.400 0.100    76.5255     1.6723    25.0000    55.0000   101.0000   751.0000     0.0000
 0.400 0.080    96.0720     2.0949    29.0000    67.0000   133.0000   735.0000     0.0000
 0.400 0.060   120.1555     2.5770    37.0000    84.0000   168.0000   880.0000     0.0000
 0.400 0.040   160.4045     3.5359    47.0000   111.0000   226.0000  1234.0000     0.0000
 0.400 0.020   184.0435     4.1557    51.0000   126.0000   258.0000  1688.0000     0.0000
 0.200 0.200   101.1560     2.1424    33.0000    71.0000   136.0000   670.0000     0.0000
 0.200 0.180   112.0980     2.5249    33.0000    78.0000   149.0000   964.0000     0.0000
 0.200 0.160   123.9925     2.7760    38.0000    87.0000   173.0000  1211.0000     0.0000
 0.200 0.140   130.9335     2.8361    41.0000    91.0000   182.0000   948.0000     0.0000
 0.200 0.120   143.5285     3.0708    43.0000   102.0000   200.0000  1045.0000     0.0000
 0.200 0.100   160.4080     3.6332    48.0000   107.0000   227.0000  1491.0000     0.0000
 0.200 0.080   167.3305     3.5964    50.0000   118.0000   237.0000  1191.0000     0.0000
 0.200 0.060   184.7000     4.1843    55.0000   129.0000   253.0000  1397.0000     0.0000
 0.200 0.040   196.8605     4.3626    58.0000   137.0000   271.0000  1423.0000     0.0000
 0.200 0.020   202.5615     4.6259    57.0000   138.0000   280.0000  1635.0000     0.0000
