Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 0.600 0.080    73.0395     1.5925    24.0000    51.0000    98.0000   578.0000     0.0000
 0.600 0.060   101.6670     2.2899    30.0000    70.0000   136.0000   833.0000     0.0000
 0.600 0.040   138.5635     2.9967    44.0000    95.0000   190.0000  1407.0000     0.0000
 0.600 0.020   186.6445     4.0855    54.0000   132.0000   258.0000  1244.0000     0.0000
 0.400 0.200    49.8335     1.0171    19.0000    37.0000    67.0000   489.0000     0.0000
 0.400 0.180    57.1960     1.1880    20.0000    41.0000    76.0000   422.0000     0.0000
 0.400 0.160    67.7305     1.4573    23.0000    49.0000    90.0000   506.0000     0.0000
 0.400 0.140    76.9685     1.6306    26.0000    56.0000   105.0000   652.0000     0.0000
 0.400 0.120    92.0530     1.9399    31.0000    65.0000   125.0000   683.0000     0.0000
 0.400 0.100   106.8705     2.2819    34.0000    78.0000   149.0000   791.0000     0.0000
 0.400 0.080   133.8130     3.0197    39.0000    91.0000   181.0000   960.0000     0.0000
 0.400 0.060   152.5865     3.4335    42.0000   107.0000   217.0000  1041.0000     0.0000
 0.400 0.040   173.1455     3.8689    48.0000   117.0000   243.0000  1117.0000     0.0000
 0.400 0.020   195.9815     4.3720    58.0000   134.0000   268.0000  1344.0000     0.0000
 0.200 0.200   148.5400     3.4701    42.0000    99.0000   206.0000  1544.0000     0.0000
 0.200 0.180   153.6345     3.5749    43.0000   102.0000   209.0000  1369.0000     0.0000
 0.200 0.160   156.8725     3.4730    45.0000   112.0000   214.0000  1290.0000     0.0000
 0.200 0.140   171.5185     3.7513    52.0000   122.0000   237.0000  1587.0000     0.0000
 0.200 0.120   181.0160     3.9040    56.0000   123.0000   256.0000  1095.0000     0.0000
 0.200 0.100   186.5160     4.0375    57.0000   135.0000   257.0000  1355.0000     0.0000
 0.200 0.080   184.9865     4.0878    53.0000   127.0000   257.0000  1480.0000     0.0000
 0.200 0.060   190.9450     4.3228    54.0000   134.0000   260.0000  1426.0000     0.0000
 0.200 0.040   194.9100     4.4226    56.0000   132.0000   269.0000  1763.0000     0.0000
 0.200 0.020   198.7970     4.5016    57.0000   139.0000   273.0000  1596.0000     0.0000
