Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.7940     0.0498     2.0000     3.0000     5.0000    19.0000     0.0000
 2.000 0.180     4.2390     0.0606     2.0000     3.0000     5.0000    26.0000     0.0000
 2.000 0.160     4.7025     0.0702     3.0000     4.0000     6.0000    30.0000     0.0000
 2.000 0.140     5.5435     0.0829     3.0000     5.0000     7.0000    28.0000     0.0000
 2.000 0.120     6.8385     0.1112     3.0000     6.0000     9.0000    61.0000     0.0000
 2.000 0.100     8.4670     0.1431     4.0000     7.0000    11.0000    53.0000     0.0000
 2.000 0.080    11.2885     0.2010     5.0000     9.0000    15.0000    87.0000     0.0000
 2.000 0.060    16.8285     0.3229     7.0000    13.0000    22.0000   145.0000     0.0000
 2.000 0.040    32.5605     0.6754    12.0000    24.0000    44.0000   268.0000     0.0000
 2.000 0.020    87.1025     1.9416    26.0000    61.0000   118.0000   684.0000     0.0000
 1.800 0.200     4.2460     0.0586     2.0000     4.0000     5.0000    21.0000     0.0000
 1.800 0.180     4.8455     0.0720     3.0000     4.0000     6.0000    29.0000     0.0000
 1.800 0.160     5.5205     0.0820     3.0000     5.0000     7.0000    39.0000     0.0000
 1.800 0.140     6.4340     0.1035     3.0000     5.0000     8.0000    42.0000     0.0000
 1.800 0.120     7.7680     0.1230     4.0000     6.0000    10.0000    48.0000     0.0000
 1.800 0.100     9.2645     0.1613     4.0000     7.0000    12.0000    58.0000     0.0000
 1.800 0.080    13.0095     0.2364     6.0000    10.0000    17.0000    77.0000     0.0000
 1.800 0.060    19.6110     0.3898     8.0000    15.0000    26.0000   158.0000     0.0000
 1.800 0.040    36.3560     0.7494    13.0000    26.0000    49.0000   297.0000     0.0000
 1.800 0.020    94.9780     2.1821    28.0000    64.0000   131.0000   975.0000     0.0000
 1.600 0.200     4.8540     0.0702     3.0000     4.0000     6.0000    25.0000     0.0000
 1.600 0.180     5.5175     0.0878     3.0000     5.0000     7.0000    49.0000     0.0000
 1.600 0.160     6.1340     0.0958     3.0000     5.0000     8.0000    35.0000     0.0000
 1.600 0.140     7.4670     0.1199     4.0000     6.0000    10.0000    46.0000     0.0000
 1.600 0.120     8.8680     0.1518     4.0000     7.0000    12.0000    58.0000     0.0000
 1.600 0.100    11.4940     0.2039     5.0000     9.0000    15.0000    74.0000     0.0000
 1.600 0.080    15.6385     0.2903     6.0000    12.0000    21.0000   140.0000     0.0000
 1.600 0.060    23.6700     0.4798     9.0000    17.0000    31.0000   187.0000     0.0000
 1.600 0.040    45.0890     0.9693    15.0000    32.0000    61.0000   371.0000     0.0000
 1.600 0.020   107.3810     2.4171    31.0000    73.0000   148.0000   809.0000     0.0000
 1.400 0.200     5.9490     0.0920     3.0000     5.0000     8.0000    42.0000     0.0000
 1.400 0.180     6.8615     0.1097     3.0000     5.0000     9.0000    44.0000     0.0000
 1.400 0.160     7.7055     0.1263     4.0000     6.0000    10.0000    52.0000     0.0000
 1.400 0.140     9.0475     0.1563     4.0000     7.0000    12.0000    60.0000     0.0000
 1.400 0.120    10.4805     0.1837     5.0000     8.0000    14.0000    67.0000     0.0000
 1.400 0.100    14.1760     0.2635     6.0000    11.0000    19.0000   119.0000     0.0000
 1.400 0.080    19.3750     0.4153     8.0000    15.0000    25.0000   405.0000     0.0000
 1.400 0.060    28.7505     0.5826    11.0000    22.0000    39.0000   227.0000     0.0000
 1.400 0.040    54.4520     1.1922    18.0000    39.0000    75.0000   751.0000     0.0000
 1.400 0.020   114.8880     2.6193    33.0000    79.0000   160.0000  1114.0000     0.0000
 1.200 0.200     7.3450     0.1213     4.0000     6.0000    10.0000    59.0000     0.0000
 1.200 0.180     8.0440     0.1301     4.0000     7.0000    10.0000    55.0000     0.0000
 1.200 0.160     9.6505     0.1654     5.0000     8.0000    12.0000    98.0000     0.0000
 1.200 0.140    11.2575     0.1988     5.0000     9.0000    15.0000    79.0000     0.0000
 1.200 0.120    14.0745     0.2535     6.0000    11.0000    18.0000    87.0000     0.0000
 1.200 0.100    17.7045     0.3438     7.0000    13.0000    23.0000   121.0000     0.0000
 1.200 0.080    24.0160     0.4813     9.0000    17.0000    32.0000   191.0000     0.0000
 1.200 0.060    38.0105     0.7877    13.0000    27.0000    52.0000   279.0000     0.0000
 1.200 0.040    65.8775     1.4029    21.0000    46.0000    92.0000   443.0000     0.0000
 1.200 0.020   136.1325     2.9784    42.0000    97.0000   187.0000  1033.0000     0.0000
 1.000 0.200     9.4535     0.1563     5.0000     8.0000    12.0000    65.0000     0.0000
 1.000 0.180    10.6285     0.1852     5.0000     9.0000    14.0000    98.0000     0.0000
 1.000 0.160    12.7190     0.2255     6.0000    10.0000    17.0000    89.0000     0.0000
 1.000 0.140    15.2035     0.2807     7.0000    12.0000    20.0000   112.0000     0.0000
 1.000 0.120    18.5930     0.3793     7.0000    14.0000    24.0000   209.0000     0.0000
 1.000 0.100    24.5015     0.4903     9.0000    18.0000    33.0000   247.0000     0.0000
 1.000 0.080    33.3510     0.6948    12.0000    24.0000    44.0000   290.0000     0.0000
 1.000 0.060    51.6605     1.0969    17.0000    37.0000    70.0000   368.0000     0.0000
 1.000 0.040    81.9975     1.7683    26.0000    58.0000   111.0000   588.0000     0.0000
 1.000 0.020   150.9375     3.3270    44.0000   106.0000   209.0000  1242.0000     0.0000
 0.800 0.200    14.0005     0.2458     7.0000    11.0000    18.0000   102.0000     0.0000
 0.800 0.180    15.9985     0.2899     7.0000    13.0000    21.0000   136.0000     0.0000
 0.800 0.160    18.1280     0.3345     8.0000    14.0000    24.0000   120.0000     0.0000
 0.800 0.140    22.0500     0.4257     9.0000    17.0000    29.0000   209.0000     0.0000
 0.800 0.120    26.8140     0.5496    11.0000    19.0000    35.0000   201.0000     0.0000
 0.800 0.100    35.9710     0.7025    13.0000    26.0000    48.0000   236.0000     0.0000
 0.800 0.080    45.2920     0.9271    16.0000    33.0000    61.0000   346.0000     0.0000
 0.800 0.060    68.5205     1.4497    24.0000    49.0000    93.0000   570.0000     0.0000
 0.800 0.040   113.3845     2.5175    36.0000    76.0000   155.0000   935.0000     0.0000
 0.800 0.020   157.0170     3.3887    46.0000   113.0000   219.0000  1465.0000     0.0000
 0.600 0.200    23.4200     0.4388    10.0000    18.0000    31.0000   168.0000     0.0000
 0.600 0.180    26.5075     0.5228    11.0000    20.0000    35.0000   268.0000     0.0000
 0.600 0.160    29.3790     0.5669    12.0000    22.0000    40.0000   282.0000     0.0000
 0.600 0.140    36.8175     0.7300    15.0000    27.0000    51.0000   258.0000     0.0000
 0.600 0.120    45.5380     0.9384    17.0000    34.0000    61.0000   458.0000     0.0000
 0.600 0.100    56.8240     1.1987    20.0000    40.0000    76.0000   404.0000     0.0000
