Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.9870     0.0545     3.0000     4.0000     5.0000    42.0000     0.0000
 2.000 0.180     4.4055     0.0677     3.0000     4.0000     5.0000    47.0000     0.0000
 2.000 0.160     5.1525     0.0981     3.0000     4.0000     6.0000    70.0000     0.0000
 2.000 0.140     6.3965     0.1509     3.0000     5.0000     7.0000    73.0000     0.0000
 2.000 0.120     8.3365     0.2159     4.0000     5.0000     9.0000   100.0000     0.0000
 2.000 0.100    13.1360     0.3667     4.0000     7.0000    15.0000   183.0000     0.0000
 2.000 0.080    23.0190     0.6091     6.0000    13.0000    29.0000   206.0000     0.0000
 2.000 0.060    37.1010     0.9359     8.0000    23.0000    50.0000   391.0000     0.0000
 2.000 0.040    67.1930     1.6163    16.0000    44.0000    90.0000   601.0000     0.0000
 2.000 0.020   132.3385     2.9640    37.0000    91.0000   183.0000   998.0000     0.0000
 1.800 0.200     4.4870     0.0568     3.0000     4.0000     5.0000    30.0000     0.0000
 1.800 0.180     4.9665     0.0794     3.0000     4.0000     6.0000    65.0000     0.0000
 1.800 0.160     5.9525     0.1485     3.0000     5.0000     7.0000   117.0000     0.0000
 1.800 0.140     6.8295     0.1531     3.0000     5.0000     8.0000   114.0000     0.0000
 1.800 0.120     9.6955     0.2917     4.0000     6.0000    10.0000   264.0000     0.0000
 1.800 0.100    14.3940     0.3831     5.0000     8.0000    17.0000   201.0000     0.0000
 1.800 0.080    23.8390     0.6258     6.0000    13.0000    31.0000   282.0000     0.0000
 1.800 0.060    40.2045     0.9826    10.0000    26.0000    55.0000   459.0000     0.0000
 1.800 0.040    70.7105     1.7094    17.0000    47.0000    97.0000   792.0000     0.0000
 1.800 0.020   136.8200     3.0498    38.0000    94.0000   188.0000  1025.0000     0.0000
 1.600 0.200     5.1160     0.0655     3.0000     5.0000     6.0000    29.0000     0.0000
 1.600 0.180     5.6115     0.0829     3.0000     5.0000     7.0000    57.0000     0.0000
 1.600 0.160     6.3715     0.1006     4.0000     5.0000     8.0000    76.0000     0.0000
 1.600 0.140     7.6640     0.1648     4.0000     6.0000     9.0000    92.0000     0.0000
 1.600 0.120    10.2490     0.2644     5.0000     7.0000    11.0000   234.0000     0.0000
 1.600 0.100    14.7410     0.3549     5.0000     9.0000    18.0000   125.0000     0.0000
 1.600 0.080    25.2275     0.6323     7.0000    15.0000    32.0000   253.0000     0.0000
 1.600 0.060    42.7735     1.0087    10.0000    26.0000    59.0000   309.0000     0.0000
 1.600 0.040    73.7340     1.6974    18.0000    51.0000   103.0000   579.0000     0.0000
 1.600 0.020   135.5880     3.0238    35.0000    93.0000   193.0000  1058.0000     0.0000
 1.400 0.200     5.8605     0.0809     4.0000     5.0000     7.0000    45.0000     0.0000
 1.400 0.180     6.5280     0.0932     4.0000     6.0000     8.0000    40.0000     0.0000
 1.400 0.160     7.4465     0.1248     4.0000     6.0000     9.0000    78.0000     0.0000
 1.400 0.140     8.6675     0.1546     5.0000     7.0000    10.0000    68.0000     0.0000
 1.400 0.120    11.8095     0.2840     5.0000     8.0000    13.0000   174.0000     0.0000
 1.400 0.100    18.1000     0.4562     6.0000    11.0000    22.0000   193.0000     0.0000
 1.400 0.080    26.5755     0.6631     8.0000    16.0000    35.0000   237.0000     0.0000
 1.400 0.060    46.4220     1.0986    12.0000    30.0000    65.0000   399.0000     0.0000
 1.400 0.040    78.5415     1.8226    21.0000    54.0000   110.0000   849.0000     0.0000
 1.400 0.020   139.4575     3.2112    40.0000    95.0000   188.0000  1163.0000     0.0000
 1.200 0.200     7.2640     0.0961     4.0000     6.0000     9.0000    39.0000     0.0000
 1.200 0.180     8.1085     0.1192     5.0000     7.0000    10.0000    95.0000     0.0000
 1.200 0.160     9.4415     0.1815     5.0000     8.0000    11.0000   134.0000     0.0000
 1.200 0.140    10.9480     0.2179     5.0000     9.0000    13.0000   146.0000     0.0000
 1.200 0.120    14.0205     0.3175     6.0000    10.0000    17.0000   229.0000     0.0000
 1.200 0.100    20.4650     0.4634     8.0000    13.0000    25.0000   223.0000     0.0000
 1.200 0.080    31.4695     0.7459    10.0000    20.0000    42.0000   319.0000     0.0000
 1.200 0.060    49.2625     1.1082    13.0000    33.0000    69.0000   338.0000     0.0000
 1.200 0.040    83.8205     1.8896    23.0000    59.0000   114.0000   756.0000     0.0000
 1.200 0.020   144.7300     3.3361    40.0000    99.0000   203.0000  1267.0000     0.0000
 1.000 0.200     9.1445     0.1377     5.0000     8.0000    11.0000    74.0000     0.0000
