Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     5.7700     0.1136     2.0000     4.0000     8.0000    41.0000     0.0000
 2.000 0.180     6.7865     0.1369     2.0000     5.0000     9.0000    71.0000     0.0000
 2.000 0.160     8.0510     0.1543     3.0000     6.0000    11.0000    48.0000     0.0000
 2.000 0.140     9.5550     0.1837     3.0000     7.0000    13.0000    58.0000     0.0000
 2.000 0.120    11.1085     0.2167     4.0000     8.0000    16.0000    64.0000     0.0000
 2.000 0.100    14.8765     0.2983     5.0000    11.0000    21.0000   122.0000     0.0000
 2.000 0.080    20.7710     0.4163     7.0000    16.0000    29.0000   203.0000     0.0000
 2.000 0.060    30.6640     0.6153    11.0000    24.0000    41.0000   242.0000     0.0000
 2.000 0.040    56.5175     1.1952    19.0000    41.0000    74.0000   423.0000     0.0000
 2.000 0.020   115.5270     2.6008    35.0000    83.0000   160.0000  1105.0000     0.0000
 1.800 0.200     6.2365     0.1267     2.0000     4.0000     8.0000    49.0000     0.0000
 1.800 0.180     7.2580     0.1462     3.0000     5.0000    10.0000    48.0000     0.0000
 1.800 0.160     8.2515     0.1692     3.0000     6.0000    11.0000    64.0000     0.0000
 1.800 0.140    10.2020     0.2108     3.0000     7.0000    14.0000    97.0000     0.0000
 1.800 0.120    12.5735     0.2564     4.0000     9.0000    17.0000   112.0000     0.0000
 1.800 0.100    16.5250     0.3288     5.0000    12.0000    23.0000   100.0000     0.0000
 1.800 0.080    21.9875     0.4511     8.0000    17.0000    30.0000   164.0000     0.0000
 1.800 0.060    33.2700     0.7010    11.0000    25.0000    46.0000   258.0000     0.0000
 1.800 0.040    58.8840     1.2797    18.0000    43.0000    79.0000   671.0000     0.0000
 1.800 0.020   127.5500     2.7558    40.0000    92.0000   178.0000   885.0000     0.0000
 1.600 0.200     6.9910     0.1419     3.0000     5.0000     9.0000    58.0000     0.0000
 1.600 0.180     7.9620     0.1625     3.0000     6.0000    10.0000    76.0000     0.0000
 1.600 0.160     9.6350     0.1960     3.0000     7.0000    13.0000    70.0000     0.0000
 1.600 0.140    11.0495     0.2171     4.0000     8.0000    15.0000    66.0000     0.0000
 1.600 0.120    14.4525     0.2944     5.0000    11.0000    20.0000   123.0000     0.0000
 1.600 0.100    18.1210     0.3628     6.0000    13.0000    25.0000   134.0000     0.0000
 1.600 0.080    24.7660     0.4925     8.0000    19.0000    34.0000   187.0000     0.0000
 1.600 0.060    35.8965     0.7579    11.0000    27.0000    49.0000   337.0000     0.0000
 1.600 0.040    63.9000     1.3971    21.0000    45.0000    85.0000   530.0000     0.0000
 1.600 0.020   129.7850     2.9190    37.0000    90.0000   179.0000  1096.0000     0.0000
 1.400 0.200     7.9705     0.1676     3.0000     5.0000    10.0000    89.0000     0.0000
 1.400 0.180     9.1605     0.1815     3.0000     7.0000    12.0000    69.0000     0.0000
 1.400 0.160    10.8355     0.2211     4.0000     8.0000    15.0000    72.0000     0.0000
 1.400 0.140    12.8960     0.2748     4.0000     9.0000    17.0000   118.0000     0.0000
 1.400 0.120    16.3490     0.3552     6.0000    11.0000    22.0000   165.0000     0.0000
 1.400 0.100    21.1610     0.4315     7.0000    16.0000    29.0000   255.0000     0.0000
 1.400 0.080    28.2225     0.5859    10.0000    20.0000    38.0000   236.0000     0.0000
 1.400 0.060    43.2060     0.9593    14.0000    31.0000    58.0000   583.0000     0.0000
 1.400 0.040    73.9365     1.6049    22.0000    51.0000   106.0000   591.0000     0.0000
 1.400 0.020   142.6365     3.1955    44.0000    97.0000   199.0000  1240.0000     0.0000
 1.200 0.200     9.1440     0.1930     3.0000     7.0000    12.0000   130.0000     0.0000
 1.200 0.180    10.3795     0.2144     4.0000     7.0000    14.0000    69.0000     0.0000
 1.200 0.160    12.6540     0.2605     5.0000     9.0000    17.0000   133.0000     0.0000
 1.200 0.140    15.0635     0.3192     5.0000    11.0000    20.0000   136.0000     0.0000
 1.200 0.120    18.8235     0.3976     6.0000    14.0000    26.0000   189.0000     0.0000
 1.200 0.100    24.3580     0.5160     8.0000    18.0000    33.0000   225.0000     0.0000
 1.200 0.080    32.4770     0.7045    10.0000    23.0000    44.0000   287.0000     0.0000
 1.200 0.060    50.1760     1.1046    17.0000    35.0000    68.0000   500.0000     0.0000
 1.200 0.040    82.0275     1.7899    27.0000    57.0000   112.0000   586.0000     0.0000
 1.200 0.020   146.7285     3.2888    42.0000    98.0000   207.0000   932.0000     0.0000
 1.000 0.200    11.4565     0.2427     4.0000     8.0000    15.0000   105.0000     0.0000
 1.000 0.180    12.8335     0.2494     5.0000     9.0000    18.0000    76.0000     0.0000
 1.000 0.160    14.9335     0.3106     5.0000    11.0000    20.0000   102.0000     0.0000
 1.000 0.140    18.8660     0.4092     6.0000    13.0000    25.0000   181.0000     0.0000
 1.000 0.120    22.8145     0.4665     8.0000    17.0000    31.0000   152.0000     0.0000
 1.000 0.100    28.7570     0.6012     9.0000    21.0000    39.0000   251.0000     0.0000
 1.000 0.080    41.8070     0.9093    13.0000    30.0000    57.0000   340.0000     0.0000
 1.000 0.060    60.1045     1.3731    17.0000    41.0000    81.0000   530.0000     0.0000
 1.000 0.040    90.1395     1.9389    28.0000    64.0000   128.0000   740.0000     0.0000
 1.000 0.020   146.7385     3.3610    43.0000    99.0000   204.0000  1297.0000     0.0000
 0.800 0.200    14.7630     0.2985     6.0000    11.0000    20.0000   104.0000     0.0000
 0.800 0.180    16.9055     0.3425     6.0000    12.0000    23.0000   117.0000     0.0000
 0.800 0.160    18.8100     0.3860     7.0000    13.0000    26.0000   137.0000     0.0000
 0.800 0.140    24.3295     0.5150     8.0000    18.0000    33.0000   244.0000     0.0000
 0.800 0.120    28.8830     0.6208    10.0000    21.0000    39.0000   293.0000     0.0000
 0.800 0.100    37.8890     0.8275    12.0000    27.0000    51.0000   356.0000     0.0000
 0.800 0.080    51.5325     1.1245    16.0000    37.0000    71.0000   466.0000     0.0000
 0.800 0.060    73.9970     1.5876    23.0000    52.0000   104.0000   664.0000     0.0000
 0.800 0.040   109.1750     2.4176    34.0000    75.0000   153.0000   975.0000     0.0000
 0.800 0.020   158.3750     3.5328    46.0000   111.0000   216.0000  1432.0000     0.0000
 0.600 0.200    19.9590     0.4100     8.0000    14.0000    26.0000   173.0000     0.0000
 0.600 0.180    23.4820     0.4953     8.0000    17.0000    31.0000   238.0000     0.0000
 0.600 0.160    26.4635     0.5434    10.0000    19.0000    35.0000   262.0000     0.0000
 0.600 0.140    33.9755     0.7193    12.0000    24.0000    45.0000   235.0000     0.0000
 0.600 0.120    41.3935     0.9271    13.0000    29.0000    55.0000   495.0000     0.0000
 0.600 0.100    50.1650     1.0983    16.0000    35.0000    68.0000   411.0000     0.0000
 0.600 0.080    70.0310     1.4844    22.0000    51.0000    96.0000   574.0000     0.0000
 0.600 0.060    92.5455     1.9986    30.0000    64.0000   128.0000   720.0000     0.0000
 0.600 0.040   129.8690     2.7931    40.0000    92.0000   180.0000   970.0000     0.0000
 0.600 0.020   170.3960     3.7570    51.0000   117.0000   238.0000  1196.0000     0.0000
 0.400 0.200    34.7035     0.6688    14.0000    26.0000    46.0000   222.0000     0.0000
 0.400 0.180    40.9780     0.8423    16.0000    30.0000    54.0000   350.0000     0.0000
 0.400 0.160    44.2970     0.8937    17.0000    33.0000    60.0000   447.0000     0.0000
 0.400 0.140    51.5510     1.1274    18.0000    36.0000    68.0000   521.0000     0.0000
 0.400 0.120    62.7350     1.3264    22.0000    46.0000    82.0000   596.0000     0.0000
 0.400 0.100    77.0405     1.6436    24.0000    55.0000   104.0000   568.0000     0.0000
 0.400 0.080    96.8805     2.1487    31.0000    67.0000   134.0000   920.0000     0.0000
 0.400 0.060   122.3015     2.6532    37.0000    88.0000   169.0000  1002.0000     0.0000
 0.400 0.040   147.4975     3.2666    44.0000   100.0000   204.0000  1167.0000     0.0000
 0.400 0.020   187.9685     4.0214    53.0000   129.0000   268.0000  1377.0000     0.0000
 0.200 0.200   100.7430     2.1392    32.0000    71.0000   139.0000   662.0000     0.0000
