Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.0360     0.0472     3.0000     4.0000     5.0000    22.0000     0.0000
 2.000 0.180     4.4280     0.0663     3.0000     4.0000     5.0000    62.0000     0.0000
 2.000 0.160     5.0645     0.0731     3.0000     4.0000     6.0000    43.0000     0.0000
 2.000 0.140     6.1560     0.1285     3.0000     5.0000     7.0000    76.0000     0.0000
 2.000 0.120     8.0945     0.1873     4.0000     6.0000     9.0000   103.0000     0.0000
 2.000 0.100    12.2800     0.3459     4.0000     7.0000    14.0000   234.0000     0.0000
 2.000 0.080    19.4955     0.4894     5.0000    11.0000    26.0000   170.0000     0.0000
 2.000 0.060    34.1845     0.8518     8.0000    21.0000    46.0000   269.0000     0.0000
 2.000 0.040    62.7425     1.4915    15.0000    40.0000    86.0000   578.0000     0.0000
 2.000 0.020   124.7015     2.8598    34.0000    86.0000   174.0000   850.0000     0.0000
 1.800 0.200     4.5965     0.0542     3.0000     4.0000     6.0000    33.0000     0.0000
 1.800 0.180     5.1765     0.0769     3.0000     4.0000     6.0000    51.0000     0.0000
 1.800 0.160     5.8175     0.0894     3.0000     5.0000     7.0000    49.0000     0.0000
 1.800 0.140     6.9070     0.1330     4.0000     6.0000     8.0000    88.0000     0.0000
 1.800 0.120     8.6865     0.1873     4.0000     6.0000    10.0000   113.0000     0.0000
 1.800 0.100    13.0115     0.3239     5.0000     8.0000    15.0000   134.0000     0.0000
 1.800 0.080    20.5145     0.4939     6.0000    12.0000    27.0000   221.0000     0.0000
 1.800 0.060    35.9085     0.8667     9.0000    22.0000    50.0000   314.0000     0.0000
 1.800 0.040    67.2065     1.5915    18.0000    44.0000    92.0000   545.0000     0.0000
 1.800 0.020   124.8715     2.8492    33.0000    86.0000   175.0000   933.0000     0.0000
 1.600 0.200     5.3685     0.0694     3.0000     5.0000     7.0000    32.0000     0.0000
 1.600 0.180     5.8710     0.0753     4.0000     5.0000     7.0000    33.0000     0.0000
 1.600 0.160     6.7590     0.1130     4.0000     6.0000     8.0000    57.0000     0.0000
 1.600 0.140     7.6940     0.1405     4.0000     6.0000     9.0000    78.0000     0.0000
 1.600 0.120     9.9540     0.2067     5.0000     8.0000    12.0000   123.0000     0.0000
 1.600 0.100    14.0945     0.3359     6.0000     9.0000    17.0000   171.0000     0.0000
 1.600 0.080    22.1835     0.5440     7.0000    14.0000    27.0000   201.0000     0.0000
 1.600 0.060    38.2320     0.9082    10.0000    24.0000    53.0000   342.0000     0.0000
 1.600 0.040    71.0685     1.6649    18.0000    46.0000    97.0000   480.0000     0.0000
 1.600 0.020   130.2780     3.0519    36.0000    88.0000   177.0000  1458.0000     0.0000
 1.400 0.200     6.2735     0.0747     4.0000     6.0000     8.0000    26.0000     0.0000
 1.400 0.180     6.8295     0.0931     4.0000     6.0000     8.0000    56.0000     0.0000
 1.400 0.160     7.8210     0.1158     4.0000     7.0000    10.0000    66.0000     0.0000
 1.400 0.140     9.2985     0.1699     5.0000     8.0000    11.0000    97.0000     0.0000
 1.400 0.120    11.7610     0.2385     6.0000     9.0000    14.0000   121.0000     0.0000
 1.400 0.100    16.1045     0.3546     7.0000    11.0000    19.0000   150.0000     0.0000
 1.400 0.080    25.0675     0.5648     9.0000    16.0000    33.0000   190.0000     0.0000
 1.400 0.060    40.3970     0.9339    12.0000    25.0000    55.0000   358.0000     0.0000
 1.400 0.040    74.1280     1.6371    21.0000    51.0000   103.0000   486.0000     0.0000
 1.400 0.020   140.4000     3.1753    39.0000    96.0000   198.0000  1203.0000     0.0000
 1.200 0.200     7.7100     0.0983     5.0000     7.0000    10.0000    45.0000     0.0000
 1.200 0.180     8.4545     0.1134     5.0000     7.0000    10.0000    46.0000     0.0000
 1.200 0.160     9.6750     0.1457     5.0000     8.0000    12.0000    78.0000     0.0000
 1.200 0.140    11.5710     0.1947     6.0000    10.0000    14.0000   100.0000     0.0000
 1.200 0.120    14.0885     0.2767     7.0000    11.0000    17.0000   146.0000     0.0000
 1.200 0.100    19.1310     0.4027     8.0000    14.0000    24.0000   264.0000     0.0000
 1.200 0.080    28.0635     0.6145    10.0000    18.0000    37.0000   227.0000     0.0000
 1.200 0.060    44.2375     1.0078    14.0000    29.0000    60.0000   503.0000     0.0000
 1.200 0.040    75.9315     1.6440    22.0000    53.0000   106.0000   593.0000     0.0000
 1.200 0.020   139.9585     3.1332    41.0000    98.0000   194.0000  1250.0000     0.0000
 1.000 0.200    10.1435     0.1324     6.0000     9.0000    13.0000    43.0000     0.0000
 1.000 0.180    11.3160     0.1641     7.0000    10.0000    14.0000    91.0000     0.0000
 1.000 0.160    12.7260     0.1988     7.0000    11.0000    16.0000    77.0000     0.0000
 1.000 0.140    14.7515     0.2450     8.0000    12.0000    19.0000   106.0000     0.0000
 1.000 0.120    18.5405     0.3636     9.0000    14.0000    23.0000   268.0000     0.0000
 1.000 0.100    23.5930     0.4709    11.0000    18.0000    29.0000   198.0000     0.0000
 1.000 0.080    34.2815     0.7640    12.0000    24.0000    45.0000   536.0000     0.0000
 1.000 0.060    53.0035     1.1485    17.0000    37.0000    71.0000   562.0000     0.0000
 1.000 0.040    88.6805     1.9005    27.0000    61.0000   123.0000   566.0000     0.0000
 1.000 0.020   152.1085     3.3944    43.0000   106.0000   211.0000  1078.0000     0.0000
 0.800 0.200    14.4210     0.2064     8.0000    13.0000    19.0000    89.0000     0.0000
 0.800 0.180    16.2620     0.2396     9.0000    14.0000    21.0000   116.0000     0.0000
 0.800 0.160    18.5665     0.2814    10.0000    16.0000    24.0000   114.0000     0.0000
 0.800 0.140    21.6400     0.3562    11.0000    18.0000    28.0000   176.0000     0.0000
 0.800 0.120    25.6300     0.4357    13.0000    21.0000    33.0000   187.0000     0.0000
 0.800 0.100    31.8980     0.5905    14.0000    25.0000    42.0000   265.0000     0.0000
 0.800 0.080    45.9650     0.9478    18.0000    34.0000    59.0000   338.0000     0.0000
 0.800 0.060    66.2770     1.3809    23.0000    48.0000    89.0000   449.0000     0.0000
 0.800 0.040   101.3275     2.1841    31.0000    72.0000   140.0000   844.0000     0.0000
 0.800 0.020   162.3345     3.5633    49.0000   116.0000   220.0000  1423.0000     0.0000
 0.600 0.200    24.9685     0.3972    12.0000    21.0000    34.0000   155.0000     0.0000
 0.600 0.180    28.5940     0.4735    14.0000    23.0000    38.0000   177.0000     0.0000
