Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.9345     0.0555     2.0000     3.0000     5.0000    21.0000     0.0000
 2.000 0.180     4.4850     0.0650     2.0000     4.0000     6.0000    30.0000     0.0000
 2.000 0.160     5.0305     0.0746     3.0000     4.0000     6.0000    32.0000     0.0000
 2.000 0.140     5.8635     0.0944     3.0000     5.0000     8.0000    51.0000     0.0000
 2.000 0.120     6.9995     0.1177     3.0000     6.0000     9.0000    57.0000     0.0000
 2.000 0.100     8.7405     0.1459     4.0000     7.0000    11.0000    54.0000     0.0000
 2.000 0.080    12.1460     0.2331     5.0000     9.0000    16.0000   100.0000     0.0000
 2.000 0.060    20.0885     0.4390     7.0000    14.0000    26.0000   203.0000     0.0000
 2.000 0.040    42.6090     0.9790    12.0000    28.0000    58.0000   358.0000     0.0000
 2.000 0.020   108.5490     2.4201    31.0000    76.0000   150.0000   786.0000     0.0000
 1.800 0.200     4.4650     0.0614     3.0000     4.0000     6.0000    23.0000     0.0000
 1.800 0.180     4.8925     0.0720     3.0000     4.0000     6.0000    27.0000     0.0000
 1.800 0.160     5.6780     0.0883     3.0000     5.0000     7.0000    36.0000     0.0000
 1.800 0.140     6.2715     0.0977     3.0000     5.0000     8.0000    42.0000     0.0000
 1.800 0.120     7.6490     0.1241     4.0000     6.0000    10.0000    59.0000     0.0000
 1.800 0.100     9.9870     0.1739     5.0000     8.0000    13.0000    75.0000     0.0000
 1.800 0.080    13.7035     0.2722     6.0000    11.0000    17.0000   110.0000     0.0000
 1.800 0.060    22.3095     0.4832     8.0000    16.0000    29.0000   181.0000     0.0000
 1.800 0.040    45.6950     1.0042    14.0000    32.0000    61.0000   461.0000     0.0000
 1.800 0.020   118.9820     2.8165    33.0000    81.0000   161.0000   972.0000     0.0000
 1.600 0.200     5.0400     0.0765     3.0000     4.0000     6.0000    36.0000     0.0000
 1.600 0.180     5.4615     0.0839     3.0000     5.0000     7.0000    37.0000     0.0000
 1.600 0.160     6.4555     0.1044     3.0000     5.0000     8.0000    46.0000     0.0000
 1.600 0.140     7.2675     0.1214     3.0000     6.0000     9.0000    59.0000     0.0000
 1.600 0.120     9.0140     0.1630     4.0000     7.0000    12.0000   110.0000     0.0000
 1.600 0.100    11.4110     0.2117     5.0000     9.0000    15.0000   102.0000     0.0000
 1.600 0.080    15.4345     0.2990     6.0000    12.0000    20.0000   123.0000     0.0000
 1.600 0.060    25.0040     0.5247     9.0000    18.0000    33.0000   247.0000     0.0000
 1.600 0.040    50.8445     1.1249    15.0000    35.0000    70.0000   438.0000     0.0000
 1.600 0.020   115.5460     2.5995    33.0000    79.0000   161.0000  1084.0000     0.0000
 1.400 0.200     5.6200     0.0837     3.0000     5.0000     7.0000    34.0000     0.0000
 1.400 0.180     6.1740     0.0982     3.0000     5.0000     8.0000    57.0000     0.0000
 1.400 0.160     7.3820     0.1196     4.0000     6.0000    10.0000    52.0000     0.0000
 1.400 0.140     8.5255     0.1403     4.0000     7.0000    11.0000    50.0000     0.0000
 1.400 0.120    10.5540     0.1877     5.0000     8.0000    14.0000    74.0000     0.0000
 1.400 0.100    13.0960     0.2492     5.0000    10.0000    17.0000   112.0000     0.0000
 1.400 0.080    18.9760     0.3811     8.0000    14.0000    25.0000   207.0000     0.0000
 1.400 0.060    29.0255     0.5990    11.0000    21.0000    39.0000   248.0000     0.0000
 1.400 0.040    57.5530     1.2826    19.0000    40.0000    79.0000   611.0000     0.0000
 1.400 0.020   127.6790     2.8393    39.0000    89.0000   177.0000  1325.0000     0.0000
 1.200 0.200     7.0480     0.1218     4.0000     6.0000     9.0000    59.0000     0.0000
 1.200 0.180     7.5150     0.1202     4.0000     6.0000    10.0000    51.0000     0.0000
 1.200 0.160     8.7965     0.1491     4.0000     7.0000    11.0000    56.0000     0.0000
 1.200 0.140    10.6870     0.1895     5.0000     8.0000    14.0000    68.0000     0.0000
 1.200 0.120    12.6645     0.2384     6.0000    10.0000    16.0000   130.0000     0.0000
 1.200 0.100    16.7550     0.3190     7.0000    13.0000    22.0000   128.0000     0.0000
 1.200 0.080    22.7180     0.4565     9.0000    17.0000    30.0000   173.0000     0.0000
 1.200 0.060    34.7775     0.7420    13.0000    24.0000    46.0000   410.0000     0.0000
 1.200 0.040    66.4375     1.4524    21.0000    47.0000    91.0000   595.0000     0.0000
 1.200 0.020   134.0480     2.8819    42.0000    98.0000   184.0000  1032.0000     0.0000
 1.000 0.200     8.7520     0.1437     4.0000     7.0000    11.0000    62.0000     0.0000
 1.000 0.180     9.4610     0.1504     5.0000     8.0000    13.0000    61.0000     0.0000
 1.000 0.160    11.1305     0.1922     5.0000     9.0000    14.0000    84.0000     0.0000
 1.000 0.140    13.6125     0.2377     6.0000    11.0000    18.0000    98.0000     0.0000
 1.000 0.120    16.7350     0.3196     7.0000    12.0000    22.0000   138.0000     0.0000
 1.000 0.100    21.2940     0.4114     9.0000    16.0000    28.0000   160.0000     0.0000
 1.000 0.080    29.3250     0.5875    11.0000    21.0000    39.0000   236.0000     0.0000
 1.000 0.060    44.2585     0.9490    16.0000    31.0000    59.0000   445.0000     0.0000
 1.000 0.040    78.9165     1.7372    25.0000    55.0000   107.0000   622.0000     0.0000
 1.000 0.020   145.4275     3.2661    42.0000   100.0000   199.0000  1501.0000     0.0000
 0.800 0.200    11.6545     0.1893     6.0000    10.0000    15.0000    86.0000     0.0000
 0.800 0.180    13.3505     0.2360     6.0000    11.0000    17.0000   105.0000     0.0000
 0.800 0.160    15.7805     0.2932     7.0000    12.0000    20.0000   128.0000     0.0000
 0.800 0.140    18.6620     0.3503     8.0000    14.0000    24.0000   108.0000     0.0000
 0.800 0.120    22.6300     0.4213    10.0000    18.0000    30.0000   137.0000     0.0000
 0.800 0.100    29.6950     0.6313    11.0000    22.0000    39.0000   269.0000     0.0000
 0.800 0.080    38.9265     0.8012    14.0000    28.0000    54.0000   268.0000     0.0000
 0.800 0.060    57.9355     1.1942    21.0000    41.0000    80.0000   455.0000     0.0000
 0.800 0.040    94.7425     2.0548    29.0000    69.0000   129.0000   735.0000     0.0000
 0.800 0.020   161.5995     3.6601    47.0000   111.0000   220.0000  1417.0000     0.0000
 0.600 0.200    18.7515     0.3328     9.0000    15.0000    24.0000   116.0000     0.0000
 0.600 0.180    20.9055     0.3890     9.0000    16.0000    27.0000   240.0000     0.0000
 0.600 0.160    24.0375     0.4346    11.0000    19.0000    31.0000   199.0000     0.0000
 0.600 0.140    28.6395     0.5443    12.0000    22.0000    38.0000   232.0000     0.0000
 0.600 0.120    33.1695     0.6278    14.0000    26.0000    44.0000   235.0000     0.0000
 0.600 0.100    44.2345     0.8774    16.0000    33.0000    61.0000   369.0000     0.0000
 0.600 0.080    59.2275     1.2821    20.0000    43.0000    79.0000   571.0000     0.0000
 0.600 0.060    81.6900     1.7629    28.0000    59.0000   109.0000  1021.0000     0.0000
 0.600 0.040   122.7480     2.7625    33.0000    85.0000   173.0000  1166.0000     0.0000
 0.600 0.020   177.4270     3.9459    50.0000   122.0000   250.0000  1479.0000     0.0000
 0.400 0.200    38.7015     0.7243    16.0000    30.0000    51.0000   270.0000     0.0000
 0.400 0.180    42.4855     0.8226    17.0000    32.0000    57.0000   338.0000     0.0000
 0.400 0.160    49.5010     1.0222    18.0000    37.0000    66.0000   543.0000     0.0000
 0.400 0.140    57.0260     1.1922    20.0000    43.0000    77.0000   483.0000     0.0000
