Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.4190     0.0693     2.0000     3.0000     6.0000    25.0000     0.0000
 2.000 0.180     4.8670     0.0764     3.0000     4.0000     6.0000    30.0000     0.0000
 2.000 0.160     5.4935     0.0906     3.0000     4.0000     7.0000    41.0000     0.0000
 2.000 0.140     6.4725     0.1057     3.0000     5.0000     9.0000    43.0000     0.0000
 2.000 0.120     7.7630     0.1341     3.0000     6.0000    10.0000    48.0000     0.0000
 2.000 0.100     9.8270     0.1777     4.0000     8.0000    13.0000    96.0000     0.0000
 2.000 0.080    13.3125     0.2533     6.0000    11.0000    17.0000   100.0000     0.0000
 2.000 0.060    20.7640     0.4026     8.0000    16.0000    28.0000   114.0000     0.0000
 2.000 0.040    42.1900     0.8836    14.0000    31.0000    58.0000   281.0000     0.0000
 2.000 0.020   108.2940     2.4551    31.0000    74.0000   150.0000  1112.0000     0.0000
 1.800 0.200     4.6780     0.0771     2.0000     4.0000     6.0000    44.0000     0.0000
 1.800 0.180     5.2190     0.0872     3.0000     4.0000     7.0000    45.0000     0.0000
 1.800 0.160     6.0995     0.1016     3.0000     5.0000     8.0000    43.0000     0.0000
 1.800 0.140     7.2615     0.1235     3.0000     6.0000    10.0000    41.0000     0.0000
 1.800 0.120     8.7465     0.1553     4.0000     7.0000    12.0000    57.0000     0.0000
 1.800 0.100    10.7265     0.1928     4.0000     8.0000    15.0000    66.0000     0.0000
 1.800 0.080    15.2465     0.2914     6.0000    12.0000    20.0000   116.0000     0.0000
 1.800 0.060    23.4470     0.4636     9.0000    17.0000    33.0000   172.0000     0.0000
 1.800 0.040    47.0610     1.0101    15.0000    33.0000    65.0000   364.0000     0.0000
 1.800 0.020   111.5715     2.4270    34.0000    78.0000   152.0000   769.0000     0.0000
 1.600 0.200     5.2930     0.0853     3.0000     4.0000     7.0000    40.0000     0.0000
 1.600 0.180     6.0490     0.1002     3.0000     5.0000     8.0000    39.0000     0.0000
 1.600 0.160     7.0465     0.1290     3.0000     5.0000     9.0000    48.0000     0.0000
 1.600 0.140     7.8625     0.1340     4.0000     6.0000    10.0000    48.0000     0.0000
 1.600 0.120     9.5690     0.1712     4.0000     7.0000    13.0000    55.0000     0.0000
 1.600 0.100    12.4010     0.2314     5.0000    10.0000    17.0000    78.0000     0.0000
 1.600 0.080    17.5870     0.3460     7.0000    13.0000    24.0000   141.0000     0.0000
 1.600 0.060    27.2815     0.5747     9.0000    21.0000    36.0000   268.0000     0.0000
 1.600 0.040    52.3025     1.1784    16.0000    37.0000    71.0000   546.0000     0.0000
 1.600 0.020   117.9925     2.6512    35.0000    82.0000   158.0000   960.0000     0.0000
 1.400 0.200     5.8575     0.1004     3.0000     4.0000     8.0000    59.0000     0.0000
 1.400 0.180     6.9850     0.1181     3.0000     6.0000     9.0000    42.0000     0.0000
 1.400 0.160     7.8185     0.1436     4.0000     6.0000    10.0000    72.0000     0.0000
 1.400 0.140     9.5985     0.1786     4.0000     8.0000    13.0000   116.0000     0.0000
 1.400 0.120    11.4430     0.2058     5.0000     9.0000    15.0000    90.0000     0.0000
 1.400 0.100    14.9870     0.2881     6.0000    11.0000    20.0000   105.0000     0.0000
 1.400 0.080    20.7695     0.4340     8.0000    16.0000    27.0000   193.0000     0.0000
 1.400 0.060    30.9115     0.6680    11.0000    22.0000    42.0000   301.0000     0.0000
 1.400 0.040    58.7695     1.2263    20.0000    42.0000    81.0000   506.0000     0.0000
 1.400 0.020   124.6560     2.8557    33.0000    87.0000   171.0000  1007.0000     0.0000
 1.200 0.200     7.2105     0.1270     3.0000     6.0000     9.0000    52.0000     0.0000
 1.200 0.180     8.0345     0.1397     4.0000     6.0000    11.0000    60.0000     0.0000
 1.200 0.160     9.4105     0.1632     4.0000     7.0000    13.0000    58.0000     0.0000
 1.200 0.140    11.3130     0.2058     5.0000     9.0000    15.0000    84.0000     0.0000
 1.200 0.120    14.0525     0.2824     6.0000    10.0000    18.0000   104.0000     0.0000
 1.200 0.100    18.0440     0.3602     7.0000    13.0000    24.0000   129.0000     0.0000
 1.200 0.080    25.1150     0.5461     9.0000    18.0000    33.0000   255.0000     0.0000
 1.200 0.060    38.0335     0.8217    13.0000    28.0000    50.0000   398.0000     0.0000
 1.200 0.040    67.5315     1.4290    22.0000    47.0000    95.0000   586.0000     0.0000
 1.200 0.020   131.5890     2.9252    40.0000    91.0000   181.0000  1115.0000     0.0000
 1.000 0.200     8.9925     0.1579     4.0000     7.0000    12.0000    56.0000     0.0000
 1.000 0.180    10.1640     0.1800     5.0000     8.0000    13.0000   100.0000     0.0000
 1.000 0.160    11.9565     0.2272     5.0000     9.0000    16.0000    91.0000     0.0000
 1.000 0.140    14.3335     0.2896     6.0000    11.0000    19.0000   119.0000     0.0000
 1.000 0.120    17.6840     0.3438     7.0000    13.0000    23.0000   161.0000     0.0000
 1.000 0.100    22.8370     0.4530     9.0000    17.0000    31.0000   186.0000     0.0000
 1.000 0.080    32.5375     0.7062    12.0000    23.0000    44.0000   368.0000     0.0000
 1.000 0.060    48.4485     1.0445    16.0000    35.0000    66.0000   440.0000     0.0000
 1.000 0.040    86.1135     1.9315    26.0000    58.0000   118.0000   699.0000     0.0000
 1.000 0.020   145.9295     3.1921    45.0000   103.0000   201.0000  1004.0000     0.0000
 0.800 0.200    12.6375     0.2225     6.0000    10.0000    17.0000    88.0000     0.0000
 0.800 0.180    14.0775     0.2641     6.0000    11.0000    18.0000   107.0000     0.0000
 0.800 0.160    16.3935     0.3390     7.0000    12.0000    21.0000   151.0000     0.0000
 0.800 0.140    20.0755     0.4040     8.0000    15.0000    26.0000   189.0000     0.0000
 0.800 0.120    23.8745     0.4791    10.0000    18.0000    32.0000   179.0000     0.0000
 0.800 0.100    30.3855     0.6271    11.0000    22.0000    40.0000   252.0000     0.0000
 0.800 0.080    41.2230     0.8647    14.0000    30.0000    56.0000   341.0000     0.0000
 0.800 0.060    60.2635     1.3241    19.0000    41.0000    84.0000   484.0000     0.0000
 0.800 0.040    98.9930     2.2101    30.0000    70.0000   133.0000   813.0000     0.0000
 0.800 0.020   160.5435     3.5449    49.0000   109.0000   228.0000  1205.0000     0.0000
 0.600 0.200    18.4645     0.3477     8.0000    14.0000    24.0000   168.0000     0.0000
 0.600 0.180    21.4480     0.4232     9.0000    16.0000    28.0000   152.0000     0.0000
 0.600 0.160    23.4615     0.4620    10.0000    18.0000    30.0000   235.0000     0.0000
 0.600 0.140    29.2140     0.5915    11.0000    21.0000    39.0000   237.0000     0.0000
 0.600 0.120    37.0095     0.7493    13.0000    27.0000    50.0000   238.0000     0.0000
 0.600 0.100    46.8375     0.9926    16.0000    33.0000    63.0000   364.0000     0.0000
 0.600 0.080    63.2060     1.3603    21.0000    46.0000    87.0000   615.0000     0.0000
 0.600 0.060    89.7700     1.9710    27.0000    64.0000   126.0000   891.0000     0.0000
 0.600 0.040   123.3255     2.6962    37.0000    88.0000   167.0000   926.0000     0.0000
 0.600 0.020   176.9025     3.8970    49.0000   124.0000   251.0000  1216.0000     0.0000
 0.400 0.200    35.2575     0.7016    15.0000    27.0000    47.0000   315.0000     0.0000
 0.400 0.180    40.1310     0.7596    16.0000    31.0000    53.0000   282.0000     0.0000
 0.400 0.160    46.3820     0.9860    18.0000    34.0000    60.0000   483.0000     0.0000
 0.400 0.140    56.0250     1.1719    20.0000    40.0000    76.0000   411.0000     0.0000
 0.400 0.120    63.4365     1.3431    23.0000    47.0000    85.0000   570.0000     0.0000
 0.400 0.100    79.4300     1.6653    27.0000    57.0000   107.0000   527.0000     0.0000
 0.400 0.080    96.8140     2.0764    33.0000    70.0000   127.0000   733.0000     0.0000
 0.400 0.060   127.8555     2.7935    39.0000    89.0000   175.0000   919.0000     0.0000
 0.400 0.040   164.4145     3.5757    51.0000   115.0000   235.0000  1476.0000     0.0000
 0.400 0.020   191.7505     4.3815    56.0000   134.0000   260.0000  1727.0000     0.0000
 0.200 0.200   118.7765     2.5599    36.0000    82.0000   164.0000   939.0000     0.0000
 0.200 0.180   126.3270     2.9194    37.0000    88.0000   170.0000   998.0000     0.0000
 0.200 0.160   137.9320     3.0603    42.0000    95.0000   190.0000  1232.0000     0.0000
