Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.9400     0.0426     3.0000     4.0000     5.0000    14.0000     0.0000
 2.000 0.180     4.3620     0.0501     3.0000     4.0000     5.0000    20.0000     0.0000
 2.000 0.160     4.7980     0.0580     3.0000     4.0000     6.0000    24.0000     0.0000
 2.000 0.140     5.3955     0.0690     3.0000     5.0000     7.0000    22.0000     0.0000
 2.000 0.120     6.3045     0.0936     4.0000     5.0000     8.0000    66.0000     0.0000
 2.000 0.100     8.2260     0.1366     4.0000     7.0000    10.0000    56.0000     0.0000
 2.000 0.080    11.3610     0.2343     5.0000     8.0000    13.0000   112.0000     0.0000
 2.000 0.060    20.3750     0.4707     7.0000    13.0000    27.0000   194.0000     0.0000
 2.000 0.040    44.5925     1.0179    12.0000    29.0000    62.0000   339.0000     0.0000
 2.000 0.020   109.5520     2.5173    32.0000    73.0000   151.0000  1035.0000     0.0000
 1.800 0.200     4.4225     0.0503     3.0000     4.0000     6.0000    21.0000     0.0000
 1.800 0.180     4.7780     0.0561     3.0000     4.0000     6.0000    21.0000     0.0000
 1.800 0.160     5.3860     0.0658     3.0000     5.0000     7.0000    34.0000     0.0000
 1.800 0.140     5.9325     0.0769     4.0000     5.0000     8.0000    38.0000     0.0000
 1.800 0.120     7.3295     0.1092     4.0000     6.0000     9.0000    62.0000     0.0000
 1.800 0.100     8.7765     0.1469     5.0000     7.0000    11.0000    74.0000     0.0000
 1.800 0.080    12.5880     0.2490     6.0000    10.0000    15.0000   134.0000     0.0000
 1.800 0.060    21.5170     0.4726     7.0000    14.0000    28.0000   170.0000     0.0000
 1.800 0.040    48.3985     1.1231    14.0000    32.0000    65.0000   454.0000     0.0000
 1.800 0.020   111.8150     2.5179    30.0000    76.0000   158.0000   786.0000     0.0000
 1.600 0.200     5.1390     0.0592     3.0000     5.0000     6.0000    22.0000     0.0000
 1.600 0.180     5.5725     0.0739     3.0000     5.0000     7.0000    69.0000     0.0000
 1.600 0.160     6.1745     0.0779     4.0000     6.0000     8.0000    27.0000     0.0000
 1.600 0.140     7.2160     0.1019     4.0000     6.0000     9.0000    57.0000     0.0000
 1.600 0.120     8.5505     0.1324     5.0000     7.0000    11.0000    71.0000     0.0000
 1.600 0.100    10.2210     0.1604     5.0000     8.0000    13.0000    57.0000     0.0000
 1.600 0.080    14.2225     0.2650     6.0000    11.0000    18.0000   125.0000     0.0000
 1.600 0.060    24.0950     0.5322     9.0000    17.0000    31.0000   279.0000     0.0000
 1.600 0.040    50.8430     1.2128    15.0000    32.0000    68.0000   569.0000     0.0000
 1.600 0.020   116.7370     2.5528    33.0000    79.0000   165.0000   868.0000     0.0000
 1.400 0.200     6.0825     0.0742     4.0000     5.0000     8.0000    30.0000     0.0000
 1.400 0.180     6.6400     0.0840     4.0000     6.0000     8.0000    38.0000     0.0000
 1.400 0.160     7.3445     0.0936     4.0000     7.0000     9.0000    38.0000     0.0000
 1.400 0.140     8.2545     0.1165     5.0000     7.0000    11.0000    51.0000     0.0000
 1.400 0.120    10.2165     0.1511     6.0000     9.0000    13.0000    60.0000     0.0000
 1.400 0.100    12.2840     0.2063     6.0000    10.0000    16.0000   112.0000     0.0000
 1.400 0.080    16.6145     0.2975     8.0000    13.0000    22.0000   149.0000     0.0000
 1.400 0.060    27.0395     0.5616    10.0000    19.0000    34.0000   226.0000     0.0000
 1.400 0.040    55.1930     1.2611    17.0000    37.0000    75.0000   550.0000     0.0000
 1.400 0.020   124.5270     2.7845    37.0000    86.0000   174.0000   975.0000     0.0000
 1.200 0.200     7.5240     0.0969     5.0000     7.0000    10.0000    40.0000     0.0000
 1.200 0.180     8.1355     0.1081     5.0000     7.0000    11.0000    39.0000     0.0000
 1.200 0.160     8.7870     0.1170     5.0000     8.0000    11.0000    40.0000     0.0000
 1.200 0.140    10.5525     0.1535     6.0000     9.0000    13.0000    65.0000     0.0000
 1.200 0.120    12.5140     0.2032     6.0000    10.0000    16.0000    95.0000     0.0000
 1.200 0.100    15.5265     0.2540     8.0000    13.0000    20.0000   102.0000     0.0000
 1.200 0.080    20.8685     0.3794     9.0000    16.0000    28.0000   151.0000     0.0000
 1.200 0.060    32.8325     0.6555    12.0000    24.0000    43.0000   239.0000     0.0000
 1.200 0.040    64.4255     1.3932    20.0000    46.0000    88.0000   543.0000     0.0000
 1.200 0.020   134.1305     3.0426    41.0000    91.0000   185.0000  1123.0000     0.0000
 1.000 0.200     9.6720     0.1293     6.0000     9.0000    12.0000    56.0000     0.0000
 1.000 0.180    10.5230     0.1446     6.0000     9.0000    14.0000    45.0000     0.0000
 1.000 0.160    12.4485     0.1886     7.0000    11.0000    16.0000   104.0000     0.0000
