Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.400 0.060    31.1640     0.6688    11.0000    22.0000    42.0000   289.0000     0.0000
 1.400 0.040    54.5110     1.1383    18.0000    40.0000    74.0000   394.0000     0.0000
 1.400 0.020   117.6250     2.6016    35.0000    86.0000   163.0000  1007.0000     0.0000
 1.200 0.200     7.0985     0.1222     3.0000     6.0000     9.0000    50.0000     0.0000
 1.200 0.180     8.0115     0.1360     4.0000     6.0000    10.0000    59.0000     0.0000
 1.200 0.160     9.6015     0.1737     4.0000     7.0000    13.0000    78.0000     0.0000
 1.200 0.140    11.4935     0.2184     5.0000     9.0000    15.0000    89.0000     0.0000
 1.200 0.120    14.0155     0.2735     6.0000    11.0000    19.0000   125.0000     0.0000
 1.200 0.100    17.9280     0.3688     7.0000    13.0000    24.0000   232.0000     0.0000
 1.200 0.080    25.6025     0.5206    10.0000    19.0000    34.0000   211.0000     0.0000
 1.200 0.060    39.8650     0.8178    14.0000    29.0000    54.0000   291.0000     0.0000
 1.200 0.040    67.1125     1.5028    20.0000    46.0000    93.0000   666.0000     0.0000
 1.200 0.020   138.7635     3.1365    40.0000    97.0000   193.0000  1268.0000     0.0000
 1.000 0.200     8.8810     0.1559     4.0000     7.0000    11.0000    64.0000     0.0000
 1.000 0.180    10.4230     0.1854     5.0000     8.0000    14.0000    85.0000     0.0000
 1.000 0.160    12.2625     0.2242     5.0000     9.0000    16.0000    90.0000     0.0000
 1.000 0.140    14.4055     0.2923     6.0000    11.0000    19.0000   127.0000     0.0000
 1.000 0.120    18.2995     0.3614     7.0000    14.0000    24.0000   158.0000     0.0000
 1.000 0.100    22.9585     0.4721     9.0000    17.0000    30.0000   215.0000     0.0000
 1.000 0.080    32.6545     0.6613    12.0000    24.0000    44.0000   246.0000     0.0000
 1.000 0.060    47.2200     1.0286    15.0000    33.0000    65.0000   349.0000     0.0000
 1.000 0.040    79.3490     1.7828    24.0000    56.0000   108.0000   675.0000     0.0000
 1.000 0.020   148.2505     3.2877    44.0000   109.0000   202.0000  1680.0000     0.0000
 0.800 0.200    12.3535     0.2080     6.0000    10.0000    16.0000    66.0000     0.0000
 0.800 0.180    13.8115     0.2455     6.0000    11.0000    18.0000    88.0000     0.0000
 0.800 0.160    16.5090     0.3106     7.0000    13.0000    21.0000   120.0000     0.0000
 0.800 0.140    19.3125     0.3735     8.0000    15.0000    25.0000   174.0000     0.0000
 0.800 0.120    24.8180     0.4999    10.0000    19.0000    33.0000   229.0000     0.0000
 0.800 0.100    32.8920     0.6906    12.0000    23.0000    44.0000   291.0000     0.0000
 0.800 0.080    43.4930     0.9302    15.0000    31.0000    59.0000   326.0000     0.0000
 0.800 0.060    61.8575     1.3958    19.0000    41.0000    84.0000   666.0000     0.0000
 0.800 0.040    98.6925     2.2982    29.0000    69.0000   131.0000   937.0000     0.0000
 0.800 0.020   160.3680     3.5479    47.0000   109.0000   221.0000  1080.0000     0.0000
 0.600 0.200    18.7820     0.3461     8.0000    15.0000    24.0000   142.0000     0.0000
 0.600 0.180    21.5370     0.3931     9.0000    17.0000    29.0000   119.0000     0.0000
 0.600 0.160    26.1370     0.5239    10.0000    20.0000    34.0000   364.0000     0.0000
 0.600 0.140    30.4855     0.6054    12.0000    23.0000    40.0000   197.0000     0.0000
 0.600 0.120    37.2340     0.7814    14.0000    27.0000    49.0000   342.0000     0.0000
 0.600 0.100    46.8505     0.9738    16.0000    34.0000    63.0000   412.0000     0.0000
 0.600 0.080    64.2415     1.3163    22.0000    47.0000    89.0000   468.0000     0.0000
 0.600 0.060    90.2685     2.0235    29.0000    61.0000   125.0000   692.0000     0.0000
 0.600 0.040   132.6900     3.0008    39.0000    93.0000   180.0000  1163.0000     0.0000
 0.600 0.020   181.0070     4.0765    52.0000   126.0000   252.0000  1443.0000     0.0000
 0.400 0.200    39.5335     0.7934    16.0000    29.0000    51.0000   276.0000     0.0000
 0.400 0.180    45.5800     0.9326    17.0000    33.0000    62.0000   353.0000     0.0000
 0.400 0.160    50.8575     1.0486    18.0000    38.0000    69.0000   425.0000     0.0000
 0.400 0.140    61.0760     1.3003    21.0000    43.0000    84.0000   512.0000     0.0000
 0.400 0.120    69.5295     1.4714    24.0000    50.0000    93.0000   485.0000     0.0000
 0.400 0.100    88.5275     1.8778    32.0000    63.0000   120.0000   915.0000     0.0000
 0.400 0.080   107.1645     2.2671    33.0000    77.0000   148.0000   830.0000     0.0000
 0.400 0.060   133.0710     2.9711    41.0000    95.0000   183.0000  1549.0000     0.0000
 0.400 0.040   161.8985     3.3749    52.0000   122.0000   229.0000  1214.0000     0.0000
 0.400 0.020   196.8120     4.4039    54.0000   136.0000   280.0000  1660.0000     0.0000
 0.200 0.200   125.4025     2.6977    40.0000    91.0000   172.0000  1215.0000     0.0000
 0.200 0.180   137.4760     2.9380    40.0000    97.0000   191.0000  1210.0000     0.0000
 0.200 0.160   136.4945     3.0166    40.0000    97.0000   189.0000  1048.0000     0.0000
 0.200 0.140   153.8240     3.5345    45.0000   102.0000   211.0000  1319.0000     0.0000
 0.200 0.120   164.3920     3.8534    45.0000   112.0000   222.0000  1816.0000     0.0000
 0.200 0.100   173.6020     4.0526    49.0000   114.0000   238.0000  1784.0000     0.0000
 0.200 0.080   185.9310     4.1333    57.0000   130.0000   254.0000  1511.0000     0.0000
 0.200 0.060   189.5425     4.3318    52.0000   133.0000   255.0000  1810.0000     0.0000
 0.200 0.040   208.0880     4.6610    59.0000   143.0000   288.0000  1706.0000     0.0000
 0.200 0.020   205.1365     4.8166    57.0000   140.0000   267.0000  1905.0000     0.0000
