Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.0310     0.0601     2.0000     3.0000     5.0000    21.0000     0.0000
 2.000 0.180     4.5085     0.0725     2.0000     3.0000     6.0000    26.0000     0.0000
 2.000 0.160     5.1930     0.0832     3.0000     4.0000     7.0000    29.0000     0.0000
 2.000 0.140     6.0735     0.1018     3.0000     5.0000     8.0000    39.0000     0.0000
 2.000 0.120     7.3525     0.1313     3.0000     6.0000    10.0000    51.0000     0.0000
 2.000 0.100     9.2800     0.1711     4.0000     7.0000    12.0000    97.0000     0.0000
 2.000 0.080    12.7820     0.2448     5.0000    10.0000    17.0000    98.0000     0.0000
 2.000 0.060    19.7720     0.3895     8.0000    16.0000    26.0000   160.0000     0.0000
 2.000 0.040    37.4165     0.7285    14.0000    28.0000    51.0000   310.0000     0.0000
 2.000 0.020    96.3500     2.1762    28.0000    66.0000   132.0000   894.0000     0.0000
 1.800 0.200     4.5130     0.0721     2.0000     4.0000     6.0000    39.0000     0.0000
 1.800 0.180     5.0860     0.0857     3.0000     4.0000     6.0000    52.0000     0.0000
 1.800 0.160     5.6585     0.0947     3.0000     4.0000     7.0000    41.0000     0.0000
 1.800 0.140     6.8225     0.1198     3.0000     5.0000     9.0000    38.0000     0.0000
 1.800 0.120     8.2655     0.1476     4.0000     6.0000    11.0000    49.0000     0.0000
 1.800 0.100    10.5065     0.1937     5.0000     8.0000    14.0000    64.0000     0.0000
 1.800 0.080    14.6090     0.2994     5.0000    11.0000    19.0000   129.0000     0.0000
 1.800 0.060    21.9645     0.4495     8.0000    16.0000    29.0000   203.0000     0.0000
 1.800 0.040    41.3270     0.8599    14.0000    30.0000    56.0000   275.0000     0.0000
 1.800 0.020   108.0870     2.3922    32.0000    78.0000   145.0000  1081.0000     0.0000
 1.600 0.200     5.0525     0.0800     3.0000     4.0000     7.0000    31.0000     0.0000
 1.600 0.180     5.8885     0.0983     3.0000     5.0000     8.0000    32.0000     0.0000
 1.600 0.160     6.9075     0.1199     3.0000     5.0000     9.0000    53.0000     0.0000
 1.600 0.140     7.9310     0.1513     3.0000     6.0000    11.0000   134.0000     0.0000
 1.600 0.120     9.3070     0.1684     4.0000     7.0000    12.0000    56.0000     0.0000
 1.600 0.100    12.7480     0.2286     5.0000    10.0000    17.0000    77.0000     0.0000
 1.600 0.080    16.0780     0.3135     6.0000    12.0000    21.0000   191.0000     0.0000
 1.600 0.060    26.4765     0.5379     9.0000    20.0000    36.0000   210.0000     0.0000
 1.600 0.040    47.5085     1.0255    16.0000    34.0000    63.0000   400.0000     0.0000
 1.600 0.020   110.6525     2.4683    33.0000    74.0000   153.0000   840.0000     0.0000
 1.400 0.200     5.9965     0.1020     3.0000     5.0000     8.0000    49.0000     0.0000
 1.400 0.180     6.6930     0.1168     3.0000     5.0000     9.0000    46.0000     0.0000
 1.400 0.160     7.7250     0.1330     4.0000     6.0000    10.0000    46.0000     0.0000
 1.400 0.140     9.2040     0.1708     4.0000     7.0000    12.0000    95.0000     0.0000
 1.400 0.120    11.3895     0.2143     5.0000     9.0000    15.0000   108.0000     0.0000
 1.400 0.100    14.7590     0.2806     6.0000    12.0000    20.0000   115.0000     0.0000
 1.400 0.080    20.5335     0.4269     8.0000    15.0000    27.0000   194.0000     0.0000
