Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.8950     0.0566     2.0000     3.0000     5.0000    25.0000     0.0000
 2.000 0.180     4.4030     0.0648     2.0000     4.0000     6.0000    21.0000     0.0000
 2.000 0.160     4.8265     0.0727     3.0000     4.0000     6.0000    33.0000     0.0000
 2.000 0.140     5.8515     0.0919     3.0000     5.0000     8.0000    40.0000     0.0000
 2.000 0.120     7.0000     0.1201     3.0000     6.0000     9.0000    62.0000     0.0000
 2.000 0.100     8.7070     0.1532     4.0000     7.0000    11.0000    61.0000     0.0000
 2.000 0.080    11.7495     0.2117     5.0000     9.0000    16.0000   100.0000     0.0000
 2.000 0.060    18.6055     0.3648     7.0000    14.0000    25.0000   131.0000     0.0000
 2.000 0.040    33.4165     0.6685    12.0000    25.0000    46.0000   250.0000     0.0000
 2.000 0.020    90.5725     1.9769    29.0000    65.0000   123.0000   817.0000     0.0000
 1.800 0.200     4.2880     0.0616     2.0000     4.0000     6.0000    23.0000     0.0000
 1.800 0.180     4.8020     0.0707     3.0000     4.0000     6.0000    23.0000     0.0000
 1.800 0.160     5.6115     0.0879     3.0000     5.0000     7.0000    35.0000     0.0000
 1.800 0.140     6.7525     0.1105     3.0000     6.0000     9.0000    41.0000     0.0000
 1.800 0.120     8.1370     0.1444     4.0000     7.0000    11.0000    90.0000     0.0000
 1.800 0.100    10.0010     0.1744     4.0000     8.0000    13.0000    57.0000     0.0000
 1.800 0.080    13.6875     0.2633     5.0000    10.0000    18.0000    83.0000     0.0000
 1.800 0.060    21.0510     0.4172     8.0000    16.0000    28.0000   168.0000     0.0000
 1.800 0.040    39.6720     0.8587    13.0000    28.0000    53.0000   316.0000     0.0000
 1.800 0.020    99.8645     2.2889    29.0000    68.0000   135.0000   987.0000     0.0000
 1.600 0.200     5.0805     0.0839     3.0000     4.0000     7.0000    35.0000     0.0000
 1.600 0.180     5.5810     0.0874     3.0000     5.0000     7.0000    34.0000     0.0000
 1.600 0.160     6.5295     0.1127     3.0000     5.0000     8.0000    43.0000     0.0000
 1.600 0.140     7.4655     0.1356     3.0000     6.0000    10.0000    85.0000     0.0000
 1.600 0.120     9.0015     0.1633     4.0000     7.0000    12.0000    61.0000     0.0000
 1.600 0.100    11.8560     0.2083     5.0000     9.0000    16.0000    89.0000     0.0000
 1.600 0.080    16.1005     0.3170     6.0000    12.0000    21.0000   124.0000     0.0000
 1.600 0.060    24.4445     0.5003     9.0000    18.0000    32.0000   246.0000     0.0000
 1.600 0.040    47.2345     1.0527    15.0000    32.0000    65.0000   388.0000     0.0000
 1.600 0.020   110.8880     2.4596    34.0000    78.0000   150.0000  1014.0000     0.0000
 1.400 0.200     5.9530     0.0961     3.0000     5.0000     8.0000    41.0000     0.0000
 1.400 0.180     6.3875     0.1054     3.0000     5.0000     8.0000    41.0000     0.0000
 1.400 0.160     7.7510     0.1305     4.0000     6.0000    10.0000    50.0000     0.0000
 1.400 0.140     9.2695     0.1718     4.0000     7.0000    12.0000    84.0000     0.0000
 1.400 0.120    11.3135     0.2061     5.0000     9.0000    15.0000    94.0000     0.0000
 1.400 0.100    14.3625     0.2740     6.0000    11.0000    19.0000   114.0000     0.0000
 1.400 0.080    19.5930     0.3895     8.0000    15.0000    26.0000   203.0000     0.0000
 1.400 0.060    30.5560     0.6198    11.0000    22.0000    42.0000   199.0000     0.0000
 1.400 0.040    54.4100     1.1388    18.0000    39.0000    74.0000   395.0000     0.0000
 1.400 0.020   114.9135     2.5731    36.0000    80.0000   157.0000  1411.0000     0.0000
 1.200 0.200     7.3935     0.1221     4.0000     6.0000     9.0000    44.0000     0.0000
 1.200 0.180     8.3765     0.1425     4.0000     7.0000    11.0000    45.0000     0.0000
 1.200 0.160     9.5750     0.1760     4.0000     8.0000    12.0000   109.0000     0.0000
