Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.9555     0.0564     2.0000     3.0000     5.0000    32.0000     0.0000
 2.000 0.180     4.4010     0.0623     2.0000     4.0000     6.0000    32.0000     0.0000
 2.000 0.160     4.9685     0.0758     3.0000     4.0000     6.0000    41.0000     0.0000
 2.000 0.140     5.6765     0.0894     3.0000     5.0000     7.0000    32.0000     0.0000
 2.000 0.120     6.8385     0.1098     3.0000     6.0000     9.0000    46.0000     0.0000
 2.000 0.100     8.3650     0.1384     4.0000     7.0000    11.0000    60.0000     0.0000
 2.000 0.080    11.5790     0.2097     5.0000     9.0000    15.0000    94.0000     0.0000
 2.000 0.060    18.1300     0.3471     7.0000    14.0000    25.0000   109.0000     0.0000
 2.000 0.040    35.7410     0.7648    13.0000    26.0000    48.0000   396.0000     0.0000
 2.000 0.020    97.6785     2.2732    28.0000    67.0000   130.0000   842.0000     0.0000
 1.800 0.200     4.4480     0.0629     3.0000     4.0000     6.0000    24.0000     0.0000
 1.800 0.180     4.9045     0.0742     3.0000     4.0000     6.0000    28.0000     0.0000
 1.800 0.160     5.5715     0.0853     3.0000     5.0000     7.0000    43.0000     0.0000
 1.800 0.140     6.3555     0.1006     3.0000     5.0000     8.0000    53.0000     0.0000
 1.800 0.120     7.6680     0.1261     4.0000     6.0000    10.0000    47.0000     0.0000
 1.800 0.100     9.9330     0.1760     5.0000     8.0000    13.0000    95.0000     0.0000
 1.800 0.080    13.3700     0.2526     6.0000    10.0000    18.0000   119.0000     0.0000
 1.800 0.060    19.9635     0.3894     8.0000    15.0000    27.0000   169.0000     0.0000
 1.800 0.040    39.7345     0.8319    14.0000    29.0000    53.0000   395.0000     0.0000
 1.800 0.020   106.1300     2.4090    32.0000    73.0000   143.0000  1003.0000     0.0000
 1.600 0.200     4.9745     0.0730     3.0000     4.0000     6.0000    28.0000     0.0000
 1.600 0.180     5.6080     0.0884     3.0000     5.0000     7.0000    33.0000     0.0000
 1.600 0.160     6.3290     0.1011     3.0000     5.0000     8.0000    42.0000     0.0000
 1.600 0.140     7.5305     0.1234     4.0000     6.0000    10.0000    54.0000     0.0000
 1.600 0.120     8.9085     0.1512     4.0000     7.0000    12.0000    72.0000     0.0000
 1.600 0.100    11.2475     0.1950     5.0000     9.0000    15.0000    84.0000     0.0000
 1.600 0.080    15.1110     0.2849     6.0000    12.0000    20.0000   137.0000     0.0000
 1.600 0.060    24.0475     0.4755     9.0000    18.0000    32.0000   162.0000     0.0000
 1.600 0.040    44.4785     0.9445    15.0000    32.0000    60.0000   385.0000     0.0000
 1.600 0.020   113.5320     2.5569    33.0000    76.0000   157.0000   860.0000     0.0000
 1.400 0.200     5.7240     0.0848     3.0000     5.0000     7.0000    26.0000     0.0000
 1.400 0.180     6.3885     0.1017     3.0000     5.0000     8.0000    52.0000     0.0000
 1.400 0.160     7.4930     0.1253     4.0000     6.0000    10.0000    43.0000     0.0000
 1.400 0.140     8.8430     0.1422     4.0000     7.0000    12.0000    58.0000     0.0000
 1.400 0.120    10.4535     0.1758     5.0000     8.0000    14.0000    63.0000     0.0000
 1.400 0.100    13.4450     0.2433     6.0000    10.0000    18.0000    95.0000     0.0000
 1.400 0.080    18.0355     0.3554     7.0000    14.0000    23.0000   152.0000     0.0000
 1.400 0.060    27.5665     0.5636    10.0000    20.0000    37.0000   166.0000     0.0000
 1.400 0.040    52.7790     1.1324    19.0000    38.0000    71.0000   521.0000     0.0000
 1.400 0.020   113.9520     2.5270    31.0000    81.0000   159.0000   836.0000     0.0000
 1.200 0.200     7.0205     0.1121     4.0000     6.0000     9.0000    46.0000     0.0000
 1.200 0.180     7.8500     0.1284     4.0000     6.0000    10.0000    42.0000     0.0000
 1.200 0.160     8.9155     0.1487     4.0000     7.0000    11.0000    56.0000     0.0000
