Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.200 0.140    10.8085     0.1878     5.0000     9.0000    14.0000    64.0000     0.0000
 1.200 0.120    13.2445     0.2376     6.0000    10.0000    18.0000    99.0000     0.0000
 1.200 0.100    16.5960     0.3218     7.0000    13.0000    22.0000   133.0000     0.0000
 1.200 0.080    23.0780     0.4615     9.0000    17.0000    32.0000   200.0000     0.0000
 1.200 0.060    36.1515     0.7512    12.0000    26.0000    49.0000   340.0000     0.0000
 1.200 0.040    62.5565     1.3484    21.0000    45.0000    83.0000   509.0000     0.0000
 1.200 0.020   127.1600     2.7971    38.0000    90.0000   175.0000  1181.0000     0.0000
 1.000 0.200     9.0480     0.1557     4.0000     7.0000    12.0000    84.0000     0.0000
 1.000 0.180    10.3450     0.1853     5.0000     8.0000    13.0000   118.0000     0.0000
 1.000 0.160    12.0030     0.2176     5.0000    10.0000    16.0000   101.0000     0.0000
 1.000 0.140    14.2530     0.2737     6.0000    11.0000    19.0000   132.0000     0.0000
 1.000 0.120    16.8950     0.3218     7.0000    13.0000    22.0000   107.0000     0.0000
 1.000 0.100    22.5580     0.4418     9.0000    17.0000    30.0000   142.0000     0.0000
 1.000 0.080    29.6645     0.5943    11.0000    22.0000    40.0000   189.0000     0.0000
 1.000 0.060    43.6315     0.9167    15.0000    31.0000    59.0000   363.0000     0.0000
 1.000 0.040    76.7425     1.6371    25.0000    55.0000   104.0000   528.0000     0.0000
 1.000 0.020   136.8500     2.9619    39.0000    96.0000   196.0000   988.0000     0.0000
 0.800 0.200    12.1740     0.2071     6.0000    10.0000    16.0000    75.0000     0.0000
 0.800 0.180    14.0590     0.2580     6.0000    11.0000    18.0000   107.0000     0.0000
 0.800 0.160    16.2530     0.2894     7.0000    13.0000    21.0000   125.0000     0.0000
 0.800 0.140    19.2295     0.3534     8.0000    15.0000    25.0000   156.0000     0.0000
 0.800 0.120    23.5575     0.4738     9.0000    17.0000    31.0000   171.0000     0.0000
 0.800 0.100    30.9870     0.6322    11.0000    23.0000    42.0000   229.0000     0.0000
 0.800 0.080    42.3960     0.8714    15.0000    31.0000    57.0000   340.0000     0.0000
 0.800 0.060    60.0115     1.2855    20.0000    43.0000    81.0000   427.0000     0.0000
 0.800 0.040   100.0855     2.1584    30.0000    72.0000   137.0000   733.0000     0.0000
 0.800 0.020   156.0685     3.4574    46.0000   110.0000   216.0000  1564.0000     0.0000
 0.600 0.200    19.6300     0.3671     9.0000    15.0000    25.0000   145.0000     0.0000
 0.600 0.180    21.6555     0.4150    10.0000    17.0000    28.0000   195.0000     0.0000
 0.600 0.160    25.4905     0.4586    11.0000    20.0000    35.0000   156.0000     0.0000
 0.600 0.140    31.3860     0.6133    13.0000    23.0000    42.0000   247.0000     0.0000
 0.600 0.120    37.6665     0.7207    15.0000    29.0000    51.0000   246.0000     0.0000
 0.600 0.100    47.7020     1.0184    17.0000    34.0000    64.0000   488.0000     0.0000
 0.600 0.080    63.0790     1.3291    21.0000    45.0000    87.0000   456.0000     0.0000
 0.600 0.060    87.1590     1.9196    27.0000    62.0000   116.0000   663.0000     0.0000
 0.600 0.040   124.5945     2.7437    38.0000    83.0000   171.0000   828.0000     0.0000
 0.600 0.020   181.9755     4.0826    51.0000   124.0000   252.0000  1265.0000     0.0000
 0.400 0.200    41.1975     0.8074    16.0000    31.0000    55.0000   302.0000     0.0000
 0.400 0.180    46.9180     0.9124    18.0000    36.0000    62.0000   323.0000     0.0000
 0.400 0.160    54.2280     1.0892    21.0000    40.0000    74.0000   335.0000     0.0000
 0.400 0.140    65.4335     1.4038    24.0000    46.0000    88.0000   584.0000     0.0000
 0.400 0.120    74.6455     1.6334    26.0000    53.0000    98.0000   884.0000     0.0000
 0.400 0.100    91.0250     1.9024    30.0000    65.0000   126.0000   644.0000     0.0000
 0.400 0.080   109.5825     2.3917    36.0000    77.0000   151.0000   985.0000     0.0000
 0.400 0.060   138.4255     3.0065    41.0000   100.0000   190.0000  1240.0000     0.0000
 0.400 0.040   171.1335     3.6252    52.0000   123.0000   237.0000  1080.0000     0.0000
 0.400 0.020   199.2760     4.4371    56.0000   137.0000   278.0000  1641.0000     0.0000
 0.200 0.200   127.8165     2.8865    38.0000    86.0000   177.0000  1106.0000     0.0000
 0.200 0.180   142.4320     3.1984    42.0000    97.0000   196.0000  1119.0000     0.0000
 0.200 0.160   153.0540     3.2768    48.0000   112.0000   216.0000  1211.0000     0.0000
 0.200 0.140   156.1525     3.6300    44.0000   104.0000   208.0000  1218.0000     0.0000
 0.200 0.120   167.8000     3.7991    47.0000   118.0000   227.0000  1753.0000     0.0000
 0.200 0.100   180.4100     4.0760    54.0000   126.0000   247.0000  1561.0000     0.0000
 0.200 0.080   192.3050     4.4561    55.0000   134.0000   257.0000  1667.0000     0.0000
 0.200 0.060   204.2350     4.4222    60.0000   150.0000   284.0000  1358.0000     0.0000
 0.200 0.040   200.3700     4.4380    57.0000   135.0000   281.0000  1424.0000     0.0000
 0.200 0.020   205.6470     4.6963    59.0000   140.0000   274.0000  1690.0000     0.0000
