Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.0395     0.0611     2.0000     3.0000     5.0000    27.0000     0.0000
 2.000 0.180     4.5925     0.0672     2.0000     4.0000     6.0000    32.0000     0.0000
 2.000 0.160     5.1560     0.0898     3.0000     4.0000     6.0000    47.0000     0.0000
 2.000 0.140     6.1880     0.1208     3.0000     5.0000     8.0000    69.0000     0.0000
 2.000 0.120     7.9410     0.1773     3.0000     6.0000     9.0000   117.0000     0.0000
 2.000 0.100    10.7045     0.2701     4.0000     7.0000    13.0000   140.0000     0.0000
 2.000 0.080    17.3255     0.4419     5.0000    10.0000    22.0000   229.0000     0.0000
 2.000 0.060    33.2325     0.8164     8.0000    20.0000    45.0000   304.0000     0.0000
 2.000 0.040    64.3915     1.5315    15.0000    43.0000    89.0000   661.0000     0.0000
 2.000 0.020   129.7435     2.9031    36.0000    89.0000   176.0000   953.0000     0.0000
 1.800 0.200     4.4670     0.0658     2.0000     4.0000     6.0000    31.0000     0.0000
 1.800 0.180     5.0230     0.0796     3.0000     4.0000     6.0000    39.0000     0.0000
 1.800 0.160     5.7120     0.0916     3.0000     5.0000     7.0000    55.0000     0.0000
 1.800 0.140     6.5365     0.1151     3.0000     5.0000     8.0000    65.0000     0.0000
 1.800 0.120     8.0625     0.1687     4.0000     6.0000    10.0000   119.0000     0.0000
 1.800 0.100    11.5625     0.2802     5.0000     8.0000    14.0000   142.0000     0.0000
 1.800 0.080    17.7355     0.4231     6.0000    11.0000    23.0000   146.0000     0.0000
 1.800 0.060    34.6270     0.8359     8.0000    21.0000    48.0000   278.0000     0.0000
 1.800 0.040    67.0710     1.5918    16.0000    43.0000    98.0000   758.0000     0.0000
 1.800 0.020   133.3945     3.1178    37.0000    88.0000   184.0000  1545.0000     0.0000
 1.600 0.200     4.9535     0.0695     3.0000     4.0000     6.0000    26.0000     0.0000
 1.600 0.180     5.4495     0.0857     3.0000     4.0000     7.0000    57.0000     0.0000
 1.600 0.160     6.5050     0.1056     3.0000     5.0000     8.0000    52.0000     0.0000
 1.600 0.140     7.3925     0.1319     4.0000     6.0000     9.0000    67.0000     0.0000
 1.600 0.120     9.9075     0.2258     4.0000     7.0000    12.0000   133.0000     0.0000
 1.600 0.100    12.4935     0.3167     5.0000     8.0000    15.0000   212.0000     0.0000
 1.600 0.080    20.5835     0.5334     6.0000    13.0000    26.0000   380.0000     0.0000
 1.600 0.060    37.2340     0.9146     9.0000    24.0000    51.0000   309.0000     0.0000
 1.600 0.040    67.8925     1.5094    19.0000    46.0000    95.0000   529.0000     0.0000
 1.600 0.020   136.4625     3.0553    38.0000    93.0000   193.0000  1111.0000     0.0000
 1.400 0.200     5.5370     0.0830     3.0000     5.0000     7.0000    35.0000     0.0000
 1.400 0.180     6.3310     0.1014     3.0000     5.0000     8.0000    49.0000     0.0000
 1.400 0.160     7.2045     0.1213     4.0000     6.0000     9.0000    57.0000     0.0000
 1.400 0.140     8.6675     0.1741     4.0000     6.0000    11.0000   127.0000     0.0000
 1.400 0.120    11.1155     0.2344     5.0000     8.0000    13.0000   118.0000     0.0000
 1.400 0.100    14.9165     0.3330     6.0000    10.0000    19.0000   145.0000     0.0000
 1.400 0.080    22.5530     0.5317     7.0000    15.0000    29.0000   255.0000     0.0000
 1.400 0.060    40.3220     0.9618    11.0000    26.0000    56.0000   295.0000     0.0000
 1.400 0.040    76.2085     1.7615    21.0000    53.0000   103.0000   661.0000     0.0000
 1.400 0.020   136.7285     3.0820    39.0000    96.0000   187.0000  1160.0000     0.0000
