Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.9420     0.0429     3.0000     4.0000     5.0000    19.0000     0.0000
 2.000 0.180     4.5000     0.0674     3.0000     4.0000     5.0000    50.0000     0.0000
 2.000 0.160     5.0125     0.0891     3.0000     4.0000     6.0000    79.0000     0.0000
 2.000 0.140     6.3765     0.1455     3.0000     5.0000     7.0000    90.0000     0.0000
 2.000 0.120     7.9080     0.1867     4.0000     5.0000     9.0000   100.0000     0.0000
 2.000 0.100    12.1610     0.3070     4.0000     7.0000    14.0000   115.0000     0.0000
 2.000 0.080    20.7525     0.5370     6.0000    12.0000    27.0000   207.0000     0.0000
 2.000 0.060    34.1895     0.8786     8.0000    21.0000    46.0000   492.0000     0.0000
 2.000 0.040    65.3450     1.5078    16.0000    44.0000    92.0000   554.0000     0.0000
 2.000 0.020   128.8280     2.8587    34.0000    87.0000   183.0000   785.0000     0.0000
 1.800 0.200     4.5245     0.0562     3.0000     4.0000     6.0000    28.0000     0.0000
 1.800 0.180     4.9460     0.0715     3.0000     4.0000     6.0000    48.0000     0.0000
 1.800 0.160     5.7845     0.0998     3.0000     5.0000     7.0000    51.0000     0.0000
 1.800 0.140     6.9150     0.1395     4.0000     5.0000     8.0000   106.0000     0.0000
 1.800 0.120     8.6755     0.1988     4.0000     6.0000    10.0000   102.0000     0.0000
 1.800 0.100    13.0415     0.3349     5.0000     8.0000    15.0000   222.0000     0.0000
 1.800 0.080    21.4080     0.5457     6.0000    12.0000    28.0000   218.0000     0.0000
 1.800 0.060    35.7860     0.8660     8.0000    22.0000    49.0000   279.0000     0.0000
 1.800 0.040    67.0185     1.5953    18.0000    43.0000    92.0000   583.0000     0.0000
 1.800 0.020   124.9075     2.9497    36.0000    82.0000   170.0000  1205.0000     0.0000
 1.600 0.200     5.0390     0.0674     3.0000     4.0000     6.0000    51.0000     0.0000
 1.600 0.180     5.8400     0.0831     4.0000     5.0000     7.0000    55.0000     0.0000
 1.600 0.160     6.7020     0.1225     4.0000     6.0000     8.0000    86.0000     0.0000
 1.600 0.140     7.7915     0.1502     4.0000     6.0000     9.0000   104.0000     0.0000
 1.600 0.120    10.3365     0.2539     5.0000     7.0000    12.0000   183.0000     0.0000
 1.600 0.100    14.7280     0.3666     5.0000     9.0000    17.0000   167.0000     0.0000
 1.600 0.080    22.9950     0.5775     7.0000    13.0000    30.0000   212.0000     0.0000
 1.600 0.060    39.2640     0.9455    10.0000    23.0000    55.0000   307.0000     0.0000
 1.600 0.040    70.1635     1.6973    17.0000    45.0000    93.0000   549.0000     0.0000
 1.600 0.020   129.5335     3.0255    32.0000    87.0000   179.0000  1003.0000     0.0000
 1.400 0.200     6.2670     0.0798     4.0000     6.0000     8.0000    32.0000     0.0000
 1.400 0.180     6.7555     0.0933     4.0000     6.0000     8.0000    55.0000     0.0000
 1.400 0.160     7.7180     0.1210     4.0000     7.0000     9.0000    65.0000     0.0000
 1.400 0.140     9.2080     0.1853     5.0000     7.0000    11.0000   157.0000     0.0000
 1.400 0.120    11.5800     0.2527     5.0000     8.0000    13.0000   137.0000     0.0000
 1.400 0.100    16.8355     0.4028     6.0000    11.0000    20.0000   161.0000     0.0000
 1.400 0.080    25.0395     0.5744     8.0000    15.0000    33.0000   268.0000     0.0000
 1.400 0.060    42.4530     1.0205    12.0000    26.0000    58.0000   364.0000     0.0000
 1.400 0.040    73.2000     1.6855    19.0000    49.0000   103.0000   527.0000     0.0000
 1.400 0.020   132.8055     2.9309    39.0000    91.0000   184.0000  1096.0000     0.0000
 1.200 0.200     7.3420     0.0992     4.0000     7.0000     9.0000    36.0000     0.0000
 1.200 0.180     8.2630     0.1194     5.0000     7.0000    10.0000    52.0000     0.0000
 1.200 0.160     9.5755     0.1551     5.0000     8.0000    12.0000    95.0000     0.0000
 1.200 0.140    11.1890     0.2001     6.0000     9.0000    14.0000   118.0000     0.0000
 1.200 0.120    13.8590     0.2732     7.0000    11.0000    17.0000   125.0000     0.0000
 1.200 0.100    19.2795     0.4232     8.0000    13.0000    23.0000   196.0000     0.0000
 1.200 0.080    28.4945     0.6397    10.0000    19.0000    38.0000   253.0000     0.0000
 1.200 0.060    46.7485     1.0485    14.0000    32.0000    63.0000   485.0000     0.0000
 1.200 0.040    80.2385     1.8454    21.0000    54.0000   110.0000   557.0000     0.0000
 1.200 0.020   136.7430     3.0805    41.0000    97.0000   185.0000  1074.0000     0.0000
 1.000 0.200    10.0055     0.1394     6.0000     9.0000    13.0000    70.0000     0.0000
 1.000 0.180    10.6770     0.1618     6.0000     9.0000    13.0000    79.0000     0.0000
 1.000 0.160    12.2120     0.1945     7.0000    10.0000    15.0000   110.0000     0.0000
 1.000 0.140    14.1600     0.2369     7.0000    12.0000    18.0000   129.0000     0.0000
 1.000 0.120    17.9850     0.3370     9.0000    14.0000    22.0000   133.0000     0.0000
 1.000 0.100    23.7425     0.5164    10.0000    17.0000    29.0000   198.0000     0.0000
 1.000 0.080    33.8560     0.7699    12.0000    23.0000    44.0000   586.0000     0.0000
 1.000 0.060    53.6970     1.2331    17.0000    36.0000    72.0000   553.0000     0.0000
 1.000 0.040    90.3310     2.1156    24.0000    61.0000   120.0000   945.0000     0.0000
 1.000 0.020   149.5395     3.2941    43.0000   105.0000   204.0000  1192.0000     0.0000
 0.800 0.200    13.8910     0.1964     8.0000    12.0000    18.0000    73.0000     0.0000
 0.800 0.180    15.0895     0.2228     8.0000    13.0000    20.0000    90.0000     0.0000
 0.800 0.160    17.9905     0.2955     9.0000    15.0000    23.0000   131.0000     0.0000
 0.800 0.140    20.5095     0.3503    10.0000    17.0000    26.0000   177.0000     0.0000
 0.800 0.120    24.2300     0.4451    12.0000    19.0000    31.0000   261.0000     0.0000
 0.800 0.100    32.7190     0.6313    14.0000    25.0000    42.0000   226.0000     0.0000
 0.800 0.080    44.3150     0.8983    16.0000    32.0000    59.0000   324.0000     0.0000
 0.800 0.060    68.2395     1.4822    22.0000    47.0000    94.0000   591.0000     0.0000
 0.800 0.040   104.1995     2.3320    31.0000    72.0000   143.0000   935.0000     0.0000
 0.800 0.020   156.0635     3.4823    47.0000   106.0000   214.0000  1189.0000     0.0000
 0.600 0.200    23.6775     0.4004    12.0000    20.0000    31.0000   204.0000     0.0000
 0.600 0.180    28.0555     0.4668    13.0000    23.0000    37.0000   166.0000     0.0000
 0.600 0.160    30.4990     0.5249    14.0000    25.0000    40.0000   234.0000     0.0000
 0.600 0.140    35.2055     0.6273    16.0000    28.0000    46.0000   304.0000     0.0000
 0.600 0.120    42.1590     0.8113    18.0000    33.0000    55.0000   332.0000     0.0000
 0.600 0.100    51.8000     1.0238    20.0000    39.0000    69.0000   374.0000     0.0000
 0.600 0.080    68.2065     1.4086    24.0000    49.0000    93.0000   491.0000     0.0000
 0.600 0.060    90.7110     1.8456    32.0000    65.0000   125.0000   647.0000     0.0000
 0.600 0.040   123.8610     2.7143    40.0000    88.0000   168.0000  1105.0000     0.0000
 0.600 0.020   176.2305     3.9156    51.0000   125.0000   241.0000  1475.0000     0.0000
 0.400 0.200    56.2105     1.0970    21.0000    43.0000    76.0000   396.0000     0.0000
 0.400 0.180    60.9410     1.2560    22.0000    46.0000    82.0000   450.0000     0.0000
 0.400 0.160    68.6565     1.3557    26.0000    51.0000    94.0000   478.0000     0.0000
 0.400 0.140    78.0670     1.5798    29.0000    58.0000   104.0000   512.0000     0.0000
 0.400 0.120    92.1440     1.8633    32.0000    69.0000   127.0000   665.0000     0.0000
 0.400 0.100   106.1900     2.2202    36.0000    77.0000   149.0000   796.0000     0.0000
 0.400 0.080   120.9720     2.6171    40.0000    87.0000   164.0000  1604.0000     0.0000
