Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 0.400 0.060   141.6120     3.0536    43.0000    99.0000   198.0000  1058.0000     0.0000
 0.400 0.040   171.1085     3.6868    51.0000   126.0000   233.0000  1669.0000     0.0000
 0.400 0.020   191.4955     4.2145    57.0000   135.0000   270.0000  1334.0000     0.0000
 0.200 0.200   149.8310     3.2440    45.0000   106.0000   208.0000  1281.0000     0.0000
 0.200 0.180   157.4925     3.5350    48.0000   110.0000   217.0000  1374.0000     0.0000
 0.200 0.160   160.2000     3.5995    49.0000   110.0000   219.0000  1251.0000     0.0000
 0.200 0.140   167.7770     3.7426    49.0000   116.0000   235.0000  1247.0000     0.0000
 0.200 0.120   170.9230     3.8082    49.0000   117.0000   236.0000  1183.0000     0.0000
 0.200 0.100   175.2025     4.0155    48.0000   119.0000   248.0000  1636.0000     0.0000
 0.200 0.080   182.4660     4.0044    55.0000   130.0000   258.0000  1564.0000     0.0000
 0.200 0.060   190.6670     4.3283    54.0000   132.0000   265.0000  1597.0000     0.0000
 0.200 0.040   198.5550     4.4895    54.0000   138.0000   278.0000  2000.0000     0.0000
 0.200 0.020   192.6925     4.6065    51.0000   131.0000   255.0000  1799.0000     0.0000
