Iter_Limit,  Result_ARL,  Total_Calc_Time(s)
      3.514942      216.295400       1801.1327
      3.514942      212.700800       1766.2614
      3.514942      218.992800       1828.6662
      3.514942      213.607200       1779.6807
      3.514942      217.302000       1815.5894
      3.514942      214.944400       1790.3105
      3.514942      217.029200       1783.1652
      3.514942      211.584600       1740.1235
      3.514942      219.190600       1803.8684
      3.514942      219.638000       1805.1739
      3.514942      218.049200       1790.4223
      3.514942      215.031800       1769.4058
      3.514942      213.138400       1751.3258
      3.514942      218.612000       1798.1265
      3.514942      217.647400       1792.8930
      3.514942      210.283400       1735.6457
      3.514942      218.718400       1795.7134
      3.514942      214.215600       1763.0006
      3.514942      212.865800       1756.2949
      3.514942      223.744200       1839.1131
      3.514942      220.853000       1813.4341
      3.514942      215.059800       1768.9326
      3.514942      212.860600       1752.5635
      3.514942      216.727600       1809.5636
      3.514942      216.361600       1776.9326
      3.514942      216.707000       1793.9265
      3.514942      212.907200       1773.2626
      3.514942      218.181400       1820.7557
      3.514942      216.536800       1809.1600
      3.514942      220.316400       1833.8447
      3.514942      216.119600       1774.0703
      3.514942      207.549400       1701.6783
      3.514942      218.357800       1808.2786
      3.514942      215.134600       1794.9460
      3.514942      212.379400       1752.6514
      3.514942      216.521800       1777.6100
      3.514942      211.338800       1735.1509
      3.514942      215.949600       1774.3101
      3.514942      214.135000       1759.5355
      3.514942      213.927400       1760.1436
      3.514942      217.172600       1784.4712
      3.514942      215.466800       1767.8597
      3.514942      212.358200       1765.0668
      3.514942      216.121000       1805.7998
      3.514942      217.792000       1820.0128
      3.514942      216.168600       1798.1481
      3.514942      216.249600       1810.7207
      3.514942      217.332800       1809.1328
      3.514942      212.371400       1768.2359
      3.514942      215.250800       1792.3636
      3.514942      218.313400       1819.7818
      3.514942      218.985600       1824.1938
      3.514942      207.762200       1732.4158
      3.514942      217.292400       1808.3009
      3.514942      219.488000       1828.2552
      3.514942      217.482800       1814.2699
      3.514942      213.961000       1780.5807
      3.514942      209.576800       1747.3605
      3.514942      213.792000       1783.1106
      3.514942      212.251800       1768.2537
      3.514942      217.501600       1809.3127
      3.514942      208.246400       1731.6352
      3.514942      211.417600       1760.3430
      3.514942      217.552200       1815.1535
      3.514942      211.109200       1758.0305
      3.514942      211.000400       1761.6053
      3.514942      215.416600       1793.3522
      3.514942      219.391800       1831.7048
      3.514942      219.456000       1828.8497
      3.514942      216.594000       1806.9613
      3.514942      216.304200       1805.1340
      3.514942      215.687400       1797.7030
      3.514942      214.971200       1799.1419
      3.514942      214.999800       1830.1711
      3.514942      218.604400       1823.5357
      3.514942      215.669800       1784.8403
      3.514942      219.040000       1807.7386
      3.514942      219.193000       1799.4860
      3.514942      215.804000       1769.4773
      3.514942      217.995800       1791.4981
      3.514942      216.727600       1781.3715
      3.514942      216.889000       1782.7438
      3.514942      210.466600       1730.7073
      3.514942      219.116200       1793.9185
      3.514942      217.175000       1778.7253
      3.514942      216.351000       1778.4869
      3.514942      208.832400       1711.7442
      3.514942      215.832200       1770.9773
      3.514942      216.057200       1772.2279
      3.514942      216.072400       1795.1834
      3.514942      214.889400       1790.9284
      3.514942      219.991200       1829.8119
      3.514942      216.572800       1804.8337
      3.514942      217.340600       1813.0684
      3.514942      214.628400       1789.1107
      3.514942      219.979200       1833.5389
      3.514942      217.388400       1814.2340
      3.514942      213.866000       1784.2468
      3.514942      216.385000       1805.9540
      3.514942      212.590600       1767.7769
      3.514942      215.521200       1796.1903
      3.514942      219.237600       1824.1635
      3.514942      215.416000       1795.4866
      3.514942      218.202200       1824.4433
      3.514942      216.556600       1808.8825
      3.514942      214.404800       1793.3189
      3.514942      217.220600       1818.1019
      3.514942      221.228800       1848.4332
      3.514942      213.399800       1779.5587
      3.514942      213.794000       1781.1324
      3.514942      210.009800       1751.6174
      3.514942      217.952600       1814.4941
      3.514942      214.994800       1793.7279
      3.514942      217.654000       1812.4051
      3.514942      215.773000       1793.2991
      3.514942      217.952200       1816.1741
      3.514942      218.606400       1872.5101
      3.514942      217.039600       1810.5544
      3.514942      221.657600       1843.0324
      3.514942      212.089800       1766.5839
      3.514942      214.964200       1794.7836
      3.514942      215.622000       1798.9478
      3.514942      213.635400       1776.8187
      3.514942      216.775400       1795.8351
      3.514942      214.310600       1758.0897
      3.514942      215.113400       1767.7707
      3.514942      215.826800       1772.4049
      3.514942      209.901000       1722.7684
      3.514942      217.374400       1783.8495
      3.514942      215.318400       1766.3175
      3.514942      216.479400       1780.2569
      3.514942      213.491200       1754.1137
      3.514942      212.221200       1744.3370
      3.514942      216.330600       1778.2294
      3.514942      214.244600       1761.4994
      3.514942      214.524600       1775.5070
      3.514942      216.559200       1778.5355
      3.514942      211.610800       1762.4044
      3.514942      212.848000       1772.6451
      3.514942      215.947600       1833.7667
      3.514942      216.557000       1806.8096
      3.514942      215.996800       1797.9975
      3.514942      208.201000       1737.4694
      3.514942      210.971400       1760.3108
      3.514942      217.845200       1817.0993
      3.514942      215.457000       1797.8345
      3.514942      208.753000       1739.0808
      3.514942      212.364400       1768.4258
      3.514942      212.063400       1766.5352
      3.514942      215.697000       1797.9773
      3.514942      213.100800       1774.9407
      3.514942      216.040600       1835.7846
      3.514942      215.177800       1794.8573
      3.514942      211.712800       1766.2023
      3.514942      217.273600       1782.8111
      3.514942      211.688000       1737.2884
      3.514942      215.066600       1768.5671
      3.514942      218.649400       1795.3408
      3.514942      215.150600       1767.7205
      3.514942      211.693800       1760.6116
      3.514942      216.166600       1802.9688
      3.514942      212.704000       1760.5866
      3.514942      214.539400       1763.3911
      3.514942      217.408200       1788.0450
      3.514942      221.374800       1817.2727
      3.514942      208.067600       1710.7890
      3.514942      214.103000       1762.4065
      3.514942      218.353800       1801.7309
      3.514942      209.254600       1718.4622
      3.514942      216.173000       1772.6942
      3.514942      212.991400       1747.1153
      3.514942      215.998000       1775.6121
      3.514942      217.978600       1789.2137
      3.514942      216.116200       1776.0218
      3.514942      218.469600       1793.6300
      3.514942      214.433200       1801.2744
      3.514942      214.308400       1762.6854
      3.514942      217.863600       1835.0738
      3.514942      222.130800       1849.0424
      3.514942      216.043800       1798.3487
      3.514942      212.011200       1768.2050
      3.514942      210.834800       1763.9714
      3.514942      211.046600       1760.7108
      3.514942      215.410000       1790.5689
      3.514942      213.441000       1767.4266
      3.514942      217.745600       1784.5867
      3.514942      214.691200       1778.6288
      3.514942      216.536000       1799.9516
      3.514942      211.760200       1765.6227
      3.514942      213.993600       1780.5836
      3.514942      209.045600       1746.8511
      3.514942      216.362800       1789.9448
      3.514942      218.003800       1788.3857
      3.514942      216.714000       1781.6127
      3.514942      216.163600       1774.5554
      3.514942      211.911600       1748.0351
      3.514942      221.207000       1822.7330
      3.514942      217.211600       1781.5323
      3.514942      221.046600       1815.5031
      3.514942      212.735800       1743.5882
      3.514942      216.879400       1775.8182
      3.514942      218.954400       1799.2126
      3.514942      215.669600       1768.6465
      3.514942      210.988000       1731.9094
      3.514942      214.412000       1764.0161
      3.514942      214.391600       1760.4886
      3.514942      217.376400       1784.5748
      3.514942      217.008200       1778.3538
      3.514942      217.140400       1781.0040
      3.514942      212.404200       1741.3467
      3.514942      216.408000       1777.4975
      3.514942      222.721600       1845.4901
      3.514942      210.691600       1761.1447
      3.514942      213.354600       1777.6280
      3.514942      216.488400       1801.7847
      3.514942      214.685600       1761.4846
      3.514942      217.429400       1781.3632
      3.514942      214.144600       1759.4524
      3.514942      220.477400       1809.4044
      3.514942      219.647800       1801.1481
      3.514942      213.742200       1780.3581
      3.514942      210.417000       1754.3429
      3.514942      215.677800       1796.4620
      3.514942      214.017400       1759.0385
      3.514942      214.462600       1763.2435
      3.514942      214.875800       1764.7160
      3.514942      217.481400       1814.1144
      3.514942      214.975600       1800.0690
      3.514942      218.018200       1816.3931
      3.514942      221.332000       1849.7662
      3.514942      216.063000       1798.1327
      3.514942      209.067200       1736.3138
      3.514942      213.976400       1787.1106
      3.514942      213.050400       1776.2953
      3.514942      214.377800       1784.6890
      3.514942      214.405200       1787.8512
      3.514942      209.616000       1770.7741
      3.514942      213.338000       1778.2856
      3.514942      212.660800       1769.0296
      3.514942      215.223200       1790.8743
      3.514942      208.764600       1741.1771
      3.514942      220.245200       1833.1168
      3.514942      212.189400       1767.3662
      3.514942      218.897400       1824.3209
      3.514942      212.860400       1771.9158
      3.514942      210.877200       1742.5549
      3.514942      219.664000       1799.6999
      3.514942      210.292400       1726.8606
      3.514942      212.759600       1744.9843
      3.514942      213.322200       1749.0977
      3.514942      215.932400       1772.7127
      3.514942      218.526800       1803.8318
      3.514942      216.314600       1777.9521
      3.514942      214.998800       1765.7427
      3.514942      213.160200       1752.8348
      3.514942      209.653200       1722.3804
      3.514942      211.437800       1736.3129
      3.514942      215.885000       1779.2162
      3.514942      221.506000       1814.9039
      3.514942      213.125400       1759.6139
      3.514942      214.249800       1758.9716
      3.514942      212.933200       1787.0863
      3.514942      217.396000       1817.6077
      3.514942      213.216000       1776.9742
      3.514942      214.183400       1784.8571
      3.514942      213.449600       1779.3637
      3.514942      217.415400       1812.0559
      3.514942      214.670200       1790.6806
      3.514942      213.290200       1774.0524
      3.514942      215.628600       1793.2604
      3.514942      215.022400       1787.8051
      3.514942      217.301400       1814.0725
      3.514942      210.098400       1748.5429
      3.514942      218.526200       1819.5828
      3.514942      220.228800       1831.6879
      3.514942      211.668200       1756.7941
      3.514942      213.749200       1767.2806
      3.514942      219.745400       1820.0458
      3.514942      215.297200       1789.8892
      3.514942      214.701800       1762.0278
      3.514942      218.154600       1790.6266
      3.514942      214.987600       1762.2560
      3.514942      212.920800       1745.3639
      3.514942      216.142200       1774.3025
      3.514942      211.239800       1736.8031
      3.514942      213.687000       1756.4148
      3.514942      218.005600       1788.7062
      3.514942      212.429000       1746.3763
      3.514942      217.116200       1781.3279
      3.514942      221.630000       1834.0687
      3.514942      207.491000       1727.3549
      3.514942      214.252200       1782.2743
      3.514942      215.656800       1796.4442
      3.514942      216.141000       1799.5393
      3.514942      216.587800       1807.1322
      3.514942      216.285200       1806.9426
      3.514942      215.011400       1806.8844
      3.514942      213.378400       1779.6015
      3.514942      214.632400       1766.3687
      3.514942      214.642800       1762.4904
      3.514942      211.031200       1750.2797
      3.514942      210.652200       1756.1237
      3.514942      221.481200       1815.8958
      3.514942      218.025400       1792.3125
      3.514942      209.316400       1717.5007
      3.514942      214.798800       1800.8107
      3.514942      214.283800       1783.7621
      3.514942      213.908400       1781.4318
      3.514942      211.840200       1771.0983
      3.514942      213.910600       1782.0732
      3.514942      217.102400       1808.8719
      3.514942      216.641000       1806.9384
      3.514942      215.315200       1790.8038
      3.514942      214.579000       1787.6386
      3.514942      212.800200       1771.5658
      3.514942      212.478200       1776.9478
      3.514942      209.832600       1754.7400
      3.514942      216.084800       1797.5084
      3.514942      216.997200       1809.9137
      3.514942      214.951000       1794.1922
      3.514942      214.322600       1783.2135
      3.514942      216.500400       1800.6054
      3.514942      217.396400       1809.3760
      3.514942      217.831000       1815.2949
      3.514942      215.564600       1797.4361
      3.514942      209.960600       1750.1553
      3.514942      211.254600       1762.9799
      3.514942      222.636600       1861.8610
      3.514942      211.116800       1757.5773
      3.514942      216.589400       1808.5561
      3.514942      213.716400       1784.7237
      3.514942      212.630800       1773.6710
      3.514942      214.167800       1783.4816
      3.514942      214.657600       1807.3353
      3.514942      215.232800       1796.1441
      3.514942      212.395400       1770.2615
      3.514942      213.972200       1790.3579
      3.514942      213.355400       1778.4016
      3.514942      208.616200       1722.5427
      3.514942      215.676200       1768.9404
      3.514942      211.295600       1732.0430
      3.514942      213.755400       1753.9670
      3.514942      215.837800       1769.2106
      3.514942      215.589000       1769.4949
      3.514942      210.076000       1724.5420
      3.514942      211.337400       1738.0609
      3.514942      217.781000       1822.5021
      3.514942      219.385600       1801.3469
      3.514942      216.033400       1790.0749
      3.514942      218.209200       1788.3109
      3.514942      214.884800       1765.4967
      3.514942      216.089000       1797.3149
      3.514942      216.886400       1802.7992
      3.514942      216.272800       1806.1738
      3.514942      214.320000       1787.4729
      3.514942      213.996800       1810.0005
      3.514942      218.328600       1812.7865
      3.514942      216.913000       1804.7350
      3.514942      208.315800       1766.6557
      3.514942      213.227600       1807.8448
      3.514942      213.999400       1816.6638
      3.514942      214.445600       1822.2997
      3.514942      216.122800       1839.5565
      3.514942      215.721000       1802.5778
      3.514942      213.498400       1773.7248
      3.514942      216.632400       1804.6932
      3.514942      218.751800       1823.1650
      3.514942      214.609000       1760.8481
      3.514942      217.152600       1783.8813
      3.514942      213.799000       1753.4568
      3.514942      217.461200       1784.0029
      3.514942      210.574600       1727.1618
      3.514942      217.869600       1787.6786
      3.514942      219.276800       1818.4876
      3.514942      219.075800       1823.9241
      3.514942      213.733400       1780.8797
      3.514942      214.168400       1785.4867
      3.514942      215.425200       1806.2248
      3.514942      212.037400       1773.6597
      3.514942      212.869200       1774.6661
      3.514942      215.212600       1791.8932
      3.514942      209.698600       1748.5347
      3.514942      214.197000       1783.9880
      3.514942      213.883600       1781.2846
      3.514942      210.396400       1752.6823
      3.514942      214.372400       1783.1688
      3.514942      218.667600       1822.7461
      3.514942      215.406600       1790.0318
      3.514942      222.268400       1855.1426
      3.514942      218.874800       1827.1197
      3.514942      221.489400       1841.1965
      3.514942      215.040800       1789.3150
      3.514942      217.455000       1812.4444
      3.514942      212.771200       1771.8045
      3.514942      211.937800       1762.7065
      3.514942      219.326800       1829.4021
      3.514942      214.680000       1782.7860
      3.514942      219.494200       1825.6586
      3.514942      214.521600       1788.4145
      3.514942      221.015800       1845.4856
      3.514942      214.750200       1786.0694
      3.514942      216.792800       1809.4908
      3.514942      209.197600       1746.6198
      3.514942      215.229400       1797.7307
      3.514942      215.937600       1797.8251
      3.514942      208.708000       1738.6390
      3.514942      211.180000       1759.6364
      3.514942      220.814600       1841.3646
      3.514942      213.899400       1787.6079
      3.514942      210.746000       1756.4327
      3.514942      219.531000       1850.3716
      3.514942      214.490400       1759.0733
      3.514942      213.530200       1751.3040
      3.514942      211.660000       1736.8739
      3.514942      218.669000       1794.9011
      3.514942      220.750800       1812.2177
      3.514942      216.970800       1780.9036
      3.514942      213.823600       1753.4504
      3.514942      218.482400       1795.5885
      3.514942      219.019400       1797.2380
      3.514942      214.844800       1761.4100
      3.514942      216.879200       1800.3120
      3.514942      213.324400       1778.3546
      3.514942      217.397800       1813.1033
      3.514942      214.172600       1764.1218
      3.514942      212.628600       1745.1102
      3.514942      219.295600       1809.1312
      3.514942      215.146000       1780.8454
      3.514942      209.780600       1721.6915
      3.514942      215.988800       1774.5209
      3.514942      218.368600       1791.4531
      3.514942      218.703200       1826.4910
      3.514942      217.743000       1813.7600
      3.514942      216.874000       1784.4288
      3.514942      215.359400       1770.1622
      3.514942      213.203600       1760.2300
      3.514942      215.195000       1801.9958
      3.514942      213.030400       1770.9901
      3.514942      211.833000       1772.2841
      3.514942      219.156600       1825.5314
      3.514942      215.126800       1805.6459
      3.514942      216.822800       1807.0173
      3.514942      220.106200       1826.5914
      3.514942      216.665400       1802.3886
      3.514942      218.677400       1822.2793
      3.514942      211.699200       1762.3967
      3.514942      217.350400       1815.7955
      3.514942      214.860800       1790.2276
      3.514942      212.161800       1769.4155
      3.514942      215.723400       1798.0704
      3.514942      213.476600       1777.7623
      3.514942      217.481800       1816.1411
      3.514942      216.283000       1805.1855
      3.514942      213.694800       1774.4437
      3.514942      214.043000       1783.6287
      3.514942      220.475800       1811.9143
      3.514942      210.529200       1745.4292
      3.514942      212.437200       1767.6744
      3.514942      218.334200       1819.8224
      3.514942      212.095800       1770.1375
      3.514942      214.509000       1788.8945
      3.514942      216.400600       1803.1064
      3.514942      217.580000       1813.8033
      3.514942      215.404400       1792.5152
      3.514942      217.134800       1797.0689
      3.514942      212.319000       1742.9810
      3.514942      213.817200       1760.8900
      3.514942      213.998400       1756.5522
      3.514942      216.496600       1796.8844
      3.514942      216.685400       1818.0422
      3.514942      219.055200       1868.1088
      3.514942      212.177000       1764.9451
      3.514942      216.699800       1805.3629
      3.514942      217.954800       1813.8655
      3.514942      209.626400       1747.7106
      3.514942      214.833000       1791.9946
      3.514942      220.956000       1842.7532
      3.514942      215.789800       1816.8203
      3.514942      211.649800       1764.9032
      3.514942      217.074200       1812.5278
      3.514942      209.751600       1750.0333
      3.514942      211.929400       1764.5795
      3.514942      218.358800       1822.1421
      3.514942      212.841600       1776.9557
      3.514942      217.337000       1814.3460
      3.514942      212.041600       1763.4839
      3.514942      211.483400       1760.5795
      3.514942      213.511000       1786.1140
      3.514942      217.298200       1805.3000
      3.514942      209.938000       1749.9527
      3.514942      216.041200       1796.6610
      3.514942      216.510400       1802.7089
      3.514942      215.382600       1791.8829
      3.514942      215.071000       1789.6992
      3.514942      216.101600       1802.1386
      3.514942      217.530400       1809.9310
      3.514942      218.257800       1824.9049
      3.514942      213.827800       1783.8553
      3.514942      210.849400       1756.3286
      3.514942      211.247200       1765.1232
      3.514942      217.814000       1814.9493
      3.514942      219.704000       1837.4871
      3.514942      215.191000       1791.6830
      3.514942      216.069400       1798.8412
      3.514942      216.680400       1807.0585
      3.514942      213.223200       1772.0021
      3.514942      214.143600       1790.3353
      3.514942      217.141400       1806.0688
      3.514942      213.422200       1776.3815
      3.514942      213.791400       1781.5678
      3.514942      210.575200       1738.8765
      3.514942      210.845600       1729.4284
      3.514942      213.337000       1749.0200
      3.514942      210.105600       1728.2168
      3.514942      215.262400       1771.5295
      3.514942      217.768600       1784.3701
      3.514942      215.205000       1765.9132
      3.514942      219.881600       1808.2807
      3.514942      209.523400       1718.7642
      3.514942      215.015000       1765.1481
      3.514942      217.805800       1796.5272
      3.514942      211.938600       1765.4573
      3.514942      211.586200       1763.6950
      3.514942      212.230400       1763.8593
      3.514942      214.752400       1786.5801
      3.514942      214.841200       1795.7506
      3.514942      220.689800       1812.8433
      3.514942      216.366600       1779.4054
      3.514942      215.086800       1767.5628
      3.514942      219.706200       1807.6872
      3.514942      216.655600       1777.3791
      3.514942      214.913200       1772.7715
      3.514942      216.566200       1775.8917
      3.514942      212.976800       1746.7102
      3.514942      214.817400       1762.2668
      3.514942      212.224000       1742.8255
      3.514942      210.729800       1732.6382
      3.514942      214.822400       1764.2443
      3.514942      214.969000       1763.1987
      3.514942      217.267200       1784.5000
      3.514942      209.995200       1727.4666
      3.514942      218.995400       1796.5085
      3.514942      217.010600       1780.5291
      3.514942      215.485000       1771.6566
      3.514942      217.007000       1780.8488
      3.514942      212.438200       1755.4503
      3.514942      211.145600       1756.0078
      3.514942      211.988000       1766.6766
      3.514942      218.123800       1821.2732
      3.514942      213.092800       1777.0552
      3.514942      216.951200       1806.8553
      3.514942      217.649800       1813.6532
      3.514942      216.409400       1800.9594
      3.514942      212.874000       1813.0437
      3.514942      216.726000       1806.4828
      3.514942      213.920200       1788.3058
      3.514942      220.038200       1839.3934
      3.514942      215.895600       1804.4153
      3.514942      214.535400       1790.6414
      3.514942      214.721800       1790.9649
      3.514942      213.401200       1781.8817
      3.514942      214.588200       1791.2765
      3.514942      214.089400       1779.8575
      3.514942      213.529200       1778.2662
      3.514942      209.125800       1744.7795
      3.514942      213.913800       1785.9572
      3.514942      216.776200       1810.2448
      3.514942      214.835000       1795.2051
      3.514942      211.302800       1730.9970
      3.514942      218.205200       1790.1717
      3.514942      215.901600       1776.6763
      3.514942      218.867400       1797.3390
      3.514942      214.668400       1763.0636
      3.514942      216.330400       1788.1197
      3.514942      216.001800       1799.6731
      3.514942      218.444200       1820.8572
      3.514942      219.407800       1829.0047
      3.514942      212.761400       1772.0471
      3.514942      213.058000       1764.7912
      3.514942      210.277000       1722.7369
      3.514942      213.565600       1756.7861
      3.514942      209.121800       1717.0395
      3.514942      214.721000       1763.6202
      3.514942      223.400000       1831.3909
      3.514942      215.500000       1766.2390
      3.514942      215.647600       1772.9244
      3.514942      215.368600       1773.4595
      3.514942      213.983400       1864.1896
