Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   181.8176     2.5317    52.0000   127.0000   256.0000  1592.0000     0.0000
 0.500 0.050   128.0606     1.7562    39.0000    93.0000   178.0000  1129.0000     0.0000
 0.500 0.100    65.9154     0.8688    23.0000    48.0000    89.0000   561.0000     0.0000
 1.000 0.020   142.0606     1.9807    42.0000    99.0000   195.0000  1176.0000     0.0000
 1.000 0.050    53.7256     0.7186    18.0000    38.0000    73.0000   435.0000     0.0000
 1.000 0.100    20.8068     0.2475     9.0000    16.0000    28.0000   212.0000     0.0000
 2.000 0.020   101.6510     1.4389    29.0000    69.0000   140.0000   820.0000     0.0000
 2.000 0.050    23.4668     0.3107     9.0000    17.0000    31.0000   209.0000     0.0000
 2.000 0.100     8.0534     0.0796     4.0000     7.0000    11.0000    49.0000     0.0000
