Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   107.3462     1.4552    35.0000    77.0000   148.0000  1121.0000     0.0000
 0.500 0.050    35.4088     0.4224    16.0000    28.0000    46.0000   319.0000     0.0000
 0.500 0.100    15.2250     0.1384     9.0000    13.0000    20.0000    91.0000     0.0000
 1.000 0.020    48.0798     0.6444    17.0000    34.0000    64.0000   515.0000     0.0000
 1.000 0.050    12.8854     0.1414     6.0000    10.0000    17.0000    94.0000     0.0000
 1.000 0.100     5.6390     0.0470     3.0000     5.0000     7.0000    34.0000     0.0000
 2.000 0.020    21.2248     0.2834     8.0000    16.0000    28.0000   376.0000     0.0000
 2.000 0.050     5.5568     0.0547     3.0000     5.0000     7.0000    34.0000     0.0000
 2.000 0.100     2.7414     0.0196     2.0000     2.0000     3.0000    20.0000     0.0000
