Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   193.6448     2.8208    53.0000   132.0000   267.0000  1850.0000     0.0000
 0.500 0.050   159.4396     2.1933    49.0000   113.0000   223.0000  1694.0000     0.0000
 0.500 0.100    99.2602     1.3400    33.0000    71.0000   136.0000   949.0000     0.0000
 1.000 0.020   162.2502     2.2370    48.0000   114.0000   225.0000  1215.0000     0.0000
 1.000 0.050    82.4308     1.1388    26.0000    58.0000   112.0000   880.0000     0.0000
 1.000 0.100    33.5952     0.4151    13.0000    25.0000    44.0000   359.0000     0.0000
 2.000 0.020   129.3338     1.8402    37.0000    89.0000   176.0000  1017.0000     0.0000
 2.000 0.050    41.5330     0.5700    14.0000    29.0000    57.0000   394.0000     0.0000
 2.000 0.100    12.4248     0.1448     5.0000    10.0000    16.0000   122.0000     0.0000
