Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020    99.0090     1.3285    33.0000    71.0000   135.0000   929.0000     0.0000
 0.500 0.050    31.7608     0.3608    14.0000    25.0000    42.0000   311.0000     0.0000
 0.500 0.100    13.9574     0.1218     8.0000    12.0000    18.0000    90.0000     0.0000
 1.000 0.020    42.5560     0.5789    15.0000    30.0000    57.0000   404.0000     0.0000
 1.000 0.050    11.6702     0.1256     6.0000     9.0000    15.0000    89.0000     0.0000
 1.000 0.100     5.1690     0.0411     3.0000     5.0000     6.0000    31.0000     0.0000
 2.000 0.020    19.3500     0.2456     7.0000    15.0000    26.0000   161.0000     0.0000
 2.000 0.050     5.1268     0.0493     3.0000     4.0000     7.0000    31.0000     0.0000
 2.000 0.100     2.5574     0.0170     2.0000     2.0000     3.0000    12.0000     0.0000
