Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   105.1300     1.3815    35.0000    75.0000   147.0000   991.0000     0.0000
 0.500 0.050    32.7692     0.3711    14.0000    26.0000    43.0000   222.0000     0.0000
 0.500 0.100    14.1198     0.1275     8.0000    12.0000    18.0000   129.0000     0.0000
 1.000 0.020    44.4004     0.5741    15.0000    32.0000    61.0000   339.0000     0.0000
 1.000 0.050    11.9246     0.1277     6.0000     9.0000    15.0000    75.0000     0.0000
 1.000 0.100     5.2830     0.0428     3.0000     5.0000     7.0000    26.0000     0.0000
 2.000 0.020    19.8548     0.2509     8.0000    15.0000    26.0000   180.0000     0.0000
 2.000 0.050     5.3704     0.0509     3.0000     4.0000     7.0000    34.0000     0.0000
 2.000 0.100     2.5902     0.0172     2.0000     2.0000     3.0000    12.0000     0.0000
