Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   118.3344     1.6385    37.0000    82.0000   165.0000  1095.0000     0.0000
 0.500 0.050    40.6270     0.5054    17.0000    31.0000    54.0000   616.0000     0.0000
 0.500 0.100    16.8162     0.1611     9.0000    14.0000    22.0000   113.0000     0.0000
 1.000 0.020    54.8316     0.7347    18.0000    40.0000    74.0000   666.0000     0.0000
 1.000 0.050    14.5846     0.1665     7.0000    11.0000    19.0000   115.0000     0.0000
 1.000 0.100     6.1920     0.0547     4.0000     5.0000     8.0000    54.0000     0.0000
 2.000 0.020    25.4660     0.3439     9.0000    18.0000    34.0000   263.0000     0.0000
 2.000 0.050     6.2780     0.0645     3.0000     5.0000     8.0000    50.0000     0.0000
 2.000 0.100     2.9158     0.0217     2.0000     2.0000     4.0000    17.0000     0.0000
