Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   125.2000     1.7068    39.0000    89.0000   175.0000  1151.0000     0.0000
 0.500 0.050    44.0782     0.5291    18.0000    33.0000    58.0000   369.0000     0.0000
 0.500 0.100    18.8504     0.1882    10.0000    16.0000    24.0000   161.0000     0.0000
 1.000 0.020    61.6502     0.8341    20.0000    44.0000    84.0000   610.0000     0.0000
 1.000 0.050    16.4188     0.1897     7.0000    13.0000    21.0000   157.0000     0.0000
 1.000 0.100     6.6400     0.0579     4.0000     6.0000     8.0000    45.0000     0.0000
 2.000 0.020    28.2730     0.3770    10.0000    20.0000    38.0000   340.0000     0.0000
 2.000 0.050     6.9570     0.0718     3.0000     6.0000     9.0000    55.0000     0.0000
 2.000 0.100     3.0886     0.0234     2.0000     3.0000     4.0000    16.0000     0.0000
