Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   112.1560     1.5092    37.0000    81.0000   154.0000  1084.0000     0.0000
 0.500 0.050    37.4808     0.4473    16.0000    29.0000    50.0000   407.0000     0.0000
 0.500 0.100    16.1324     0.1513     9.0000    14.0000    21.0000   114.0000     0.0000
 1.000 0.020    52.7188     0.7065    17.0000    37.0000    71.0000   413.0000     0.0000
 1.000 0.050    13.8618     0.1574     6.0000    11.0000    18.0000   100.0000     0.0000
 1.000 0.100     5.9636     0.0507     4.0000     5.0000     8.0000    38.0000     0.0000
 2.000 0.020    23.8802     0.3099     9.0000    18.0000    32.0000   279.0000     0.0000
 2.000 0.050     5.9994     0.0603     3.0000     5.0000     8.0000    43.0000     0.0000
 2.000 0.100     2.8578     0.0204     2.0000     2.0000     3.0000    13.0000     0.0000
