Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   112.2236     1.4773    38.0000    83.0000   154.0000   794.0000     0.0000
 0.500 0.050    37.6296     0.4397    16.0000    29.0000    49.0000   260.0000     0.0000
 0.500 0.100    15.8188     0.1491     9.0000    13.0000    20.0000   124.0000     0.0000
 1.000 0.020    51.0166     0.7108    17.0000    36.0000    68.0000   888.0000     0.0000
 1.000 0.050    13.5834     0.1486     6.0000    11.0000    18.0000   107.0000     0.0000
 1.000 0.100     5.7630     0.0487     3.0000     5.0000     7.0000    40.0000     0.0000
 2.000 0.020    23.2870     0.3053     9.0000    17.0000    31.0000   305.0000     0.0000
 2.000 0.050     5.9100     0.0580     3.0000     5.0000     8.0000    43.0000     0.0000
 2.000 0.100     2.8404     0.0208     2.0000     2.0000     3.0000    15.0000     0.0000
