Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   175.4534     2.4776    51.0000   120.0000   243.0000  1232.0000     0.0000
 0.500 0.050   104.8164     1.4544    33.0000    73.0000   142.0000   970.0000     0.0000
 0.500 0.100    49.7464     0.6201    19.0000    37.0000    67.0000   400.0000     0.0000
 1.000 0.020   121.3730     1.6795    38.0000    85.0000   165.0000  1131.0000     0.0000
 1.000 0.050    40.7848     0.5286    15.0000    30.0000    55.0000   416.0000     0.0000
 1.000 0.100    15.8628     0.1790     7.0000    12.0000    21.0000   124.0000     0.0000
 2.000 0.020    79.1406     1.1317    24.0000    55.0000   109.0000   628.0000     0.0000
 2.000 0.050    16.9554     0.2125     7.0000    13.0000    22.0000   266.0000     0.0000
 2.000 0.100     6.4254     0.0613     3.0000     5.0000     9.0000    36.0000     0.0000
