Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   131.8978     1.8385    41.0000    92.0000   179.0000  1330.0000     0.0000
 0.500 0.050    53.0836     0.6642    20.0000    40.0000    72.0000   440.0000     0.0000
 0.500 0.100    21.0410     0.2179    11.0000    17.0000    27.0000   165.0000     0.0000
 1.000 0.020    67.9478     0.9278    22.0000    49.0000    92.0000   762.0000     0.0000
 1.000 0.050    18.4700     0.2198     8.0000    14.0000    24.0000   163.0000     0.0000
 1.000 0.100     7.2598     0.0706     4.0000     6.0000     9.0000    66.0000     0.0000
 2.000 0.020    34.1726     0.4716    11.0000    24.0000    45.0000   297.0000     0.0000
 2.000 0.050     7.6260     0.0799     4.0000     6.0000    10.0000    70.0000     0.0000
 2.000 0.100     3.3628     0.0271     2.0000     3.0000     4.0000    21.0000     0.0000
